n_faces,face_area,max_conf,id,year
0,0.0,0.0,485265,1976
0,0.0,0.0,484563,2017
0,0.0,0.0,485510,2014
0,0.0,0.0,485507,2016
1,0.0134,0.731,485622,1991
3,0.0164,0.901,485387,1988
9,0.0613,0.921,485003,1985
0,0.0,0.0,486024,2018
2,0.0177,0.916,485314,2016
1,0.1255,0.906,486060,2015
3,0.074,0.919,485624,1997
1,0.0834,0.66,485112,1977
1,0.1265,0.946,486065,2017
1,0.0707,0.887,485311,2017
0,0.0,0.0,486062,2014
0,0.0,0.0,486069,2017
2,0.2075,0.912,486352,2017
0,0.0,0.0,486161,2016
1,0.0404,0.924,486450,2015
1,0.2103,0.924,486460,2017
1,0.0282,0.93,486455,2015
0,0.0,0.0,486457,2017
0,0.0,0.0,486461,2017
1,0.2825,0.635,486074,2017
0,0.0,0.0,486453,2005
1,0.5864,0.941,486462,2017
0,0.0,0.0,486511,2017
0,0.0,0.0,486452,2017
1,0.1698,0.906,486570,2017
0,0.0,0.0,486575,2017
1,0.2043,0.873,486761,1980
0,0.0,0.0,486921,2016
2,0.3548,0.934,486672,2015
0,0.0,0.0,486993,2017
0,0.0,0.0,487207,1990
0,0.0,0.0,486574,2017
1,0.1864,0.916,487172,1997
0,0.0,0.0,486716,2017
0,0.0,0.0,486772,2017
0,0.0,0.0,487428,2017
5,0.0963,0.922,487187,2017
0,0.0,0.0,487668,2015
1,0.0092,0.885,487439,2017
0,0.0,0.0,487677,2013
1,0.112,0.934,486938,2012
0,0.0,0.0,487472,2017
0,0.0,0.0,487390,1987
0,0.0,0.0,487276,2012
0,0.0,0.0,488008,2017
1,0.0462,0.904,487910,1992
0,0.0,0.0,487857,2006
0,0.0,0.0,488043,1974
0,0.0,0.0,488032,1975
1,0.0715,0.915,487248,2016
0,0.0,0.0,488047,1974
1,0.1303,0.896,488022,2017
2,0.0466,0.915,488029,1974
0,0.0,0.0,487208,1993
0,0.0,0.0,488148,1975
0,0.0,0.0,488121,1975
1,0.036,0.932,488408,2011
0,0.0,0.0,488078,1975
1,0.0692,0.852,488302,2017
0,0.0,0.0,488289,2017
1,0.0258,0.901,488111,2016
1,0.1486,0.925,488462,2013
0,0.0,0.0,488495,1974
4,0.0535,0.668,488448,2003
0,0.0,0.0,488154,2014
0,0.0,0.0,488226,2015
0,0.0,0.0,488400,1974
0,0.0,0.0,488664,1974
0,0.0,0.0,488612,2016
0,0.0,0.0,488748,2004
2,0.0863,0.752,488760,2015
0,0.0,0.0,488613,2017
4,0.0214,0.934,488523,2017
1,0.6956,0.824,488753,2016
0,0.0,0.0,488682,1971
0,0.0,0.0,488511,1973
1,0.1304,0.927,488496,1973
0,0.0,0.0,488834,2015
6,0.0185,0.885,488784,1991
0,0.0,0.0,488848,2015
0,0.0,0.0,488898,1973
0,0.0,0.0,488914,1973
3,0.0466,0.921,489036,2016
0,0.0,0.0,488849,2016
0,0.0,0.0,488933,2015
1,0.0086,0.883,488564,2017
0,0.0,0.0,489239,1999
0,0.0,0.0,489242,2017
1,0.0422,0.854,489288,2016
0,0.0,0.0,489186,1987
0,0.0,0.0,489349,2016
0,0.0,0.0,489456,2004
1,0.1343,0.604,489363,2017
0,0.0,0.0,489375,2017
1,0.0615,0.913,488931,2017
0,0.0,0.0,489606,2016
1,0.5092,0.905,489127,2015
0,0.0,0.0,490109,2016
0,0.0,0.0,490099,2017
0,0.0,0.0,490124,2017
0,0.0,0.0,491085,2017
0,0.0,0.0,490364,2013
1,0.7547,0.656,490100,2017
3,0.0869,0.898,490345,1992
0,0.0,0.0,490228,2017
0,0.0,0.0,490371,2014
0,0.0,0.0,490837,2015
1,0.0364,0.93,491197,2010
0,0.0,0.0,490373,2015
0,0.0,0.0,490267,2011
1,0.2769,0.928,489608,2016
0,0.0,0.0,490317,2017
0,0.0,0.0,491390,2017
0,0.0,0.0,491962,2014
1,0.0316,0.911,491694,2017
0,0.0,0.0,492144,2013
0,0.0,0.0,492189,2011
1,0.0451,0.823,490870,2017
0,0.0,0.0,492005,2016
0,0.0,0.0,492135,2017
1,0.2993,0.758,492509,2003
0,0.0,0.0,492628,2017
0,0.0,0.0,492844,2017
0,0.0,0.0,492456,2014
1,0.411,0.713,491892,2018
1,0.0028,0.791,491564,1981
0,0.0,0.0,492440,2014
2,0.0827,0.879,493303,2016
2,0.0245,0.874,493440,1989
1,0.2721,0.94,493200,2018
0,0.0,0.0,493714,2017
1,0.0284,0.836,493462,2008
1,0.0055,0.748,493042,2016
1,0.0419,0.903,493198,2012
0,0.0,0.0,493446,2016
11,0.0307,0.919,493965,2016
1,0.3567,0.927,494352,2014
0,0.0,0.0,494535,2018
0,0.0,0.0,494001,2017
0,0.0,0.0,493847,1975
0,0.0,0.0,494706,1982
1,0.1496,0.887,494711,2011
0,0.0,0.0,493602,2012
1,0.0008,0.665,495447,1956
5,0.0938,0.909,494326,2016
0,0.0,0.0,494807,2017
0,0.0,0.0,495208,2018
3,0.0809,0.901,494481,2003
5,0.0303,0.935,495195,2014
2,0.0245,0.88,495419,2014
2,0.006,0.864,495403,2014
0,0.0,0.0,495204,2014
0,0.0,0.0,494576,1993
1,0.2115,0.916,495501,2016
1,0.0838,0.886,495473,2005
1,0.2158,0.828,495498,2017
3,0.2298,0.884,495094,2017
2,0.051,0.912,495120,2017
0,0.0,0.0,495975,2017
1,0.2012,0.921,495717,2012
0,0.0,0.0,495909,2018
0,0.0,0.0,495868,2012
0,0.0,0.0,495827,2011
0,0.0,0.0,495569,2014
1,0.0238,0.908,496059,2017
0,0.0,0.0,495809,2008
1,0.0221,0.676,496307,2009
11,0.1086,0.907,496356,2003
1,0.0988,0.612,496438,2003
1,0.0059,0.929,496437,2016
3,0.1502,0.911,496455,2003
0,0.0,0.0,496364,2016
1,0.1119,0.797,496067,2006
3,0.0586,0.905,496400,1999
5,0.051,0.884,496462,2000
0,0.0,0.0,496521,2017
1,0.0071,0.871,496552,1990
4,0.0825,0.91,496550,2001
4,0.1537,0.898,496022,2017
5,0.0696,0.887,496560,2004
3,0.0538,0.877,496577,1999
0,0.0,0.0,496456,2008
2,0.0317,0.867,496586,2017
5,0.0574,0.904,496582,2001
2,0.0178,0.833,496579,2003
0,0.0,0.0,496952,1987
2,0.0516,0.925,496286,2017
3,0.0688,0.909,496542,1999
0,0.0,0.0,496728,2005
5,0.0838,0.925,496736,2001
3,0.0541,0.917,496674,2015
0,0.0,0.0,496594,2016
0,0.0,0.0,496885,2011
0,0.0,0.0,497009,2012
1,0.0148,0.897,496839,2018
6,0.0111,0.861,496957,2011
0,0.0,0.0,496619,2017
0,0.0,0.0,496883,2017
0,0.0,0.0,497316,2003
1,0.0188,0.876,496597,1970
1,0.0067,0.621,497959,2009
1,0.0023,0.882,497960,2016
2,0.0438,0.9,497760,2017
0,0.0,0.0,498220,2020
1,0.0106,0.889,498110,2017
2,0.4924,0.926,497597,2016
0,0.0,0.0,497700,1997
1,0.0692,0.849,497844,2017
0,0.0,0.0,498223,2015
0,0.0,0.0,498673,1999
0,0.0,0.0,499354,1974
0,0.0,0.0,497908,2017
1,0.074,0.916,498702,1961
0,0.0,0.0,498264,1991
0,0.0,0.0,498268,1991
0,0.0,0.0,498507,2017
1,0.0499,0.914,499190,2014
11,0.0238,0.856,499278,2015
0,0.0,0.0,499047,2015
3,0.0409,0.894,499363,2016
0,0.0,0.0,499385,1973
0,0.0,0.0,499402,1975
0,0.0,0.0,499399,1975
0,0.0,0.0,498315,2014
1,0.0255,0.765,499727,1999
3,0.0542,0.924,499438,2015
0,0.0,0.0,499915,2018
4,0.0233,0.861,499731,2006
4,0.126,0.933,500051,1997
1,0.0576,0.879,499732,2006
0,0.0,0.0,499559,2018
0,0.0,0.0,498775,2017
2,0.0913,0.911,500058,1999
4,0.1309,0.914,500060,2001
9,0.0763,0.902,500064,2001
3,0.1208,0.912,500062,1999
0,0.0,0.0,499978,2015
5,0.0919,0.918,500095,2008
1,0.1847,0.915,500207,2018
2,0.0203,0.859,500269,2018
0,0.0,0.0,500377,1981
0,0.0,0.0,500348,2018
0,0.0,0.0,500759,2020
2,0.0982,0.907,500101,1997
3,0.0147,0.888,500066,2005
5,0.1179,0.917,500071,2003
0,0.0,0.0,500978,2015
1,0.0444,0.928,500950,2014
0,0.0,0.0,500779,2017
1,0.0872,0.9,501090,2016
0,0.0,0.0,501753,1980
0,0.0,0.0,501309,2009
0,0.0,0.0,501939,2017
0,0.0,0.0,501942,2017
0,0.0,0.0,502848,2015
1,0.0525,0.924,501944,2017
0,0.0,0.0,502255,2018
1,0.2756,0.916,502312,2015
0,0.0,0.0,501963,2017
0,0.0,0.0,502067,1976
0,0.0,0.0,501864,2016
2,0.202,0.859,502022,2017
2,0.0169,0.896,502617,2014
0,0.0,0.0,503650,1973
1,0.1553,0.777,502036,2017
0,0.0,0.0,502920,2017
6,0.1387,0.92,501911,2015
1,0.0937,0.931,502926,2017
0,0.0,0.0,503231,2021
0,0.0,0.0,503030,2018
1,0.0568,0.89,503371,2013
1,0.0167,0.904,503345,2018
1,0.1334,0.888,503702,2016
0,0.0,0.0,503659,2016
0,0.0,0.0,503328,2018
0,0.0,0.0,503230,2017
0,0.0,0.0,503744,1975
0,0.0,0.0,503790,1975
0,0.0,0.0,503747,1974
0,0.0,0.0,503798,1975
1,0.0273,0.926,504130,2017
1,0.1885,0.854,504003,2016
0,0.0,0.0,503905,2015
0,0.0,0.0,504185,2013
0,0.0,0.0,504202,2017
0,0.0,0.0,504082,2014
1,0.1114,0.732,504630,2005
1,0.2235,0.925,504730,1994
0,0.0,0.0,505084,2018
0,0.0,0.0,504922,2017
2,0.0157,0.903,505043,2020
0,0.0,0.0,505330,2013
3,0.0536,0.914,504617,2002
1,0.0162,0.818,505332,2017
4,0.22,0.93,504655,2018
0,0.0,0.0,505195,2018
1,0.0055,0.799,505557,2018
2,0.0337,0.88,505562,2017
1,0.1555,0.85,505220,2017
0,0.0,0.0,505690,2007
0,0.0,0.0,505920,2017
0,0.0,0.0,505816,2006
0,0.0,0.0,505936,2009
1,0.2416,0.788,505429,2017
3,0.0163,0.91,505587,2013
1,0.0424,0.885,506048,2018
1,0.3688,0.917,506060,2017
2,0.034,0.826,506383,2015
2,0.6436,0.858,506400,2016
0,0.0,0.0,506413,2017
1,0.0279,0.742,505695,2011
0,0.0,0.0,505675,2005
1,0.2127,0.914,506458,1972
1,0.258,0.904,506636,2018
0,0.0,0.0,506882,2008
0,0.0,0.0,506548,2016
0,0.0,0.0,506905,2010
1,0.0594,0.895,506900,2018
0,0.0,0.0,506925,2011
1,0.0588,0.877,507096,2001
0,0.0,0.0,506952,2005
0,0.0,0.0,507053,1976
0,0.0,0.0,507185,2017
0,0.0,0.0,507221,2016
0,0.0,0.0,507186,2015
0,0.0,0.0,507253,2017
0,0.0,0.0,506648,1971
1,0.2288,0.894,507331,2014
1,0.0049,0.86,507298,2015
1,0.0368,0.894,507338,2000
0,0.0,0.0,507327,2017
1,0.1065,0.938,507040,2018
1,0.0314,0.631,507336,2006
1,0.4329,0.885,507339,2017
1,0.5256,0.701,507489,2008
0,0.0,0.0,507434,2017
0,0.0,0.0,507961,2013
0,0.0,0.0,507946,2015
1,0.0239,0.912,507938,2020
0,0.0,0.0,508023,2018
1,0.2155,0.928,508231,2013
0,0.0,0.0,507979,2017
1,0.0105,0.655,508233,2017
0,0.0,0.0,508244,2018
0,0.0,0.0,508234,2012
1,0.3881,0.685,507981,2018
0,0.0,0.0,508242,2014
0,0.0,0.0,508245,2017
8,0.0857,0.923,508039,2016
1,0.1451,0.936,508301,2018
0,0.0,0.0,508406,2017
3,0.1678,0.91,508237,2015
2,0.1575,0.735,508451,2016
0,0.0,0.0,508487,2017
1,0.026,0.873,508881,2014
0,0.0,0.0,508248,2009
0,0.0,0.0,508338,1978
0,0.0,0.0,508741,2013
1,0.1662,0.911,508485,2017
0,0.0,0.0,508385,2017
0,0.0,0.0,508483,2017
0,0.0,0.0,509097,2013
1,0.578,0.876,509098,2018
5,0.1281,0.931,508821,2008
0,0.0,0.0,508489,2017
0,0.0,0.0,508509,2016
1,0.0366,0.723,509166,2017
3,0.0174,0.797,508592,2016
3,0.0301,0.913,509183,2016
0,0.0,0.0,509511,2013
0,0.0,0.0,509538,2017
1,0.0983,0.926,510279,2018
0,0.0,0.0,509856,2016
1,0.4027,0.898,509564,2017
0,0.0,0.0,510346,2010
2,0.0253,0.654,511957,1975
1,0.155,0.875,509528,2013
1,0.0322,0.886,509174,2017
5,0.1591,0.914,510840,1992
1,0.011,0.767,510883,2019
0,0.0,0.0,510807,2018
1,0.1645,0.866,510959,2017
1,0.0182,0.87,511782,2020
0,0.0,0.0,512270,2018
3,0.0553,0.838,511916,2014
2,0.0099,0.678,512408,2018
1,0.0501,0.909,510337,2018
0,0.0,0.0,512835,2021
1,0.0379,0.702,512965,2018
0,0.0,0.0,512861,2013
0,0.0,0.0,513108,2018
3,0.0232,0.905,512736,2017
1,0.0575,0.941,511406,2002
0,0.0,0.0,512503,1973
2,0.0429,0.9,513247,2016
1,0.1159,0.602,513260,2018
0,0.0,0.0,513303,2017
1,0.0089,0.762,513306,2016
1,0.1683,0.866,513278,2016
0,0.0,0.0,513313,2016
2,0.0062,0.805,513452,2018
2,0.1622,0.919,513965,1985
1,0.0112,0.927,513980,2007
1,0.0185,0.909,513985,2005
0,0.0,0.0,513989,2007
6,0.0391,0.907,514213,2018
1,0.0182,0.829,513405,2014
2,0.2697,0.923,513867,2016
0,0.0,0.0,513774,2018
2,0.1194,0.883,513999,2008
4,0.0971,0.916,514094,1993
2,0.0389,0.896,514256,1974
0,0.0,0.0,514233,2018
0,0.0,0.0,514440,1975
0,0.0,0.0,514507,2019
2,0.0556,0.889,514821,2018
0,0.0,0.0,514644,2017
0,0.0,0.0,515618,2012
0,0.0,0.0,514210,2018
0,0.0,0.0,514653,2018
0,0.0,0.0,514985,2019
1,0.0689,0.882,515159,2018
1,0.0037,0.913,515254,2018
1,0.0214,0.686,515581,2017
1,0.0106,0.868,515425,2017
0,0.0,0.0,515068,2018
1,0.0167,0.92,515133,2015
0,0.0,0.0,515781,2017
1,0.379,0.912,515926,2017
0,0.0,0.0,515376,2011
0,0.0,0.0,515627,2012
2,0.0549,0.935,516035,2017
0,0.0,0.0,516182,2005
0,0.0,0.0,516578,2018
0,0.0,0.0,516768,2017
0,0.0,0.0,515689,2016
2,0.0612,0.913,516023,2018
2,0.0615,0.765,516163,2006
1,0.1627,0.901,516776,2010
1,0.1602,0.846,516327,2013
1,0.0028,0.745,516695,2018
0,0.0,0.0,516664,2017
2,0.048,0.913,516778,1994
0,0.0,0.0,517226,2018
3,0.2834,0.921,517272,1970
0,0.0,0.0,517419,2017
0,0.0,0.0,518049,1972
5,0.0347,0.901,517217,2013
0,0.0,0.0,517415,2018
1,0.0054,0.703,517846,2015
1,0.0032,0.864,517473,2011
0,0.0,0.0,518076,2015
0,0.0,0.0,518057,2017
0,0.0,0.0,517046,2018
0,0.0,0.0,517414,2018
0,0.0,0.0,518224,2016
3,0.0267,0.911,518087,2017
1,0.0741,0.912,518428,2016
0,0.0,0.0,518430,2018
0,0.0,0.0,517416,2018
0,0.0,0.0,518237,2017
3,0.0097,0.841,518239,2007
0,0.0,0.0,518156,2017
0,0.0,0.0,518125,1988
8,0.0336,0.922,518505,2018
1,0.0159,0.919,518433,2017
1,0.107,0.922,518701,2018
0,0.0,0.0,518444,2015
0,0.0,0.0,518695,2017
1,0.0335,0.902,518714,2017
0,0.0,0.0,518429,2017
3,0.0446,0.928,518711,2017
1,0.0354,0.857,519027,2018
0,0.0,0.0,519054,2017
4,0.0946,0.916,518993,2008
0,0.0,0.0,518762,2016
3,0.0288,0.908,519657,2018
0,0.0,0.0,519150,2016
2,0.0494,0.865,519137,2018
2,0.0114,0.845,518710,2017
1,0.0427,0.879,519317,2010
0,0.0,0.0,518901,2017
1,0.0061,0.664,519319,2011
0,0.0,0.0,519589,2017
1,0.2634,0.925,519301,2017
0,0.0,0.0,519582,2016
0,0.0,0.0,519758,2017
0,0.0,0.0,519757,2015
2,0.0363,0.868,519754,2016
0,0.0,0.0,519882,2018
0,0.0,0.0,520171,2012
1,0.2059,0.712,520082,2008
0,0.0,0.0,520235,2018
1,0.0379,0.908,519848,2018
4,0.0957,0.888,520618,2000
2,0.0263,0.885,519561,1973
0,0.0,0.0,520795,2010
0,0.0,0.0,520798,2016
1,0.2364,0.888,520914,2014
1,0.2838,0.936,520981,2017
1,0.0068,0.701,520162,2018
1,0.3931,0.679,521375,2009
0,0.0,0.0,520579,2007
0,0.0,0.0,521357,2001
6,0.0661,0.915,520714,2009
0,0.0,0.0,521078,2018
2,0.0268,0.935,521340,2018
1,0.1819,0.754,521358,2004
0,0.0,0.0,521360,2005
5,0.1489,0.919,521366,2009
1,0.2152,0.924,521480,2017
0,0.0,0.0,521479,2008
0,0.0,0.0,521086,2017
1,0.0031,0.65,521368,2015
0,0.0,0.0,521487,2008
0,0.0,0.0,521458,2017
0,0.0,0.0,521482,2006
0,0.0,0.0,521490,2008
1,0.0938,0.796,521499,2009
2,0.1642,0.901,521588,2000
1,0.014,0.922,521832,2013
0,0.0,0.0,521485,2008
2,0.0743,0.903,521614,2018
0,0.0,0.0,521563,2000
1,0.0406,0.886,522051,2008
0,0.0,0.0,521850,2015
0,0.0,0.0,522063,2017
3,0.01,0.898,522058,2007
1,0.1387,0.913,521985,2018
1,0.0805,0.891,521849,2018
6,0.0538,0.91,522165,2009
1,0.252,0.68,522314,1987
1,0.0112,0.606,522133,1987
1,0.6216,0.919,522134,2016
5,0.0759,0.91,522122,1977
1,0.0008,0.613,522592,2007
6,0.3112,0.941,522764,1986
2,0.0166,0.894,522567,2017
0,0.0,0.0,522649,2018
0,0.0,0.0,522919,2018
0,0.0,0.0,522987,2017
0,0.0,0.0,522297,1983
1,0.2498,0.935,522650,2013
3,0.0639,0.906,523033,1995
3,0.1629,0.921,522781,2016
0,0.0,0.0,523093,2007
3,0.0592,0.879,522769,1988
4,0.0384,0.912,523202,2017
0,0.0,0.0,523346,2003
1,0.0333,0.873,523041,1988
1,0.023,0.912,523263,2018
1,0.083,0.874,523795,2017
2,0.2457,0.925,523830,1999
1,0.51,0.623,523831,2018
4,0.0361,0.938,523898,1990
0,0.0,0.0,523856,2018
0,0.0,0.0,523827,1995
3,0.0934,0.913,523911,1991
4,0.0672,0.925,523906,1991
1,0.0075,0.697,524011,2013
1,0.0408,0.908,523419,2016
3,0.0593,0.936,523904,1990
0,0.0,0.0,524539,2016
0,0.0,0.0,524785,2018
3,0.2311,0.855,525047,2018
4,0.1832,0.925,523913,1991
0,0.0,0.0,524864,2016
4,0.0907,0.919,523939,2004
0,0.0,0.0,524807,2018
4,0.0275,0.896,524859,2010
0,0.0,0.0,524623,2012
0,0.0,0.0,524899,2016
4,0.0613,0.915,524882,2017
4,0.0453,0.915,524925,2018
0,0.0,0.0,525215,2015
0,0.0,0.0,525607,2017
0,0.0,0.0,525387,2018
6,0.2235,0.923,525491,2003
2,0.0264,0.93,525087,2017
4,0.0477,0.903,525690,1987
3,0.0343,0.762,525689,1989
0,0.0,0.0,525641,2009
5,0.0036,0.844,525702,2018
1,0.0378,0.893,525706,1980
3,0.0346,0.922,525709,1981
7,0.0714,0.917,524285,2005
2,0.0952,0.882,525693,1982
3,0.1224,0.869,525763,2019
0,0.0,0.0,525663,2017
0,0.0,0.0,525904,2016
0,0.0,0.0,525959,2017
0,0.0,0.0,525939,2014
1,0.0073,0.872,525698,1979
0,0.0,0.0,526226,1978
0,0.0,0.0,525905,2017
1,0.0449,0.834,526411,2018
0,0.0,0.0,525912,2011
1,0.0276,0.772,526463,2018
0,0.0,0.0,526208,2017
0,0.0,0.0,526285,2017
1,0.1846,0.892,526291,2011
0,0.0,0.0,526749,2017
1,0.0066,0.611,526809,2017
0,0.0,0.0,526780,2017
0,0.0,0.0,526838,2008
0,0.0,0.0,526196,2018
0,0.0,0.0,526856,2016
3,0.0385,0.917,526491,1988
1,0.0606,0.9,527030,2018
0,0.0,0.0,526568,2017
1,0.0324,0.607,527159,2014
1,0.0095,0.828,526578,2018
2,0.0089,0.894,527175,2017
1,0.007,0.676,527141,2007
0,0.0,0.0,527780,2001
0,0.0,0.0,527783,2018
1,0.0064,0.871,527830,1991
0,0.0,0.0,527782,2001
0,0.0,0.0,527717,2015
0,0.0,0.0,527803,2018
0,0.0,0.0,527600,1996
1,0.0447,0.741,527168,2004
0,0.0,0.0,527818,2000
0,0.0,0.0,527975,2018
11,0.1742,0.916,527960,2018
0,0.0,0.0,527976,2018
1,0.0416,0.865,527608,2009
6,0.0898,0.942,528009,2016
5,0.0442,0.899,528263,2015
0,0.0,0.0,527784,2003
1,0.6072,0.876,527980,2018
0,0.0,0.0,527816,2001
0,0.0,0.0,528323,1998
1,0.0027,0.702,528314,1992
0,0.0,0.0,528308,1998
1,0.0809,0.908,528407,2018
0,0.0,0.0,528331,1995
0,0.0,0.0,528322,2002
0,0.0,0.0,528324,1999
5,0.0052,0.832,528328,2017
0,0.0,0.0,528470,2011
1,0.2943,0.877,528329,1994
0,0.0,0.0,528352,1989
0,0.0,0.0,528325,1999
0,0.0,0.0,528551,2007
1,0.1119,0.804,528330,1991
0,0.0,0.0,528524,2016
0,0.0,0.0,528333,2004
0,0.0,0.0,528939,2016
1,0.0985,0.93,528771,2017
1,0.7192,0.642,529139,2003
0,0.0,0.0,529097,2015
2,0.0815,0.933,529144,2011
1,0.0653,0.871,529313,2018
3,0.0147,0.824,528665,2018
2,0.0133,0.919,529280,2017
3,0.0613,0.893,528882,2018
0,0.0,0.0,529324,2017
2,0.0332,0.895,528915,2018
1,0.0067,0.877,529122,2014
0,0.0,0.0,529363,1988
0,0.0,0.0,529348,2018
1,0.1412,0.868,529641,2013
0,0.0,0.0,529497,2018
1,0.016,0.918,529923,2017
0,0.0,0.0,530104,1999
0,0.0,0.0,530178,2018
3,0.0331,0.928,530523,1998
2,0.0211,0.897,531237,1993
1,0.0098,0.896,530536,2008
1,0.5043,0.766,529438,2018
3,0.0525,0.917,530098,2018
1,0.0042,0.911,529409,2018
0,0.0,0.0,531247,2017
0,0.0,0.0,530652,2013
0,0.0,0.0,530643,2015
1,0.0171,0.69,531470,2016
2,0.0126,0.913,530623,2013
0,0.0,0.0,527612,2002
0,0.0,0.0,531521,2018
2,0.0132,0.844,530918,1991
0,0.0,0.0,530943,1986
1,0.0247,0.918,531689,2017
0,0.0,0.0,531715,2015
1,0.2217,0.782,532495,2017
2,0.2367,0.669,531730,2018
1,0.0112,0.884,531533,2017
3,0.3618,0.865,532366,1999
1,0.29,0.78,532181,2017
0,0.0,0.0,532722,2018
1,0.1433,0.902,532225,2012
0,0.0,0.0,532748,2018
1,0.0087,0.88,532795,1995
0,0.0,0.0,532758,2017
1,0.2225,0.85,532808,1988
9,0.1165,0.931,532800,1974
1,0.0222,0.846,532798,1993
0,0.0,0.0,532617,1999
0,0.0,0.0,532904,2018
0,0.0,0.0,533015,2008
0,0.0,0.0,533008,1996
1,0.0321,0.919,533035,1995
0,0.0,0.0,533049,2018
20,0.0442,0.902,533066,2016
1,0.0335,0.774,532809,1995
3,0.0682,0.926,532895,2017
1,0.2008,0.892,532902,2018
1,0.0262,0.915,533000,1998
3,0.0411,0.926,533132,2017
0,0.0,0.0,533139,2018
1,0.3321,0.799,533223,2018
1,0.0018,0.858,533210,2018
4,0.0633,0.869,533366,1991
0,0.0,0.0,533339,1992
2,0.097,0.852,533469,2010
8,0.0327,0.888,533627,2019
1,0.0988,0.733,533351,1993
4,0.058,0.918,534654,1999
0,0.0,0.0,533381,1997
1,0.0032,0.878,533803,1994
5,0.0283,0.832,534223,2018
2,0.0063,0.776,533182,1995
1,0.3753,0.873,534478,2008
2,0.0392,0.923,533291,1996
1,0.1202,0.899,534424,2018
2,0.0583,0.928,535119,2015
1,0.0721,0.866,534711,2008
0,0.0,0.0,534729,2018
0,0.0,0.0,534425,2017
0,0.0,0.0,534571,2015
4,0.0103,0.793,533294,2001
0,0.0,0.0,534933,2018
0,0.0,0.0,535610,2019
12,0.0729,0.903,535584,2014
1,0.0906,0.777,535123,2018
3,0.0246,0.851,535511,2017
0,0.0,0.0,535549,2018
1,0.6372,0.722,535726,1968
2,0.5284,0.911,535557,2017
0,0.0,0.0,535524,2018
6,0.1083,0.929,535476,2008
1,0.0105,0.825,535202,2009
1,0.0421,0.734,535848,2018
0,0.0,0.0,535820,2012
0,0.0,0.0,536291,2017
4,0.0155,0.912,536410,2018
0,0.0,0.0,536235,2018
0,0.0,0.0,535926,2004
0,0.0,0.0,535798,2018
4,0.0243,0.918,535962,2018
0,0.0,0.0,536289,2017
0,0.0,0.0,536750,2015
2,0.1939,0.926,536664,2017
0,0.0,0.0,536242,2016
2,0.0423,0.875,537495,2018
1,0.008,0.677,536505,2000
1,1.2571,0.85,536880,2018
0,0.0,0.0,537200,2018
12,0.0772,0.929,536467,2015
0,0.0,0.0,536660,2007
0,0.0,0.0,537202,2018
2,0.0177,0.855,537663,1990
0,0.0,0.0,537668,1990
9,0.0212,0.871,537633,2018
0,0.0,0.0,537730,2017
0,0.0,0.0,536766,2018
1,0.0108,0.868,537715,2018
0,0.0,0.0,537551,2018
2,0.6677,0.909,538902,2018
2,0.0749,0.898,538123,2018
0,0.0,0.0,538202,2018
0,0.0,0.0,537680,2018
3,0.0079,0.856,538811,2014
0,0.0,0.0,538867,2018
1,0.1251,0.896,539310,2010
1,0.1433,0.917,538269,2018
1,0.0461,0.92,539185,2017
12,0.1819,0.9,539005,2014
2,0.3937,0.881,539313,2015
0,0.0,0.0,538250,2018
0,0.0,0.0,538382,2014
8,0.104,0.927,538612,1979
0,0.0,0.0,538208,1999
1,0.2291,0.687,539528,2012
1,0.0036,0.612,539520,1984
1,0.0677,0.882,539893,2017
0,0.0,0.0,539937,1992
0,0.0,0.0,540027,2015
1,0.7903,0.905,539714,2016
1,0.1036,0.631,540478,2017
1,0.0238,0.778,540967,2007
0,0.0,0.0,540569,2017
10,0.0831,0.931,540974,2015
0,0.0,0.0,540746,2015
4,0.1339,0.936,541485,2015
0,0.0,0.0,541692,2010
1,0.0136,0.93,541697,2016
0,0.0,0.0,539945,1994
0,0.0,0.0,540586,2015
0,0.0,0.0,542049,2018
4,0.0423,0.922,542093,2018
1,0.065,0.906,542227,2018
0,0.0,0.0,542170,2018
0,0.0,0.0,542031,2018
0,0.0,0.0,542309,2011
1,0.0689,0.883,542274,2018
0,0.0,0.0,542466,1999
2,0.1013,0.773,542264,2018
1,0.042,0.837,542445,2010
0,0.0,0.0,542020,2018
1,0.1558,0.92,542203,2018
1,0.0022,0.622,543203,2005
1,0.1888,0.855,543163,2014
5,0.0163,0.846,543200,2004
0,0.0,0.0,543364,2008
3,0.0264,0.887,543377,2011
0,0.0,0.0,542779,2010
0,0.0,0.0,542675,2018
0,0.0,0.0,543393,2018
0,0.0,0.0,543188,2004
2,0.1319,0.921,543193,2002
1,0.2832,0.803,543867,2009
0,0.0,0.0,543467,2007
0,0.0,0.0,543868,2006
7,0.0277,0.903,543362,2009
1,0.001,0.62,543785,2018
0,0.0,0.0,543802,2018
0,0.0,0.0,543446,2018
2,0.0325,0.907,543906,2010
2,0.0418,0.902,543904,2009
2,0.0874,0.892,543410,2014
0,0.0,0.0,544306,2018
0,0.0,0.0,543914,2021
0,0.0,0.0,543998,2018
0,0.0,0.0,543997,2017
1,0.2603,0.923,544275,2005
0,0.0,0.0,544358,2013
1,0.0467,0.816,544711,2018
2,0.041,0.874,544440,2016
0,0.0,0.0,544202,2015
0,0.0,0.0,544976,2013
3,0.0565,0.907,545059,1990
0,0.0,0.0,545308,2019
0,0.0,0.0,544157,2013
