brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
59.22,0.184,0.2407,0.0051,"[""#272b2e"", ""#f0eee8"", ""#ad7d4d"", ""#657b84"", ""#17432e""]","[0.307, 0.227, 0.198, 0.159, 0.109]",38996,Deathdream,1974
14.78,0.7399,0.1597,0.1751,"[""#080505"", ""#b2534e"", ""#58302d"", ""#a87368"", ""#dcdddc""]","[0.56, 0.166, 0.156, 0.082, 0.034]",83096,Ganja & Hess,1973
45.82,0.1695,0.7215,0.1383,"[""#cc8611"", ""#e53413"", ""#242471"", ""#5d3723"", ""#5d83c1""]","[0.29, 0.204, 0.192, 0.183, 0.13]",84805,The Fat Albert Halloween Special,1977
41.75,0.2455,0.5743,0.3774,"[""#4b2319"", ""#7f432a"", ""#b37539"", ""#d7b750"", ""#ccbeac""]","[0.438, 0.28, 0.128, 0.081, 0.073]",398193,Secret Rites,1971
35.07,0.526,0.2403,0.0005,"[""#07080f"", ""#ebead2"", ""#44423a"", ""#938c73"", ""#e7e587""]","[0.552, 0.181, 0.121, 0.112, 0.033]",42469,The Creeping Flesh,1973
50.65,0.0629,0.4864,0.0689,"[""#bd1547"", ""#6e1f64"", ""#9e93d1"", ""#d9bfb3"", ""#48434a""]","[0.326, 0.256, 0.166, 0.14, 0.112]",40339,Private House of the SS,1977
58.39,0.0991,0.3997,0.1445,"[""#b82950"", ""#482347"", ""#f0e0cf"", ""#c37d6c"", ""#8792ad""]","[0.299, 0.257, 0.188, 0.152, 0.103]",40130,The Red Queen Kills Seven Times,1972
75.5,0.0543,0.265,0.0009,"[""#e6e3d3"", ""#f3d857"", ""#dd8e46"", ""#8d8670"", ""#292316""]","[0.295, 0.281, 0.182, 0.135, 0.107]",511957,The Paranoid,1975
10.68,0.8615,0.1971,0.0,"[""#141211"", ""#4f471c"", ""#282010"", ""#756b92"", ""#817ae3""]","[0.59, 0.189, 0.164, 0.038, 0.019]",827797,Lady of the Lake,1974
13.47,0.804,0.359,0.0,"[""#020206"", ""#02011b"", ""#0e0e31"", ""#c5c5bc"", ""#656364""]","[0.515, 0.276, 0.107, 0.06, 0.041]",503650,Deadly Visitor,1973
67.2,0.0599,0.3725,0.0793,"[""#8b5830"", ""#e2dfd4"", ""#472314"", ""#d6a761"", ""#f34454""]","[0.312, 0.239, 0.184, 0.176, 0.089]",62928,The Mummies of Guanajuato,1972
12.69,0.7897,0.3552,0.0196,"[""#09090a"", ""#45481f"", ""#b2bc4a"", ""#ad8820"", ""#aa302a""]","[0.678, 0.102, 0.097, 0.097, 0.026]",28051,Five Dolls for an August Moon,1970
70.21,0.0842,0.2542,0.1442,"[""#f0e6e3"", ""#b18d70"", ""#312725"", ""#ca695b"", ""#e41819""]","[0.334, 0.228, 0.172, 0.146, 0.12]",107068,The Sinful Nuns of Saint Valentine,1974
15.24,0.7559,0.1036,0.0553,"[""#050303"", ""#d3160b"", ""#717170"", ""#d0d0cf"", ""#600d0b""]","[0.691, 0.101, 0.077, 0.07, 0.061]",28155,It Lives Again,1978
57.08,0.202,0.2537,0.1313,"[""#930b05"", ""#f4dad7"", ""#171616"", ""#f5dd14"", ""#85746b""]","[0.322, 0.285, 0.159, 0.145, 0.089]",28403,The Werewolf Versus the Vampire Woman,1971
34.59,0.3154,0.4631,0.1437,"[""#c0502f"", ""#57422c"", ""#8c4c2d"", ""#2f232c"", ""#ceae8f""]","[0.248, 0.242, 0.227, 0.221, 0.062]",960406,View from the Loft,1974
56.88,0.0953,0.3869,0.0084,"[""#dad099"", ""#5a4c3e"", ""#b27e59"", ""#361167"", ""#7c997c""]","[0.277, 0.244, 0.198, 0.164, 0.117]",3122,Lady Frankenstein,1971
66.96,0.1408,0.1915,0.0,"[""#dbdfd8"", ""#6da23e"", ""#100b0e"", ""#959696"", ""#2e461a""]","[0.345, 0.278, 0.234, 0.095, 0.048]",131582,Voices of Desire,1972
23.44,0.6239,0.4513,0.153,"[""#402038"", ""#100c0e"", ""#93282e"", ""#e1c92b"", ""#8c6544""]","[0.384, 0.236, 0.142, 0.123, 0.116]",85483,Something Evil,1972
6.35,0.8532,0.5529,0.1132,"[""#030109"", ""#bb1a1a"", ""#710c0d"", ""#340504"", ""#575357""]","[0.783, 0.07, 0.059, 0.048, 0.04]",499354,Murder Works Overtime,1974
69.39,0.0806,0.2305,0.0706,"[""#9f7a68"", ""#f1f2f3"", ""#3a3030"", ""#bac470"", ""#b8231e""]","[0.319, 0.249, 0.248, 0.115, 0.068]",104264,Calling All Police Cars,1975
19.63,0.5421,0.2655,0.2786,"[""#6a201a"", ""#000000"", ""#7c676f"", ""#3c1d14"", ""#cac1c2""]","[0.496, 0.285, 0.114, 0.056, 0.048]",1007002,Once the Killing Starts,1974
38.05,0.5152,0.0431,0.0,"[""#030304"", ""#dddee2"", ""#2a2a2d"", ""#59595d"", ""#96969a""]","[0.502, 0.325, 0.068, 0.055, 0.05]",42487,Necromancy,1972
39.0,0.316,0.5127,0.3423,"[""#1e0f0e"", ""#611e1d"", ""#a23529"", ""#e6bab3"", ""#734e68""]","[0.322, 0.208, 0.188, 0.148, 0.133]",9638,Phantasm,1979
49.87,0.0904,0.6202,0.4868,"[""#e50302"", ""#373028"", ""#af7a1b"", ""#e4dccc"", ""#47910a""]","[0.665, 0.122, 0.084, 0.077, 0.052]",251046,The Frenchman's Garden,1978
44.72,0.2079,0.7609,0.6017,"[""#f90302"", ""#160b0b"", ""#8f201e"", ""#dcd248"", ""#a29a7b""]","[0.627, 0.179, 0.072, 0.062, 0.059]",299012,Alice Cooper: The Nightmare,1975
31.59,0.5123,0.2699,0.1003,"[""#14110f"", ""#e1cfac"", ""#614738"", ""#b53d2e"", ""#db922f""]","[0.405, 0.188, 0.168, 0.166, 0.073]",30833,Drive-In Massacre,1976
30.3,0.4826,0.4904,0.2103,"[""#150e0e"", ""#733320"", ""#db5322"", ""#d6ad83"", ""#436e98""]","[0.404, 0.232, 0.174, 0.126, 0.062]",195165,Excitation,1977
25.08,0.5054,0.1996,0.0966,"[""#090605"", ""#514b48"", ""#e12527"", ""#9f9c98"", ""#722020""]","[0.466, 0.193, 0.152, 0.128, 0.061]",28380,Silent Scream,1979
57.15,0.3228,0.2647,0.0872,"[""#12100d"", ""#f7f0ef"", ""#e21412"", ""#d7af9d"", ""#d86458""]","[0.457, 0.243, 0.134, 0.111, 0.055]",127424,Nazareno Cruz and the Wolf,1975
50.57,0.2063,0.2429,0.0438,"[""#344329"", ""#6b7b5b"", ""#deded4"", ""#151912"", ""#bb383f""]","[0.316, 0.216, 0.2, 0.172, 0.097]",3117,Frankenstein and the Monster from Hell,1974
42.99,0.1957,0.3214,0.0133,"[""#37333c"", ""#ddc950"", ""#c1bfae"", ""#cc622e"", ""#7f6a43""]","[0.454, 0.21, 0.13, 0.106, 0.1]",118502,The Devil's Horse,1975
42.46,0.1189,0.0,0.0,"[""#333333"", ""#4a4a4a"", ""#717171"", ""#dfdfdf"", ""#a7a7a7""]","[0.366, 0.222, 0.167, 0.138, 0.107]",105093,Glass Ceiling,1971
24.49,0.6175,0.4361,0.0078,"[""#100904"", ""#49331b"", ""#c97e2f"", ""#f6d521"", ""#cbaf8f""]","[0.41, 0.26, 0.155, 0.117, 0.059]",39863,Star of David: Beauty Hunting,1979
71.57,0.0628,0.4309,0.0579,"[""#e2de95"", ""#ae9358"", ""#453021"", ""#eeed5b"", ""#914126""]","[0.462, 0.178, 0.171, 0.11, 0.078]",180229,Sex and Violence,1978
31.22,0.3746,0.7562,0.5067,"[""#69170a"", ""#a92108"", ""#2c1310"", ""#a78048"", ""#f2c816""]","[0.296, 0.26, 0.243, 0.14, 0.06]",17343,Vampyros Lesbos,1971
48.44,0.2948,0.4861,0.1681,"[""#1b0c07"", ""#7b1a08"", ""#ba8437"", ""#f6f5d3"", ""#78755e""]","[0.319, 0.291, 0.156, 0.145, 0.089]",211512,O Signo de Escorpião,1974
22.39,0.6795,0.2025,0.0,"[""#09090c"", ""#272622"", ""#52585a"", ""#e0eae1"", ""#96a2a8""]","[0.599, 0.182, 0.093, 0.082, 0.044]",949635,Beasts: The Dummy,1976
56.08,0.0775,0.2115,0.0015,"[""#3e332c"", ""#6c5c4b"", ""#b4ac98"", ""#9a8360"", ""#f6f7f2""]","[0.28, 0.222, 0.194, 0.193, 0.112]",346043,Summer of Secrets,1976
15.0,0.7381,0.5725,0.1547,"[""#110848"", ""#09020b"", ""#de2a26"", ""#781e1d"", ""#988c93""]","[0.391, 0.378, 0.106, 0.08, 0.046]",446514,"Demon, Demon",1975
32.67,0.3471,0.1853,0.049,"[""#2f2a31"", ""#665a65"", ""#b099a4"", ""#7a4456"", ""#892e3c""]","[0.441, 0.214, 0.134, 0.134, 0.076]",16271,Massacre at Central High,1976
36.2,0.4154,0.509,0.077,"[""#38291f"", ""#964d29"", ""#e7de1f"", ""#a1892e"", ""#9ca48f""]","[0.532, 0.148, 0.134, 0.125, 0.061]",62930,The Vengeance of the Crying Woman,1974
62.21,0.1108,0.3217,0.0768,"[""#927653"", ""#c9ccc6"", ""#2d2819"", ""#caa95d"", ""#d25b46""]","[0.245, 0.239, 0.196, 0.184, 0.136]",39535,Tarot,1973
24.16,0.6842,0.1718,0.0418,"[""#0e0b08"", ""#f0eede"", ""#7b776e"", ""#b3331f"", ""#5c1d14""]","[0.683, 0.13, 0.092, 0.05, 0.045]",332290,The Tell-Tale Heart,1971
11.47,0.8444,0.1433,0.0,"[""#020000"", ""#f8f8f8"", ""#6e6e6e"", ""#373737"", ""#b0b0b0""]","[0.886, 0.044, 0.026, 0.024, 0.019]",480038,Dibuk - O Demônio,1972
41.26,0.4783,0.631,0.0,"[""#fcf911"", ""#080a06"", ""#252e17"", ""#b1ba26"", ""#5f6b1e""]","[0.361, 0.276, 0.146, 0.133, 0.083]",23692,The Initiation of Sarah,1978
44.23,0.2628,0.3008,0.1024,"[""#1e1b2d"", ""#464658"", ""#e3e0d6"", ""#ed5225"", ""#9a4236""]","[0.336, 0.309, 0.148, 0.139, 0.068]",149843,Savage Hunt of King Stakh,1979
68.82,0.0072,0.3976,0.4353,"[""#e1483d"", ""#d46963"", ""#f0bc87"", ""#efe3de"", ""#693e3d""]","[0.365, 0.242, 0.158, 0.155, 0.08]",77399,Incense for the Damned,1971
50.36,0.1712,0.4127,0.0,"[""#18306d"", ""#5f85b3"", ""#c0dae6"", ""#a0927e"", ""#635e53""]","[0.508, 0.148, 0.141, 0.116, 0.086]",1030429,Deadly Blows,1971
66.22,0.1754,0.2688,0.1136,"[""#1f121b"", ""#fbf8f9"", ""#6d4741"", ""#c18e66"", ""#d6354e""]","[0.284, 0.244, 0.194, 0.164, 0.114]",86494,"Wicked, Wicked",1973
35.11,0.404,0.3032,0.0053,"[""#121312"", ""#8c7e6b"", ""#734223"", ""#e29b74"", ""#e3dc75""]","[0.406, 0.381, 0.112, 0.07, 0.032]",39859,See No Evil,1971
56.21,0.1855,0.4347,0.2941,"[""#2f1716"", ""#b94527"", ""#d7a664"", ""#e6dac6"", ""#9d5646""]","[0.26, 0.234, 0.183, 0.164, 0.158]",43751,Who Can Kill a Child?,1976
87.73,0.0458,0.0933,0.0862,"[""#fdfdfd"", ""#c91225"", ""#141215"", ""#d45564"", ""#b8969d""]","[0.582, 0.179, 0.086, 0.085, 0.068]",105087,Cross Current,1971
34.25,0.5546,0.0121,0.0,"[""#040404"", ""#e3e3e3"", ""#a1a1a1"", ""#5d5d5d"", ""#282828""]","[0.546, 0.239, 0.079, 0.07, 0.066]",84375,Frozen Scream,1975
27.66,0.5489,0.139,0.0397,"[""#313034"", ""#5f585b"", ""#752f2f"", ""#141212"", ""#afabad""]","[0.603, 0.196, 0.074, 0.068, 0.06]",591100,Tales of Transvestia,1975
31.1,0.5602,0.295,0.0736,"[""#170608"", ""#563a35"", ""#eedcb8"", ""#efd72e"", ""#9b8565""]","[0.512, 0.145, 0.14, 0.111, 0.092]",24655,The Car,1977
31.79,0.4912,0.5643,0.2173,"[""#111127"", ""#db313f"", ""#572c2f"", ""#cdb9af"", ""#aa9554""]","[0.524, 0.247, 0.099, 0.067, 0.064]",291279,The Invasion of Carol Enders,1973
20.38,0.6016,0.7334,0.0038,"[""#090906"", ""#16412a"", ""#208618"", ""#cfc32f"", ""#92c4b4""]","[0.512, 0.272, 0.158, 0.03, 0.029]",3202,Terror of Frankenstein,1977
54.41,0.2193,0.3797,0.0049,"[""#6fa4d0"", ""#162131"", ""#c4beb6"", ""#ebc239"", ""#7a6d67""]","[0.32, 0.29, 0.148, 0.13, 0.113]",160816,The Bermuda Triangle,1978
45.08,0.1188,0.4649,0.0928,"[""#2f538b"", ""#312f37"", ""#b0c5e0"", ""#9d3f31"", ""#caa07e""]","[0.524, 0.153, 0.125, 0.12, 0.078]",47270,The Ghost Train,1976
34.85,0.3749,0.5591,0.0844,"[""#26275c"", ""#39231b"", ""#c6612a"", ""#f2aa27"", ""#977e91""]","[0.335, 0.233, 0.215, 0.14, 0.076]",48197,The Town That Dreaded Sundown,1976
41.63,0.2913,0.3849,0.0164,"[""#437741"", ""#171814"", ""#cec779"", ""#7a7da6"", ""#be602b""]","[0.282, 0.282, 0.21, 0.118, 0.109]",84104,Shriek of the Mutilated,1974
29.98,0.4134,0.5605,0.4539,"[""#150f13"", ""#c8413e"", ""#742d29"", ""#c1a276"", ""#548098""]","[0.388, 0.3, 0.199, 0.062, 0.051]",92782,Blood Legacy,1971
14.96,0.7645,0.2796,0.0802,"[""#0c0605"", ""#b61411"", ""#e2e51a"", ""#72731f"", ""#c7c8c4""]","[0.583, 0.16, 0.159, 0.082, 0.016]",573,Frenzy,1972
55.81,0.0571,0.5164,0.0702,"[""#d14719"", ""#cfbdb4"", ""#7e6962"", ""#241715"", ""#a04b2f""]","[0.691, 0.147, 0.068, 0.058, 0.036]",86470,God's Bloody Acre,1975
23.84,0.5828,0.3193,0.1246,"[""#141011"", ""#5d3f3a"", ""#4e8694"", ""#b87a6c"", ""#bec8ca""]","[0.562, 0.156, 0.154, 0.098, 0.03]",241310,The Picture of Dorian Gray,1973
41.2,0.4384,0.1857,0.0001,"[""#080807"", ""#e2e5dd"", ""#646255"", ""#dd932f"", ""#2a3264""]","[0.426, 0.224, 0.16, 0.099, 0.092]",113337,The Astral Factor,1976
7.09,0.8646,0.3846,0.0,"[""#010104"", ""#030212"", ""#666b6e"", ""#36383e"", ""#9fc2c8""]","[0.556, 0.339, 0.039, 0.038, 0.028]",488094,Chant of Silence,1973
66.35,0.1215,0.2744,0.1304,"[""#e7e4dd"", ""#292220"", ""#ac5a61"", ""#e70f42"", ""#bc895c""]","[0.296, 0.212, 0.21, 0.141, 0.14]",213207,Claws,1977
39.22,0.3081,0.221,0.0784,"[""#1c221f"", ""#a3a49a"", ""#5d6661"", ""#5d2e2b"", ""#9f3636""]","[0.398, 0.252, 0.192, 0.091, 0.067]",862453,The Wind of Ghost,1974
33.85,0.13,0.6346,0.0891,"[""#1e3588"", ""#2a56a5"", ""#2a1e2c"", ""#af3c35"", ""#b79a82""]","[0.483, 0.227, 0.125, 0.086, 0.079]",54123,Schlock,1973
28.92,0.3264,0.4893,0.7914,"[""#5d2f2e"", ""#402223"", ""#e84f39"", ""#ab8449"", ""#bfa39c""]","[0.427, 0.392, 0.092, 0.053, 0.035]",458002,The Enemy,1974
16.79,0.7753,0.7971,0.0522,"[""#000306"", ""#d8d7d7"", ""#d54e37"", ""#692a1f"", ""#866c5f""]","[0.899, 0.037, 0.026, 0.02, 0.018]",145444,Scalpel,1977
56.87,0.1353,0.4069,0.1038,"[""#362f24"", ""#b58e59"", ""#c67713"", ""#9d3226"", ""#f8f5f1""]","[0.298, 0.254, 0.194, 0.152, 0.102]",86743,Death Game,1977
42.73,0.3368,0.2481,0.0788,"[""#1b1618"", ""#dc9975"", ""#734537"", ""#f0dbca"", ""#776f6c""]","[0.343, 0.194, 0.187, 0.159, 0.117]",85023,A Name for Evil,1973
33.25,0.4803,0.6227,0.2763,"[""#281419"", ""#d73b35"", ""#f95c11"", ""#66163e"", ""#f9f1ec""]","[0.39, 0.232, 0.218, 0.137, 0.022]",92939,Witness to Murder,1974
56.36,0.1055,0.5985,0.3343,"[""#e25743"", ""#4d2919"", ""#ddb089"", ""#ed9235"", ""#3e8bbc""]","[0.375, 0.235, 0.176, 0.163, 0.052]",473716,Horrible Rape,1972
20.82,0.6824,0.5094,0.2705,"[""#111a1f"", ""#45252a"", ""#c33a32"", ""#832f33"", ""#caa36d""]","[0.533, 0.169, 0.148, 0.103, 0.047]",99438,The Killer Reserved Nine Seats,1974
33.67,0.39,0.5325,0.153,"[""#2b2230"", ""#ae4532"", ""#1c3770"", ""#ad8953"", ""#c4cd2e""]","[0.397, 0.2, 0.169, 0.146, 0.088]",39154,The Giant Spider Invasion,1975
42.55,0.2093,0.5462,0.5289,"[""#ab1d13"", ""#281a1c"", ""#c76b5f"", ""#cbb7ac"", ""#5b7cb1""]","[0.504, 0.198, 0.152, 0.088, 0.057]",39987,Gestapo's Last Orgy,1977
36.81,0.4594,0.1069,0.0,"[""#101112"", ""#2c2e2b"", ""#e4e4e4"", ""#545754"", ""#979998""]","[0.442, 0.202, 0.148, 0.129, 0.078]",399021,Whispers of Fear,1976
57.9,0.1844,0.3296,0.0941,"[""#babfc4"", ""#240c09"", ""#642a13"", ""#c38f4d"", ""#364221""]","[0.316, 0.258, 0.251, 0.112, 0.062]",71943,House of Dark Shadows,1970
40.99,0.3051,0.4398,0.3057,"[""#6c3723"", ""#110b09"", ""#ca7052"", ""#f95850"", ""#ece4e0""]","[0.398, 0.222, 0.172, 0.131, 0.078]",29296,Psycho Sisters,1974
37.3,0.3785,0.5904,0.0918,"[""#f45412"", ""#0d100e"", ""#167049"", ""#0a2f66"", ""#c3c2b6""]","[0.355, 0.288, 0.195, 0.091, 0.071]",317168,Santo vs. the She-Wolves,1976
32.63,0.3703,0.5047,0.0912,"[""#217b67"", ""#222831"", ""#73493d"", ""#cd5038"", ""#e0ad5e""]","[0.379, 0.379, 0.098, 0.08, 0.064]",197245,The Ghost Story,1979
70.13,0.0869,0.3033,0.0836,"[""#f3f1f0"", ""#12609a"", ""#65a4c9"", ""#c9303a"", ""#2a2626""]","[0.271, 0.251, 0.184, 0.17, 0.125]",579,Jaws 2,1978
32.07,0.5778,0.2726,0.1306,"[""#151415"", ""#c83728"", ""#925536"", ""#f1cdb7"", ""#d2cc24""]","[0.416, 0.182, 0.154, 0.15, 0.098]",60095,Burke & Hare,1972
36.27,0.5208,0.3638,0.0637,"[""#0a0506"", ""#eeebd7"", ""#cfa770"", ""#614036"", ""#ab3025""]","[0.56, 0.132, 0.132, 0.122, 0.053]",68133,The Norliss Tapes,1973
37.87,0.1816,0.6715,0.1735,"[""#123667"", ""#2b4747"", ""#723e2c"", ""#bd8842"", ""#c9522c""]","[0.282, 0.194, 0.187, 0.183, 0.154]",92418,TeenAlien,1978
17.88,0.6966,0.4731,0.1732,"[""#080707"", ""#bd3736"", ""#592020"", ""#a37c6e"", ""#e2cfbe""]","[0.684, 0.126, 0.086, 0.062, 0.042]",105424,Evil Eye,1975
25.83,0.5909,0.3799,0.2619,"[""#161010"", ""#621a1c"", ""#b7172d"", ""#c3afab"", ""#dbb371""]","[0.418, 0.222, 0.222, 0.071, 0.066]",91256,The Sister of Ursula,1978
15.48,0.7275,0.1488,0.0759,"[""#020101"", ""#986a68"", ""#831e12"", ""#ceb7b3"", ""#46211f""]","[0.558, 0.174, 0.1, 0.086, 0.082]",85236,Chosen Survivors,1974
52.56,0.2272,0.5575,0.0906,"[""#201508"", ""#c79141"", ""#e6ccaf"", ""#623c14"", ""#b51c08""]","[0.257, 0.223, 0.207, 0.177, 0.136]",30885,Vampyres,1974
39.3,0.4322,0.4709,0.096,"[""#100706"", ""#e0c387"", ""#a64827"", ""#dba12e"", ""#78a8a2""]","[0.403, 0.255, 0.193, 0.102, 0.048]",56383,"Lisa, Lisa",1974
47.08,0.3554,0.359,0.0998,"[""#241415"", ""#cda86e"", ""#83605c"", ""#e3d9d3"", ""#c52e2a""]","[0.443, 0.202, 0.138, 0.124, 0.094]",58644,Mardi Gras Massacre,1978
17.96,0.7019,0.1471,0.0416,"[""#090504"", ""#7b3617"", ""#c5cfcd"", ""#595d5c"", ""#9e9c5d""]","[0.544, 0.209, 0.091, 0.087, 0.07]",64725,The Dead Are Alive,1972
21.37,0.6529,0.4222,0.0,"[""#070907"", ""#14d55f"", ""#1f4427"", ""#228c41"", ""#cac9ca""]","[0.48, 0.204, 0.169, 0.136, 0.011]",70810,The Ghoul,1975
55.25,0.2884,0.0,0.0,"[""#fbfbfb"", ""#0b0b0b"", ""#6a6a6a"", ""#343434"", ""#a7a7a7""]","[0.374, 0.249, 0.152, 0.113, 0.112]",955466,Baton of Dracula,1971
61.91,0.1845,0.1129,0.0286,"[""#dbdad7"", ""#b28c64"", ""#161110"", ""#605452"", ""#a24035""]","[0.404, 0.236, 0.182, 0.132, 0.046]",130926,New Guinea: Island of Cannibals,1974
44.55,0.0,0.064,0.0,"[""#585b54"", ""#4f524b"", ""#d2d4ce"", ""#6b6d68"", ""#9a9b95""]","[0.428, 0.367, 0.123, 0.056, 0.026]",488236,Death Ship,1971
43.85,0.4001,0.2309,0.1007,"[""#120b0a"", ""#ca4125"", ""#f3f0f0"", ""#514b45"", ""#b2a299""]","[0.463, 0.186, 0.142, 0.105, 0.104]",77109,Legacy of Blood,1978
22.23,0.5239,0.3019,0.0,"[""#110c15"", ""#322032"", ""#443749"", ""#605361"", ""#8d8084""]","[0.326, 0.29, 0.185, 0.128, 0.071]",582892,Despondent Yearning,1973
79.71,0.1013,0.0948,0.0058,"[""#f9f5f0"", ""#110c11"", ""#bbb0ae"", ""#6b565a"", ""#da8c53""]","[0.518, 0.228, 0.142, 0.079, 0.034]",12272,Golden Night,1976
58.29,0.1103,0.3443,0.1684,"[""#3a2723"", ""#ac785c"", ""#e2dbd9"", ""#3580a4"", ""#b5342d""]","[0.249, 0.244, 0.178, 0.17, 0.158]",28146,Barn of the Naked Dead,1974
58.49,0.0653,0.374,0.1924,"[""#c3bfa7"", ""#62392c"", ""#a13b23"", ""#e5c262"", ""#3b4a6f""]","[0.268, 0.263, 0.24, 0.132, 0.097]",284813,Lust,1979
39.46,0.1426,0.6399,0.1603,"[""#1b458b"", ""#2e74a8"", ""#e23c49"", ""#242d37"", ""#cca8a4""]","[0.366, 0.256, 0.164, 0.156, 0.058]",5730,Inn of the Damned,1975
52.59,0.2546,0.2629,0.0113,"[""#0f1005"", ""#ddded2"", ""#97978a"", ""#515245"", ""#682519""]","[0.476, 0.203, 0.158, 0.134, 0.028]",322848,O Lobisomem: O Terror da Meia-Noite,1975
35.58,0.4225,0.2812,0.0001,"[""#090504"", ""#37312e"", ""#69615a"", ""#e9dac8"", ""#a79c90""]","[0.515, 0.14, 0.13, 0.13, 0.086]",1013699,The Shining Pyramid,1979
25.35,0.4686,0.3047,0.0348,"[""#141416"", ""#514367"", ""#a2505e"", ""#da3a67"", ""#c5bfbf""]","[0.418, 0.338, 0.089, 0.087, 0.068]",187546,Satan's Black Wedding,1976
51.46,0.3343,0.06,0.0,"[""#0d0f0f"", ""#f3f5f4"", ""#383a3a"", ""#b0b3b3"", ""#6f7372""]","[0.39, 0.266, 0.118, 0.114, 0.112]",859992,Thirty Dangerous Seconds,1973
4.22,0.9484,0.4069,0.033,"[""#070606"", ""#15200d"", ""#360c09"", ""#38431d"", ""#4f301c""]","[0.777, 0.082, 0.058, 0.054, 0.029]",144402,The Ice House,1978
52.63,0.4165,0.0638,0.0132,"[""#080705"", ""#f9f9f9"", ""#3c3a38"", ""#93908e"", ""#6d1310""]","[0.46, 0.374, 0.076, 0.049, 0.042]",140482,In Search of Dracula,1975
49.78,0.1613,0.4142,0.0956,"[""#b36544"", ""#1f2b1c"", ""#6f584c"", ""#f1ddb9"", ""#b2508d""]","[0.264, 0.26, 0.226, 0.152, 0.097]",133172,Revenge!,1971
58.86,0.1403,0.6157,0.0565,"[""#f79c1f"", ""#b77f4d"", ""#19110f"", ""#742f1c"", ""#c9c0b5""]","[0.633, 0.106, 0.099, 0.093, 0.069]",425282,"My Nights with Susan, Sandra, Olga & Julie",1975
50.18,0.2256,0.452,0.0794,"[""#153664"", ""#d7bfac"", ""#222229"", ""#22675f"", ""#b6372b""]","[0.303, 0.25, 0.245, 0.122, 0.08]",69576,Who Saw Her Die?,1972
68.21,0.174,0.34,0.1518,"[""#ede4d7"", ""#230c0a"", ""#f2dc88"", ""#6f352c"", ""#da7f55""]","[0.249, 0.243, 0.181, 0.176, 0.151]",178121,Return of the Dead,1979
43.1,0.1636,0.4994,0.4519,"[""#713b32"", ""#e9473a"", ""#bb573e"", ""#242120"", ""#b6a88a""]","[0.254, 0.217, 0.208, 0.174, 0.147]",101457,Necrophagus,1971
42.58,0.1433,0.8568,0.8979,"[""#ec1b24"", ""#090203"", ""#b0191e"", ""#6e1316"", ""#390b0e""]","[0.79, 0.084, 0.047, 0.04, 0.039]",139198,The Spiral Staircase,1975
61.23,0.1865,0.2381,0.0546,"[""#2b2b2b"", ""#ebecec"", ""#827c7a"", ""#f24010"", ""#f2d163""]","[0.396, 0.237, 0.181, 0.13, 0.056]",28159,The Bat People,1974
91.34,0.0438,0.0606,0.0594,"[""#fefefe"", ""#d50627"", ""#231b1c"", ""#ce586b"", ""#c7a7ac""]","[0.705, 0.163, 0.058, 0.042, 0.032]",47955,White Dog,1982
64.48,0.0843,0.4072,0.4176,"[""#cb2222"", ""#f8f5f0"", ""#972423"", ""#1c0e0c"", ""#aa8573""]","[0.526, 0.176, 0.132, 0.1, 0.066]",296953,Madness,1971
6.58,0.8569,0.3002,0.1601,"[""#060101"", ""#d51a01"", ""#950704"", ""#480706"", ""#98714d""]","[0.621, 0.13, 0.118, 0.11, 0.02]",86680,The Unholy,1988
39.97,0.2673,0.2723,0.0018,"[""#806792"", ""#1d2522"", ""#6f563b"", ""#b97740"", ""#e9ddc8""]","[0.342, 0.304, 0.154, 0.109, 0.091]",91880,Exorcism,1975
22.16,0.5443,0.6206,0.2826,"[""#100704"", ""#be1805"", ""#691c08"", ""#4d5720"", ""#b3c5c4""]","[0.424, 0.261, 0.21, 0.07, 0.036]",91609,BrainWaves,1983
37.92,0.3492,0.6816,0.482,"[""#2a1a1b"", ""#642317"", ""#df4b2a"", ""#cf9a67"", ""#ebc134""]","[0.319, 0.249, 0.202, 0.128, 0.101]",57949,The Day Time Ended,1980
37.09,0.5435,0.5185,0.4115,"[""#46181e"", ""#291220"", ""#ad4e47"", ""#f7ddb0"", ""#db9879""]","[0.382, 0.288, 0.119, 0.109, 0.101]",49304,Sisters of Death,1976
14.85,0.7403,0.5041,0.1155,"[""#180c14"", ""#a22a1e"", ""#434751"", ""#4d1718"", ""#9899a8""]","[0.733, 0.096, 0.084, 0.056, 0.032]",124553,Interface,1985
43.18,0.2662,0.3789,0.3916,"[""#342226"", ""#69282a"", ""#a1abb9"", ""#bf736c"", ""#e5201f""]","[0.297, 0.233, 0.206, 0.172, 0.092]",167119,Nightkill,1980
6.34,0.8894,0.4595,0.1684,"[""#070306"", ""#290f16"", ""#55151b"", ""#912327"", ""#e03133""]","[0.651, 0.15, 0.083, 0.059, 0.058]",552940,The Crimson Sunset,1977
23.91,0.6304,0.2133,0.048,"[""#090806"", ""#839f90"", ""#d69b6c"", ""#61351e"", ""#e91610""]","[0.465, 0.18, 0.15, 0.12, 0.086]",63590,Hospital Massacre,1981
40.84,0.3238,0.5009,0.14,"[""#b88d58"", ""#322320"", ""#74422c"", ""#d5bc37"", ""#d75530""]","[0.285, 0.284, 0.233, 0.128, 0.07]",301263,Masacre en Río Grande,1984
