brightness,dark_share,saturation,red_share,palette,palette_share,id,title,year
21.99,0.5603,0.4087,0.0213,"[""#0f090c"", ""#16272f"", ""#6b4a4e"", ""#42565e"", ""#979697""]","[0.555, 0.165, 0.111, 0.107, 0.062]",713176,Sitting on the Fence,2019
9.62,0.8044,0.6054,0.2892,"[""#0e0706"", ""#67090a"", ""#390707"", ""#980b0b"", ""#6e6257""]","[0.592, 0.137, 0.134, 0.114, 0.022]",412853,Balloon,2017
39.48,0.286,0.1435,0.0,"[""#353c3e"", ""#181c1b"", ""#586064"", ""#88939a"", ""#dbdfe1""]","[0.292, 0.284, 0.194, 0.118, 0.112]",340213,Darkest Day,2015
17.02,0.7262,0.6721,0.0013,"[""#0f0602"", ""#271509"", ""#492e14"", ""#815e3d"", ""#d4ccc5""]","[0.595, 0.173, 0.136, 0.072, 0.024]",889569,Bhangarh: The Last Episode,2017
26.34,0.5147,0.2014,0.0,"[""#08090c"", ""#272b3a"", ""#4e5469"", ""#7e8295"", ""#dddee6""]","[0.397, 0.264, 0.186, 0.099, 0.054]",213133,Click,2011
92.2,0.0265,0.0833,0.0634,"[""#fcfbfb"", ""#dd221e"", ""#56c5f9"", ""#e48885"", ""#0c0d0d""]","[0.652, 0.175, 0.098, 0.047, 0.028]",611534,The Hatred,2018
28.98,0.4084,0.3996,0.08,"[""#19100c"", ""#524438"", ""#918271"", ""#5c2111"", ""#b7631f""]","[0.401, 0.24, 0.164, 0.12, 0.076]",287175,Bunshinsaba 3,2014
22.03,0.598,0.638,0.2168,"[""#0b0406"", ""#492017"", ""#a64b34"", ""#b8972e"", ""#8a8f7d""]","[0.557, 0.152, 0.144, 0.089, 0.058]",168131,The Headless Lover,2011
47.64,0.0645,0.7113,0.7042,"[""#e61913"", ""#d23e2c"", ""#b58f72"", ""#933c2d"", ""#3a1e19""]","[0.526, 0.169, 0.128, 0.1, 0.078]",443617,Confessions of a Homicidal Prostitute,2017
57.98,0.1755,0.1577,0.0188,"[""#c5c9c6"", ""#7e8183"", ""#1a1918"", ""#2f2b4f"", ""#b9362b""]","[0.388, 0.251, 0.22, 0.096, 0.045]",312793,The Walking Deceased,2015
25.8,0.4785,0.7365,0.0,"[""#032a3a"", ""#05475b"", ""#206b7f"", ""#0a1114"", ""#6f94a0""]","[0.388, 0.22, 0.19, 0.145, 0.056]",326420,Dig Two Graves,2014
19.77,0.6068,0.4857,0.0491,"[""#0f0909"", ""#7f4f30"", ""#4c3c2f"", ""#c2ae8b"", ""#701410""]","[0.572, 0.203, 0.128, 0.054, 0.043]",675853,Movie Madness,2016
52.79,0.1361,0.5101,0.1172,"[""#a7552e"", ""#bd885b"", ""#cdb59c"", ""#290e05"", ""#683e28""]","[0.264, 0.225, 0.207, 0.175, 0.128]",538902,The Beaumonts,2018
2.56,0.9567,0.0,0.0,"[""#000000"", ""#717171"", ""#363636"", ""#a7a7a7"", ""#cdcdcd""]","[0.948, 0.014, 0.014, 0.012, 0.012]",568032,Merry Creepy Christmas,2018
39.37,0.2764,0.516,0.0966,"[""#221d1d"", ""#386070"", ""#a78734"", ""#6a271a"", ""#a8bbbc""]","[0.328, 0.229, 0.204, 0.156, 0.082]",295413,Theatre of Fear,2014
14.0,0.7527,0.3771,0.1615,"[""#140e0c"", ""#392922"", ""#690e0c"", ""#b83217"", ""#9d7d67""]","[0.474, 0.224, 0.16, 0.11, 0.032]",423268,Where The Devil Dwells,2014
32.55,0.4008,0.4695,0.1526,"[""#2b1f28"", ""#327e7b"", ""#22436e"", ""#aa3329"", ""#bdb8a4""]","[0.406, 0.198, 0.196, 0.124, 0.076]",413734,Biest,2014
45.41,0.1003,0.6968,0.275,"[""#4c3011"", ""#ad3a19"", ""#97542f"", ""#cbbd20"", ""#cbbcab""]","[0.308, 0.293, 0.224, 0.118, 0.058]",453412,Grindsploitation,2016
22.76,0.5082,0.2921,0.009,"[""#070609"", ""#765854"", ""#302d2f"", ""#5e6f78"", ""#bbbbbb""]","[0.471, 0.256, 0.163, 0.1, 0.01]",480757,Blood & Honey,2017
13.78,0.7318,0.0697,0.0006,"[""#040303"", ""#292121"", ""#494143"", ""#716c6f"", ""#b1aeb0""]","[0.578, 0.17, 0.117, 0.083, 0.052]",1008225,Nightmare Side,2013
18.48,0.661,0.37,0.1019,"[""#0d0a0d"", ""#441f1b"", ""#37495c"", ""#965840"", ""#c3a49a""]","[0.534, 0.175, 0.114, 0.108, 0.07]",633463,The Little Monster,2018
11.4,0.7805,0.3465,0.0045,"[""#090404"", ""#241811"", ""#42392e"", ""#78705f"", ""#8f411f""]","[0.624, 0.178, 0.116, 0.078, 0.004]",642957,Willa,2019
21.9,0.4219,0.6756,0.0786,"[""#1b374f"", ""#090e17"", ""#ad1e1a"", ""#5c1920"", ""#acb7bf""]","[0.588, 0.298, 0.054, 0.041, 0.02]",537610,The Blue Choker,2018
6.87,0.8843,0.6213,0.0279,"[""#08040a"", ""#063a45"", ""#311f1a"", ""#9d765b"", ""#7b1a1f""]","[0.774, 0.123, 0.058, 0.03, 0.014]",444689,Quarries,2016
38.78,0.3932,0.6382,0.0,"[""#13221e"", ""#34340f"", ""#746d22"", ""#c4a83b"", ""#f8d88f""]","[0.321, 0.273, 0.158, 0.133, 0.115]",572485,Suburban Coffin,2018
7.9,0.8788,0.582,0.0396,"[""#110707"", ""#0a0b18"", ""#371911"", ""#613921"", ""#3b2f39""]","[0.406, 0.385, 0.072, 0.071, 0.066]",637946,The Past,2018
2.89,0.9909,0.5818,0.0,"[""#010306"", ""#050a0e"", ""#10171f"", ""#23323f"", ""#101829""]","[0.481, 0.402, 0.078, 0.02, 0.018]",446031,The Moroi Myth,2015
14.4,0.7519,0.1337,0.0013,"[""#060604"", ""#25251e"", ""#4f5145"", ""#838577"", ""#bfc0b5""]","[0.632, 0.163, 0.097, 0.067, 0.041]",130165,President's Day,2010
15.96,0.6596,0.3129,0.0018,"[""#16202b"", ""#213244"", ""#0e0e10"", ""#34485b"", ""#596774""]","[0.265, 0.247, 0.244, 0.183, 0.062]",578744,The Moose Head Over the Mantel,2017
23.48,0.5313,0.4271,0.0726,"[""#141617"", ""#4c6060"", ""#5f3923"", ""#a77f49"", ""#d61017""]","[0.497, 0.147, 0.143, 0.133, 0.08]",525460,Welcome Home,2018
23.34,0.567,0.4023,0.0385,"[""#14161b"", ""#5d323f"", ""#b14f72"", ""#3f4755"", ""#bfaa9a""]","[0.538, 0.186, 0.107, 0.093, 0.077]",589053,Sweet Paranoia,2018
30.62,0.1801,0.9651,0.305,"[""#1102d7"", ""#f1030e"", ""#9f062d"", ""#640189"", ""#1c0513""]","[0.457, 0.229, 0.115, 0.108, 0.092]",408538,The Careful Massacre of the Bourgeoisie,2016
18.74,0.6481,0.5045,0.0059,"[""#081512"", ""#0f271c"", ""#3d4333"", ""#706d42"", ""#bfbe85""]","[0.526, 0.245, 0.158, 0.049, 0.022]",460146,Patient,2017
21.09,0.6816,0.603,0.0091,"[""#100704"", ""#322112"", ""#674d2b"", ""#d4bd8a"", ""#a6834c""]","[0.499, 0.262, 0.095, 0.074, 0.069]",410441,Behind the Bush,2013
66.83,0.2001,0.136,0.0245,"[""#f7f5f6"", ""#110b0a"", ""#b3aaa8"", ""#4b3d38"", ""#95675e""]","[0.341, 0.31, 0.145, 0.123, 0.081]",210587,Yellow,2013
45.04,0.1231,0.4355,0.1264,"[""#804e3d"", ""#b5885f"", ""#3e5135"", ""#191c26"", ""#dad0c0""]","[0.362, 0.266, 0.172, 0.143, 0.058]",782230,October Rust,2019
73.32,0.0331,0.0773,0.0179,"[""#f0f2ee"", ""#b2b7b3"", ""#7b7272"", ""#38302e"", ""#8d3437""]","[0.35, 0.278, 0.192, 0.136, 0.044]",167960,Sanitarium,2013
38.16,0.3084,0.4002,0.0021,"[""#241f19"", ""#5a402b"", ""#b8ab92"", ""#997147"", ""#e07112""]","[0.394, 0.244, 0.165, 0.15, 0.047]",268940,The Forbidden Dimensions,2013
10.7,0.8336,0.5993,0.0582,"[""#060a10"", ""#2a182f"", ""#4c4180"", ""#873441"", ""#de0838""]","[0.584, 0.245, 0.076, 0.058, 0.037]",403130,Intruder,2016
37.21,0.3077,0.5126,0.1368,"[""#2d1a39"", ""#623441"", ""#dcb554"", ""#ac4b39"", ""#ac9781""]","[0.378, 0.255, 0.159, 0.111, 0.097]",611254,Bad CGI Sharks,2019
24.47,0.4452,0.6097,0.5022,"[""#470b0b"", ""#730708"", ""#1e1315"", ""#ba150a"", ""#555e6a""]","[0.259, 0.22, 0.188, 0.179, 0.154]",538858,Tumbbad,2018
11.63,0.8172,0.582,0.0001,"[""#040b04"", ""#1a2010"", ""#3a441d"", ""#929141"", ""#757a77""]","[0.719, 0.167, 0.048, 0.04, 0.026]",781444,I'm Sorry,2018
13.56,0.7958,0.1027,0.0,"[""#000000"", ""#122822"", ""#6d9e80"", ""#465e4d"", ""#d2d4d0""]","[0.59, 0.17, 0.093, 0.086, 0.06]",333371,10 Cloverfield Lane,2016
21.03,0.5146,0.7068,0.5224,"[""#080a0d"", ""#c22133"", ""#861b26"", ""#471218"", ""#806964""]","[0.406, 0.318, 0.159, 0.092, 0.024]",293433,The Ugly Ghost,2014
2.8,0.9621,0.013,0.0,"[""#010101"", ""#ee7dd8"", ""#844678"", ""#dfdfdf"", ""#818181""]","[0.936, 0.026, 0.018, 0.011, 0.009]",491085,@lulylucy,2017
15.55,0.7214,0.611,0.0191,"[""#030208"", ""#46454b"", ""#b9aba1"", ""#311d18"", ""#7d5949""]","[0.823, 0.056, 0.049, 0.048, 0.024]",759345,The Experiment,2016
40.2,0.2951,0.5375,0.0252,"[""#835829"", ""#180e09"", ""#c18d53"", ""#4f311e"", ""#d3bba0""]","[0.291, 0.277, 0.187, 0.137, 0.108]",46206,Who Is Clark Rockefeller?,2010
17.62,0.6788,0.2091,0.0471,"[""#0b0708"", ""#392e30"", ""#8e6d62"", ""#613629"", ""#c4b0a3""]","[0.545, 0.182, 0.107, 0.096, 0.07]",467228,The Devil's Toy Box,2017
29.03,0.5014,0.1848,0.0289,"[""#0f0b0b"", ""#413634"", ""#847570"", ""#dddadb"", ""#9f201d""]","[0.459, 0.224, 0.175, 0.086, 0.056]",448432,The Convent,2018
63.19,0.0375,0.2253,0.0564,"[""#c7cab9"", ""#9d9684"", ""#c07e46"", ""#4b3734"", ""#8d4e37""]","[0.309, 0.199, 0.19, 0.158, 0.144]",502848,Save,2015
20.42,0.5823,0.7699,0.5208,"[""#150804"", ""#3f120d"", ""#6d1c14"", ""#a41913"", ""#c3b6b3""]","[0.316, 0.272, 0.239, 0.153, 0.02]",781683,Clown Night,2018
10.57,0.8619,0.1984,0.0001,"[""#0b0b08"", ""#1b1a16"", ""#3d3831"", ""#72685d"", ""#c2b5a7""]","[0.634, 0.218, 0.074, 0.041, 0.032]",388994,Ayla,2017
42.86,0.0812,0.3499,0.1951,"[""#452f33"", ""#8f5047"", ""#396462"", ""#aba694"", ""#50a19d""]","[0.306, 0.217, 0.197, 0.149, 0.132]",212043,Voyage to Agatis,2010
50.95,0.1063,0.6768,0.0613,"[""#0f48bf"", ""#2d75c9"", ""#87b8d2"", ""#471c1b"", ""#ce9555""]","[0.35, 0.292, 0.141, 0.139, 0.078]",263416,Dead Sea,2014
3.47,0.9449,0.0529,0.0,"[""#000000"", ""#2f2c25"", ""#a39e86"", ""#6a6555"", ""#dad5b2""]","[0.901, 0.028, 0.026, 0.024, 0.02]",481195,Dementia,2014
2.9,0.9882,0.007,0.0,"[""#080808"", ""#121212"", ""#373836"", ""#21221f"", ""#737665""]","[0.927, 0.052, 0.012, 0.008, 0.001]",536404,Wolf,2018
19.22,0.6756,0.328,0.0014,"[""#101317"", ""#253037"", ""#c79570"", ""#624d3f"", ""#707e7f""]","[0.518, 0.312, 0.07, 0.054, 0.045]",416226,Minutes Past Midnight,2016
30.28,0.4787,0.4094,0.0,"[""#0f1721"", ""#1c2e3c"", ""#354b5a"", ""#76848f"", ""#cdc0bb""]","[0.387, 0.303, 0.15, 0.086, 0.074]",623034,The Haunted,2018
28.42,0.3653,0.8193,0.663,"[""#a40202"", ""#da1103"", ""#100609"", ""#5e0406"", ""#d9d8d8""]","[0.352, 0.238, 0.23, 0.164, 0.016]",67748,Snowtown,2011
28.12,0.3431,0.4504,0.0,"[""#30546e"", ""#0d0c15"", ""#273342"", ""#3e81a2"", ""#7b7c7d""]","[0.328, 0.251, 0.206, 0.148, 0.068]",519657,Unterwelt - The World Beyond,2018
31.56,0.3869,0.362,0.0059,"[""#131d2a"", ""#2f3f4f"", ""#516270"", ""#949094"", ""#e2e2e0""]","[0.48, 0.274, 0.157, 0.058, 0.031]",604012,Mad House: A Paranormal Documentary,2019
19.18,0.5869,0.6232,0.4688,"[""#090101"", ""#870a07"", ""#db130f"", ""#4c0405"", ""#e58d8c""]","[0.346, 0.269, 0.176, 0.156, 0.053]",576801,Lost Episode,2019
20.87,0.5065,0.7769,0.7237,"[""#620a0c"", ""#7a0506"", ""#1d0d12"", ""#400b0f"", ""#ac8788""]","[0.32, 0.303, 0.188, 0.154, 0.036]",1020917,Horn of  Bone,2017
14.76,0.7328,0.2273,0.0411,"[""#110e0c"", ""#2c2a26"", ""#544f4a"", ""#331110"", ""#b8ab91""]","[0.526, 0.265, 0.106, 0.081, 0.022]",664994,The Things that Haunt Us,2019
28.06,0.4917,0.2425,0.0001,"[""#111211"", ""#2e3327"", ""#696753"", ""#36673d"", ""#b1b1a5""]","[0.322, 0.298, 0.143, 0.137, 0.1]",460912,The Real Thing,2017
41.4,0.2595,0.6879,0.142,"[""#5e2f11"", ""#291308"", ""#c2ad3e"", ""#bb5c20"", ""#9e8368""]","[0.264, 0.242, 0.187, 0.184, 0.123]",114196,Shirome,2010
31.5,0.4409,0.3282,0.3324,"[""#2f2523"", ""#9d2a26"", ""#662624"", ""#ae635c"", ""#9c928e""]","[0.385, 0.279, 0.126, 0.111, 0.099]",355579,Union Furnace,2015
40.11,0.1048,0.4422,0.1854,"[""#892821"", ""#2d3131"", ""#7c532d"", ""#7c9b82"", ""#77456a""]","[0.244, 0.212, 0.204, 0.195, 0.145]",356444,The Synthetic Man,2013
19.38,0.661,0.5103,0.0,"[""#132232"", ""#0a111a"", ""#313f4f"", ""#5b7489"", ""#d1d9dd""]","[0.462, 0.285, 0.196, 0.047, 0.011]",579386,Darker than Night,2018
20.51,0.6081,0.2985,0.0002,"[""#0c0906"", ""#322b22"", ""#5d4d38"", ""#918971"", ""#dbd7b6""]","[0.458, 0.254, 0.173, 0.078, 0.037]",375655,6 Days Dark,2014
26.99,0.5697,0.4237,0.1648,"[""#150c0a"", ""#45100f"", ""#605551"", ""#901312"", ""#c0b9b4""]","[0.576, 0.131, 0.1, 0.098, 0.096]",354220,The Girl in the Photographs,2015
21.81,0.5687,0.6626,0.0197,"[""#071223"", ""#172f41"", ""#365a6e"", ""#6e9fb1"", ""#874b3d""]","[0.488, 0.259, 0.159, 0.062, 0.032]",443568,The Weird Doll,2016
20.07,0.5998,0.387,0.3377,"[""#1f1a18"", ""#9c2634"", ""#75202b"", ""#451b20"", ""#88807e""]","[0.457, 0.277, 0.137, 0.094, 0.034]",264480,Meet Me There,2014
39.51,0.4447,0.1995,0.0331,"[""#080709"", ""#5382b4"", ""#eaeae7"", ""#484e54"", ""#721915""]","[0.39, 0.251, 0.178, 0.111, 0.07]",976767,Mito,2013
14.13,0.7792,0.6385,0.0091,"[""#0a0811"", ""#161841"", ""#161971"", ""#918fa7"", ""#2f50f0""]","[0.545, 0.263, 0.106, 0.059, 0.027]",384188,Distiller,2016
18.76,0.6315,0.2289,0.0877,"[""#151211"", ""#382d2b"", ""#674030"", ""#716a6f"", ""#872f31""]","[0.454, 0.233, 0.14, 0.116, 0.056]",525047,Vegetarian of the Dad,2018
42.59,0.3561,0.4623,0.0451,"[""#17120a"", ""#593d23"", ""#9c5625"", ""#c79954"", ""#e6dbc6""]","[0.341, 0.25, 0.149, 0.134, 0.127]",95667,Night of the Living Dead: Re-Animation,2012
17.97,0.7572,0.1532,0.0,"[""#0e0d0d"", ""#212322"", ""#404140"", ""#eeeeee"", ""#8c8d8d""]","[0.566, 0.269, 0.1, 0.04, 0.026]",802859,Tokyo Videos of Horror 13,2015
17.39,0.7103,0.2728,0.0,"[""#0b0c0f"", ""#1e2224"", ""#343d43"", ""#5e696b"", ""#b3b8ad""]","[0.528, 0.232, 0.132, 0.068, 0.04]",689686,Filho da Lua,2018
15.84,0.6531,0.3436,0.2601,"[""#070609"", ""#a66049"", ""#37151a"", ""#772a29"", ""#694136""]","[0.4, 0.217, 0.143, 0.13, 0.109]",766229,Cold Turkey,2013
28.85,0.4239,0.5157,0.3035,"[""#281819"", ""#6c3422"", ""#ba9747"", ""#c41807"", ""#6b6264""]","[0.383, 0.3, 0.145, 0.086, 0.086]",292992,Crazed,2014
28.34,0.4587,0.48,0.016,"[""#3d3725"", ""#171114"", ""#f1ca13"", ""#806938"", ""#afc1c0""]","[0.4, 0.331, 0.146, 0.104, 0.018]",564176,Deadsight,2018
25.75,0.5083,0.4069,0.083,"[""#0b0815"", ""#412b2b"", ""#746157"", ""#b7ada0"", ""#880f0f""]","[0.565, 0.171, 0.137, 0.071, 0.056]",454417,Unhinged,2017
45.96,0.1827,0.2379,0.0,"[""#938d6a"", ""#6f6a51"", ""#c7c297"", ""#231f1d"", ""#444136""]","[0.294, 0.198, 0.18, 0.175, 0.154]",508881,Sacrifice 97,2014
23.13,0.5904,0.4551,0.0958,"[""#1d0f0b"", ""#393d3b"", ""#699e9f"", ""#c19571"", ""#963a24""]","[0.602, 0.192, 0.087, 0.064, 0.054]",83986,Aswang,2011
24.29,0.5961,0.4466,0.066,"[""#0a1111"", ""#2e423c"", ""#aaa897"", ""#4b1e18"", ""#a21111""]","[0.558, 0.214, 0.117, 0.065, 0.046]",319847,Hansel Vs. Gretel,2015
32.63,0.4696,0.5389,0.1144,"[""#120f14"", ""#613d2d"", ""#ab4723"", ""#e2b45b"", ""#cdb891""]","[0.459, 0.212, 0.125, 0.103, 0.1]",608512,Clown Motel: Spirits Arise,2019
27.02,0.6175,0.0494,0.0,"[""#070707"", ""#eae9e5"", ""#34342e"", ""#646358"", ""#a5a499""]","[0.556, 0.134, 0.132, 0.092, 0.086]",456660,Made Me Do It,2017
28.76,0.5435,0.6045,0.1167,"[""#211620"", ""#2a42a2"", ""#62c9dd"", ""#9a3924"", ""#56d946""]","[0.523, 0.156, 0.15, 0.111, 0.06]",404194,Alienween,2016
12.25,0.7818,0.1973,0.0163,"[""#0d0b0c"", ""#302f2c"", ""#2e181b"", ""#696a5e"", ""#504025""]","[0.614, 0.146, 0.091, 0.085, 0.064]",671630,Boys' Club,2019
6.81,0.8914,0.1316,0.0051,"[""#070607"", ""#2d2426"", ""#343e4e"", ""#5f6e7d"", ""#aeb9bf""]","[0.772, 0.09, 0.068, 0.052, 0.018]",407301,12th Assistant Deacon,2014
31.16,0.4115,0.4484,0.3759,"[""#120c10"", ""#c8614a"", ""#4c2c34"", ""#8e3a3d"", ""#e0a787""]","[0.286, 0.24, 0.189, 0.18, 0.106]",366042,Creeper,2012
16.03,0.6989,0.4926,0.0653,"[""#0a0b09"", ""#1e372e"", ""#588a78"", ""#370f0f"", ""#8e0f0e""]","[0.569, 0.197, 0.117, 0.078, 0.038]",334693,Hollow,2014
55.56,0.0658,0.2286,0.0632,"[""#acae88"", ""#363835"", ""#79604e"", ""#cdd1c7"", ""#b8261c""]","[0.252, 0.248, 0.232, 0.168, 0.1]",347751,13 Cameras,2015
50.63,0.1445,0.3398,0.066,"[""#99592d"", ""#3b282c"", ""#d4c1ac"", ""#5c6065"", ""#e3b030""]","[0.272, 0.248, 0.223, 0.14, 0.118]",644157,Rock-a-bye Baby,2019
32.31,0.4403,0.4623,0.1724,"[""#14181e"", ""#70322b"", ""#c8b0a0"", ""#485953"", ""#d91a10""]","[0.466, 0.169, 0.127, 0.124, 0.114]",46838,Tucker and Dale vs. Evil,2010
8.69,0.8771,0.7186,0.0,"[""#030d0b"", ""#222710"", ""#4e4918"", ""#a28032"", ""#5a5e60""]","[0.833, 0.082, 0.042, 0.034, 0.01]",896173,Mnesis,2021
23.11,0.5159,0.5339,0.1669,"[""#0e1720"", ""#2a3b45"", ""#713434"", ""#b30608"", ""#698186""]","[0.473, 0.211, 0.121, 0.11, 0.084]",927341,Hunting Ava Bravo,2022
40.28,0.2755,0.483,0.1194,"[""#412e27"", ""#a55734"", ""#d0a770"", ""#2d235e"", ""#67829f""]","[0.321, 0.246, 0.172, 0.159, 0.102]",353739,Dark in the White Light,2015
14.2,0.742,0.4896,0.1704,"[""#140806"", ""#3e1008"", ""#893717"", ""#c27f48"", ""#61503f""]","[0.48, 0.239, 0.147, 0.085, 0.049]",900054,Luna,2021
27.56,0.3875,0.4711,0.2256,"[""#675444"", ""#1a1413"", ""#922419"", ""#521618"", ""#f2bd3e""]","[0.296, 0.294, 0.204, 0.14, 0.066]",967889,Angel City Horror,2021
59.06,0.0822,0.1557,0.0053,"[""#b58a73"", ""#7a6355"", ""#c7c4c0"", ""#9e968f"", ""#13100f""]","[0.294, 0.232, 0.212, 0.194, 0.068]",662288,The Once and Future Smash,2022
40.0,0.2457,0.6603,0.0203,"[""#205f08"", ""#17170e"", ""#afb123"", ""#916e3c"", ""#41e708""]","[0.45, 0.174, 0.154, 0.151, 0.072]",1013203,Mike Mysteries,2021
24.17,0.5309,0.5308,0.0274,"[""#070c0e"", ""#162f31"", ""#316261"", ""#7f9e92"", ""#4b2d23""]","[0.408, 0.266, 0.169, 0.083, 0.074]",756681,Veneciafrenia,2022
34.44,0.628,0.2765,0.0762,"[""#211b16"", ""#ebdbd1"", ""#8c2a11"", ""#4f1a10"", ""#a9908a""]","[0.638, 0.174, 0.082, 0.061, 0.044]",958837,Zombie Bite,2022
57.39,0.1193,0.0,0.0,"[""#a1a1a1"", ""#7b7b7b"", ""#fcfcfc"", ""#1e1e1e"", ""#4c4c4c""]","[0.371, 0.198, 0.173, 0.132, 0.126]",874167,The Timekeepers of Eternity,2021
10.01,0.7853,0.0077,0.0,"[""#020202"", ""#222221"", ""#3d3d3c"", ""#61605f"", ""#908e8d""]","[0.652, 0.12, 0.117, 0.079, 0.032]",960688,Remember Me,2022
10.93,0.8581,0.394,0.1912,"[""#130e0d"", ""#341d19"", ""#632019"", ""#4b4646"", ""#c59a5c""]","[0.578, 0.271, 0.096, 0.044, 0.01]",639524,Kolong,2019
22.52,0.5166,0.555,0.2116,"[""#1f1322"", ""#41284e"", ""#57131c"", ""#8d648f"", ""#95080a""]","[0.332, 0.248, 0.176, 0.123, 0.12]",861452,Ada Hantu,2021
24.45,0.5934,0.4019,0.1058,"[""#0c0b0a"", ""#2f4341"", ""#55100b"", ""#cf0803"", ""#c6c1bc""]","[0.518, 0.226, 0.108, 0.078, 0.071]",749305,The Blackwell Ghost 5,2020
14.39,0.7953,0.4048,0.0063,"[""#0a0e11"", ""#1e2928"", ""#c6aa5d"", ""#675738"", ""#385f69""]","[0.596, 0.24, 0.072, 0.067, 0.025]",744742,The Last Rite,2021
12.3,0.8365,0.4717,0.0001,"[""#131621"", ""#14182b"", ""#3b4176"", ""#232540"", ""#8f93c9""]","[0.421, 0.328, 0.138, 0.105, 0.009]",944869,The Owl,2022
64.6,0.0268,0.3979,0.0548,"[""#c5aa42"", ""#e3d2a8"", ""#877757"", ""#543836"", ""#d95975""]","[0.312, 0.251, 0.228, 0.149, 0.059]",888827,Boutique Fantasque,2021
46.7,0.1359,0.2528,0.0123,"[""#5b5a48"", ""#698c6b"", ""#28271e"", ""#a9b7a3"", ""#74be70""]","[0.314, 0.222, 0.216, 0.178, 0.07]",731163,Pit Stop,2020
35.54,0.1773,0.0163,0.0009,"[""#353534"", ""#4f4e4e"", ""#6d6c6c"", ""#9d9e9d"", ""#131313""]","[0.264, 0.252, 0.2, 0.15, 0.135]",802157,The Inverted Woman,2020
17.9,0.7235,0.4375,0.0007,"[""#0a1012"", ""#172631"", ""#475e67"", ""#89a9b2"", ""#1b4070""]","[0.507, 0.285, 0.084, 0.071, 0.053]",988192,Wanalathi,2022
32.29,0.2644,0.0,0.0,"[""#414141"", ""#616161"", ""#1c1c1c"", ""#888888"", ""#c9c9c9""]","[0.306, 0.275, 0.264, 0.128, 0.028]",934753,Morning Nightmare,2022
10.14,0.8573,0.9233,0.5441,"[""#150302"", ""#2e0703"", ""#490b05"", ""#711805"", ""#b31907""]","[0.331, 0.295, 0.22, 0.102, 0.052]",852930,Heart Breaker,2022
16.48,0.6661,0.6452,0.1462,"[""#060308"", ""#38221b"", ""#704331"", ""#bb805c"", ""#9e342d""]","[0.619, 0.128, 0.094, 0.085, 0.074]",710309,Burial Ground Massacre,2021
40.12,0.2626,0.6715,0.0696,"[""#181b37"", ""#164b65"", ""#de3775"", ""#bf817c"", ""#4fb3bf""]","[0.294, 0.272, 0.183, 0.13, 0.121]",992277,The Loneliest Boy in the World,2022
30.98,0.4855,0.6876,0.2062,"[""#1b0c07"", ""#521c0e"", ""#b9823a"", ""#9a380f"", ""#cfb57f""]","[0.401, 0.216, 0.161, 0.115, 0.107]",865576,It Hatched,2021
33.84,0.5323,0.3168,0.0006,"[""#0a0b12"", ""#23305c"", ""#7f8cb5"", ""#e1eaef"", ""#9a7f23""]","[0.436, 0.277, 0.117, 0.115, 0.055]",914015,CD-Trip,2022
6.72,0.8763,0.4173,0.0561,"[""#090503"", ""#382c22"", ""#560a0a"", ""#856951"", ""#a80a0b""]","[0.792, 0.077, 0.055, 0.04, 0.036]",783529,Bangkitnya Mayit: The Dark Soul,2021
18.77,0.7603,0.1839,0.0116,"[""#121415"", ""#1f2b2a"", ""#aeaca1"", ""#4a5a54"", ""#673b35""]","[0.657, 0.166, 0.098, 0.057, 0.023]",962764,Mister Creep,2022
29.7,0.2377,0.0455,0.0245,"[""#5b5957"", ""#393837"", ""#131312"", ""#8b7f76"", ""#e14d4d""]","[0.361, 0.334, 0.145, 0.09, 0.07]",920362,Trah 7,2022
34.0,0.3237,0.4208,0.0951,"[""#261511"", ""#4d3425"", ""#695338"", ""#8a7d62"", ""#c4c9bf""]","[0.336, 0.272, 0.21, 0.128, 0.054]",876573,Born Dead,2021
26.0,0.4639,0.6871,0.5387,"[""#180606"", ""#4f0f11"", ""#df0505"", ""#931010"", ""#8f7d7b""]","[0.333, 0.234, 0.206, 0.168, 0.058]",997383,Stay Out,2022
7.49,0.924,0.0231,0.0,"[""#0e0e0e"", ""#1f1f1e"", ""#323232"", ""#646361"", ""#949392""]","[0.856, 0.052, 0.048, 0.04, 0.006]",991887,You Will See,2022
31.46,0.5,0.3144,0.0555,"[""#140d0a"", ""#3d2b23"", ""#7f6d64"", ""#d5cbc3"", ""#610f0e""]","[0.454, 0.266, 0.132, 0.104, 0.045]",800198,Know Fear,2022
9.86,0.8509,0.1349,0.0,"[""#0b0c0d"", ""#2a2a2a"", ""#4e4e4d"", ""#7e7e7d"", ""#b6b6b6""]","[0.86, 0.057, 0.05, 0.024, 0.01]",780736,Truth Comes Out of its Well to Shame Mankind,2021
6.48,0.9242,0.4603,0.0193,"[""#080c0e"", ""#293a45"", ""#5e251a"", ""#962712"", ""#daaf5b""]","[0.881, 0.07, 0.023, 0.018, 0.008]",954848,Refém,2022
57.39,0.2692,0.1103,0.0,"[""#f5ede2"", ""#120f0f"", ""#b3aea9"", ""#423f3d"", ""#7a7775""]","[0.381, 0.32, 0.101, 0.1, 0.098]",960081,Surrogate,2022
16.78,0.6839,0.7881,0.0,"[""#061717"", ""#09393f"", ""#107081"", ""#c5119c"", ""#460d3a""]","[0.488, 0.297, 0.168, 0.025, 0.022]",674703,Selfie,2020
