id,label,score,title,year,is_animal,is_creature
72331,uncertain,0.225,Abraham Lincoln: Vampire Hunter,2012,False,False
756999,uncertain,0.356,The Black Phone,2022,False,False
470229,skeleton,0.815,Summer of 84,2018,False,True
287903,uncertain,0.218,Krampus,2015,False,False
280092,uncertain,0.204,Insidious: Chapter 3,2015,False,False
19994,uncertain,0.342,Jennifer's Body,2009,False,False
485415,zombie,0.79,Day of the Dead: Bloodline,2017,False,True
879497,uncertain,0.482,Smile,2022,False,False
343674,uncertain,0.272,Gerald's Game,2017,False,False
13510,uncertain,0.262,Eden Lake,2008,False,False
9730,masked_killer,0.553,Friday the 13th: The Final Chapter,1984,False,True
585216,uncertain,0.392,Escape Room: Tournament of Champions,2021,False,False
354251,skeleton,0.83,Southbound,2015,False,True
403119,giant_monster,0.588,47 Meters Down,2017,False,True
518158,uncertain,0.203,Leprechaun Returns,2018,False,False
18011,uncertain,0.245,Leprechaun in the Hood,2000,False,False
573680,uncertain,0.239,The Banishing,2021,False,False
420634,masked_killer,0.615,Terrifier,2016,False,True
9682,uncertain,0.286,Pulse,2006,False,False
768447,uncertain,0.343,Motherly,2022,False,False
49730,uncertain,0.44,Red Riding Hood,2011,False,False
8078,alien,0.698,Alien Resurrection,1997,False,True
9645,skeleton,0.964,Ghost Ship,2002,False,True
777620,uncertain,0.331,Caged,2021,False,False
517764,uncertain,0.206,The Farm,2019,False,False
11481,uncertain,0.454,Repulsion,1965,False,False
254474,zombie,0.518,Zombeavers,2014,False,True
300665,uncertain,0.434,Leatherface,2017,False,False
760741,uncertain,0.436,Beast,2022,False,False
738542,ghost,0.728,The Haunting of Margam Castle,2020,False,True
199534,werewolf,0.818,Wolf Creek 2,2013,False,True
40041,uncertain,0.28,Strange Behavior,1981,False,False
805,uncertain,0.439,Rosemary's Baby,1968,False,False
7978,werewolf,0.66,The Wolfman,2010,False,True
762504,uncertain,0.363,Nope,2022,False,False
250574,ghost,0.607,Creep,2014,False,True
316154,masked_killer,0.595,The Bad Batch,2017,False,True
270771,uncertain,0.327,The Last Survivors,2014,False,False
112454,clown,0.664,Clown,2014,False,True
11460,uncertain,0.257,Red Eye,2005,False,False
516632,ghost,0.674,The Empty Man,2020,False,True
11815,insect,0.691,The Fly,1958,True,True
836225,uncertain,0.382,The Exorcism of God,2022,False,False
753453,uncertain,0.183,V/H/S/94,2021,False,False
332689,uncertain,0.401,Playing with Dolls,2015,False,False
760161,uncertain,0.37,Orphan: First Kill,2022,False,False
6171,uncertain,0.276,Dreamcatcher,2003,False,False
9431,uncertain,0.323,Bordello of Blood,1996,False,False
40466,uncertain,0.263,Crocodile,2000,False,False
25853,demon,0.723,Dahmer,2002,False,True
9980,uncertain,0.159,Maximum Overdrive,1986,False,False
133805,uncertain,0.255,Carrie,2013,False,False
10131,uncertain,0.48,A Nightmare on Elm Street 4: The Dream Master,1988,False,False
3600,uncertain,0.206,I Still Know What You Did Last Summer,1998,False,False
13788,uncertain,0.409,The Unborn,2009,False,False
19898,uncertain,0.402,Pandorum,2009,False,False
4234,uncertain,0.398,Scream 3,2000,False,False
11531,uncertain,0.417,Book of Shadows: Blair Witch 2,2000,False,False
10225,skeleton,0.588,Friday the 13th Part VI: Jason Lives,1986,False,True
1946,uncertain,0.293,eXistenZ,1999,False,False
1024535,witch,0.632,Matriarch,2022,False,True
282035,uncertain,0.197,The Mummy,2017,False,False
84348,none,0.745,V/H/S,2012,False,False
570670,ghost,0.794,The Invisible Man,2020,False,True
11133,uncertain,0.28,Poltergeist II: The Other Side,1986,False,False
335796,demon,0.601,Ouija: Origin of Evil,2016,False,True
608195,ghost,0.869,Ghosts of War,2020,False,True
412546,uncertain,0.344,Antrum,2018,False,False
11587,ghost,0.919,The Exorcist III,1990,False,True
134597,uncertain,0.494,The Collection,2012,False,False
10285,skeleton,0.628,Jason Goes to Hell: The Final Friday,1993,False,True
126172,skeleton,0.673,Leprechaun: Origins,2014,False,True
9064,ghost,0.531,Hellbound: Hellraiser II,1988,False,True
529149,demon,0.513,Darlin',2019,False,True
384521,uncertain,0.329,The Cloverfield Paradox,2018,False,False
34480,demon,0.743,The Descent: Part 2,2009,False,True
1547,uncertain,0.428,The Lost Boys,1987,False,False
9348,alien,0.6,Species,1995,False,True
161326,doll,0.963,Dangerous Worry Dolls,2008,False,True
18405,uncertain,0.409,The Last House on the Left,2009,False,False
34081,uncertain,0.306,Ted Bundy,2002,False,False
10014,witch,0.67,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,False,True
287424,uncertain,0.319,Maggie,2015,False,False
10331,zombie,0.893,Night of the Living Dead,1968,False,True
760195,ghost,0.687,Separation,2021,False,True
489064,uncertain,0.355,3 from Hell,2019,False,False
258193,uncertain,0.462,Alien Abduction,2014,False,False
25748,doll,0.682,Children of the Corn II: The Final Sacrifice,1992,False,True
10012,uncertain,0.341,Cursed,2005,False,False
11252,ghost,0.837,Psycho,1998,False,True
348,alien,0.566,Alien,1979,False,True
580,shark,0.991,Jaws: The Revenge,1987,True,True
591274,uncertain,0.315,Fear Street: 1978,2021,False,False
420707,shark,0.924,Cage Dive,2017,True,True
59115,uncertain,0.404,Quarantine 2: Terminal,2011,False,False
763149,uncertain,0.349,Aftermath,2021,False,False
10552,uncertain,0.326,Cat's Eye,1985,False,False
280002,giant_monster,0.79,The Remaining,2014,False,True
340601,demon,0.508,Delirium,2018,False,True
291167,skeleton,0.96,Crystal Skulls,2014,False,True
10127,alien,0.814,Critters 2,1988,False,True
509635,uncertain,0.284,Alone,2020,False,False
998340,uncertain,0.313,Smile,2016,False,False
10206,uncertain,0.468,Buffy the Vampire Slayer,1992,False,False
79316,witch,0.733,Devil's Due,2014,False,True
528091,skeleton,0.511,The Furies,2019,False,True
41446,uncertain,0.441,Scream 4,2011,False,False
238636,masked_killer,0.697,The Purge: Anarchy,2014,False,True
474764,none,0.524,The Lodge,2020,False,False
346364,uncertain,0.312,It,2017,False,False
124470,uncertain,0.315,Exists,2014,False,False
9042,skeleton,0.503,The Cave,2005,False,True
528985,uncertain,0.217,Assimilate,2019,False,False
659986,uncertain,0.439,The Owners,2020,False,False
36685,uncertain,0.16,The Rocky Horror Picture Show,1975,False,False
10577,uncertain,0.499,Dracula 2000,2000,False,False
13207,masked_killer,0.596,Friday the 13th,2009,False,True
13515,uncertain,0.434,Mirrors,2008,False,False
442249,masked_killer,0.918,The First Purge,2018,False,True
57876,ghost,0.798,Area 51,2015,False,True
326,snake,0.85,Snakes on a Plane,2006,True,True
12142,uncertain,0.355,Alone in the Dark,2005,False,False
22804,uncertain,0.489,Saw VI,2009,False,False
13009,uncertain,0.357,Zombie Strippers!,2008,False,False
11284,masked_killer,0.692,Freddy's Dead: The Final Nightmare,1991,False,True
17609,uncertain,0.356,Antichrist,2009,False,False
139038,uncertain,0.488,A Haunted House,2013,False,False
996727,uncertain,0.415,The Price We Pay,2022,False,False
473165,masked_killer,0.661,Dead Again in Tombstone,2017,False,True
628,vampire,0.954,Interview with the Vampire,1994,False,True
610394,uncertain,0.253,The Haunting of La Llorona,2019,False,False
429417,uncertain,0.266,Ghost Stories,2018,False,False
793002,masked_killer,0.729,Dreamcatcher,2021,False,True
409582,none,0.526,7 Guardians of the Tomb,2018,False,False
10585,doll,0.765,Child's Play,1988,False,True
24001,uncertain,0.42,The Hills Run Red,2009,False,False
132137,werewolf,0.95,Werewolf: The Beast Among Us,2012,False,True
36599,masked_killer,0.939,Prom Night,1980,False,True
16235,uncertain,0.334,Amityville II: The Possession,1982,False,False
565028,masked_killer,0.832,Candyman,2021,False,True
5237,demon,0.737,Dust Devil,1992,False,True
49017,uncertain,0.166,Dracula Untold,2014,False,False
948,skeleton,0.63,Halloween,1978,False,True
9616,uncertain,0.492,The Order,2003,False,False
50719,uncertain,0.371,"Silent Night, Deadly Night Part 2",1987,False,False
787752,uncertain,0.291,Fresh,2022,False,False
78383,uncertain,0.35,Nurse 3-D,2013,False,False
295011,uncertain,0.411,Patient Zero,2018,False,False
9792,uncertain,0.28,The Hills Have Eyes,2006,False,False
12590,ghost,0.764,Below,2002,False,True
9529,uncertain,0.391,Candyman,1992,False,False
663712,clown,0.745,Terrifier 2,2022,False,True
244566,uncertain,0.289,Life After Beth,2014,False,False
864873,ghost,0.647,Hypnotic,2021,False,True
8869,uncertain,0.399,Eight Legged Freaks,2002,False,False
22894,uncertain,0.335,Legion,2010,False,False
477462,ghost,0.522,The Twin,2022,False,True
10576,uncertain,0.423,Psycho II,1983,False,False
10160,uncertain,0.334,A Nightmare on Elm Street: The Dream Child,1989,False,False
406052,uncertain,0.315,Mostly Ghostly 3: One Night in Doom House,2016,False,False
8913,zombie,0.544,Pet Sematary,1989,False,True
12122,uncertain,0.491,Village of the Damned,1995,False,False
397243,uncertain,0.331,The Autopsy of Jane Doe,2016,False,False
282813,skeleton,0.754,The Pyramid,2014,False,True
774021,uncertain,0.495,Demonic,2021,False,False
401561,zombie,0.536,Mom and Dad,2018,False,True
41402,uncertain,0.293,Let Me In,2010,False,False
11377,none,0.591,House on Haunted Hill,1999,False,False
10066,ghost,0.549,House of Wax,2005,False,True
1577,giant_monster,0.51,Resident Evil: Apocalypse,2004,False,True
591273,ghost,0.525,Fear Street: 1994,2021,False,True
44037,uncertain,0.367,Lake Placid 3,2010,False,False
649524,ghost,0.565,Behind the Trees,2019,False,True
411805,zombie,0.964,Walking Dead In The West,2016,False,True
652004,uncertain,0.221,The Wolf of Snow Hollow,2020,False,False
9003,uncertain,0.179,Hellraiser,1987,False,False
480105,shark,0.744,47 Meters Down: Uncaged,2019,True,True
6069,witch,0.947,The Witches of Eastwick,1987,False,True
340103,uncertain,0.482,The Monster,2016,False,False
417384,skeleton,0.657,Scary Stories to Tell in the Dark,2019,False,True
368182,demon,0.504,Compulsion,2016,False,True
1024530,uncertain,0.255,Grimcutty,2022,False,False
346672,uncertain,0.258,Underworld: Blood Wars,2016,False,False
37707,ghost,0.599,Splice,2009,False,True
125509,uncertain,0.467,Wrong Turn 5: Bloodlines,2012,False,False
12095,uncertain,0.252,From Dusk Till Dawn 2: Texas Blood Money,1999,False,False
77949,uncertain,0.277,The Awakening,2011,False,False
19185,zombie,0.877,Night of the Living Dead,1990,False,True
6933,masked_killer,0.552,One Missed Call,2008,False,True
694,uncertain,0.356,The Shining,1980,False,False
9966,uncertain,0.46,The Messengers,2007,False,False
672582,uncertain,0.255,The Deep House,2021,False,False
312831,uncertain,0.463,The Hallow,2015,False,False
6488,uncertain,0.474,Arachnophobia,1990,False,False
13121,uncertain,0.287,Teeth,2007,False,False
447332,uncertain,0.203,A Quiet Place,2018,False,False
611489,uncertain,0.468,Initiation,2020,False,False
549294,uncertain,0.342,Synchronic,2020,False,False
38358,demon,0.712,The Last Exorcism,2010,False,True
934207,uncertain,0.246,Sissy,2022,False,False
256274,skeleton,0.779,"As Above, So Below",2014,False,True
11547,uncertain,0.378,Cabin Fever,2003,False,False
460019,uncertain,0.34,Truth or Dare,2018,False,False
13885,uncertain,0.274,Sweeney Todd: The Demon Barber of Fleet Street,2007,False,False
393345,masked_killer,0.543,Cult of Chucky,2017,False,True
28635,uncertain,0.456,Wishmaster 3: Beyond the Gates of Hell,2001,False,False
10304,uncertain,0.281,Starship Troopers 2: Hero of the Federation,2004,False,False
11618,ghost,0.902,The Haunting,1999,False,True
763,uncertain,0.469,Braindead,1992,False,False
11797,uncertain,0.302,Fright Night,1985,False,False
11428,uncertain,0.346,Sleepwalkers,1992,False,False
647302,uncertain,0.475,Benny Loves You,2019,False,False
768,demon,0.73,From Hell,2001,False,True
345940,shark,0.777,The Meg,2018,True,True
12110,vampire,0.952,Dracula: Dead and Loving It,1995,False,True
791,ghost,0.654,The Fog,2005,False,True
377,uncertain,0.378,A Nightmare on Elm Street,1984,False,False
9092,uncertain,0.499,Snow White: A Tale of Terror,1997,False,False
9358,ghost,0.716,Final Destination 2,2003,False,True
614205,ghost,0.756,Dark Light,2019,False,True
360784,uncertain,0.295,Hidden,2015,False,False
9030,uncertain,0.347,The Eye,2008,False,False
49950,uncertain,0.307,The Roommate,2011,False,False
11917,uncertain,0.256,Saw V,2008,False,False
539537,none,0.789,Fantasy Island,2020,False,False
11026,demon,0.587,Exorcist: The Beginning,2004,False,True
630586,uncertain,0.234,Wrong Turn,2021,False,False
399366,uncertain,0.438,Marrowbone,2017,False,False
58151,masked_killer,0.654,Fright Night,2011,False,True
720026,uncertain,0.378,Butchers,2020,False,False
728791,witch,0.668,Playhouse,2020,False,True
516329,uncertain,0.334,Antlers,2021,False,False
532814,demon,0.563,The Bad Seed,2018,False,True
985,uncertain,0.373,Eraserhead,1977,False,False
1970,uncertain,0.432,The Grudge,2004,False,False
10395,werewolf,0.801,Wolf,1994,False,True
504982,giant_monster,0.73,The Jurassic Games,2018,False,True
442062,uncertain,0.296,Goosebumps 2: Haunted Halloween,2018,False,False
9885,werewolf,0.779,Wolf Creek,2005,False,True
561,uncertain,0.226,Constantine,2005,False,False
301365,witch,0.539,The Neon Demon,2016,False,True
75735,zombie,0.541,Zombie Apocalypse,2011,False,True
871875,uncertain,0.248,Escape the Undertaker,2021,False,False
10344,alien,0.603,The Fly II,1989,False,True
9825,none,0.545,Lake Placid,1999,False,False
19908,zombie,0.777,Zombieland,2009,False,True
755,masked_killer,0.691,From Dusk Till Dawn,1996,False,True
504175,doll,0.953,Chucky's Vacation Slides,2005,False,True
632304,none,0.846,The Beach House,2020,False,False
10072,uncertain,0.429,A Nightmare on Elm Street 3: Dream Warriors,1987,False,False
635,uncertain,0.348,Angel Heart,1987,False,False
242512,uncertain,0.408,Ouija,2014,False,False
523139,uncertain,0.316,In the Tall Grass,2019,False,False
82507,uncertain,0.34,Sinister,2012,False,False
460885,uncertain,0.327,Mandy,2018,False,False
356486,werewolf,0.78,Lumberjack Man,2015,False,True
14254,demon,0.53,The Uninvited,2009,False,True
761563,snake,0.682,Medusa: Queen of the Serpents,2021,True,True
6114,vampire,0.606,Bram Stoker's Dracula,1992,False,True
351460,uncertain,0.446,Death Note,2017,False,False
1029132,uncertain,0.225,The Folks,2022,False,False
13186,uncertain,0.295,Wrong Turn 2: Dead End,2007,False,False
11850,uncertain,0.29,Invasion of the Body Snatchers,1978,False,False
420245,uncertain,0.298,Don't Knock Twice,2017,False,False
139455,uncertain,0.352,Silent Night,2012,False,False
670429,witch,0.934,Witch Hunt,2021,False,True
527261,uncertain,0.378,The Silence,2019,False,False
71672,uncertain,0.362,Wrong Turn 4: Bloody Beginnings,2011,False,False
289712,uncertain,0.332,Mockingbird,2014,False,False
469916,uncertain,0.471,Downrange,2018,False,False
4961,uncertain,0.473,Mimic,1997,False,False
485811,uncertain,0.444,Redcon-1,2018,False,False
11683,zombie,0.973,Land of the Dead,2005,False,True
273477,uncertain,0.49,Scouts Guide to the Zombie Apocalypse,2015,False,False
582913,uncertain,0.341,The Room,2019,False,False
184345,uncertain,0.331,A Haunted House 2,2014,False,False
397873,uncertain,0.264,Cyborg X,2016,False,False
23437,masked_killer,0.559,A Nightmare on Elm Street,2010,False,True
32219,masked_killer,0.904,Blade: House of Chthon,2006,False,True
591275,uncertain,0.364,Fear Street: 1666,2021,False,False
28602,zombie,0.978,Zombie Wars,2007,False,True
852252,uncertain,0.27,The Accursed,2022,False,False
1696,uncertain,0.417,The Devil's Rejects,2005,False,False
10987,masked_killer,0.792,Halloween: The Curse of Michael Myers,1995,False,True
10823,uncertain,0.253,Children of the Corn,1984,False,False
800497,werewolf,0.978,Werewolves Within,2021,False,True
643586,uncertain,0.196,Willy's Wonderland,2021,False,False
1813,demon,0.957,The Devil's Advocate,1997,False,True
512025,uncertain,0.432,There's Someone Inside Your House,2021,False,False
12594,uncertain,0.301,Wishmaster 2: Evil Never Dies,1999,False,False
8643,demon,0.509,The Exorcism of Emily Rose,2005,False,True
41436,ghost,0.777,Paranormal Activity 2,2010,False,True
9100,witch,0.576,The Craft,1996,False,True
201085,skeleton,0.892,Crimson Peak,2015,False,True
819876,uncertain,0.434,Crimes of the Future,2022,False,False
756278,skeleton,0.956,Haunting of the Mary Celeste,2020,False,True
575774,none,0.572,His House,2020,False,False
263472,none,0.737,Knock Knock,2015,False,False
928,giant_monster,0.921,Gremlins 2: The New Batch,1990,False,True
9728,masked_killer,0.91,Friday the 13th Part III,1982,False,True
19912,skeleton,0.906,The Final Destination,2009,False,True
492611,uncertain,0.246,The Turning,2020,False,False
405882,masked_killer,0.753,Don't Kill It,2016,False,True
300669,uncertain,0.401,Don't Breathe,2016,False,False
339530,uncertain,0.331,Tremors 5: Bloodlines,2015,False,False
440021,uncertain,0.313,Happy Death Day,2017,False,False
1562,uncertain,0.284,28 Weeks Later,2007,False,False
252190,uncertain,0.456,American Weapon,2014,False,False
11298,uncertain,0.22,The Howling,1981,False,False
19288,uncertain,0.224,Leprechaun: Back 2 tha Hood,2003,False,False
9793,uncertain,0.356,The Hills Have Eyes 2,2007,False,False
501170,uncertain,0.277,Doctor Sleep,2019,False,False
340102,zombie,0.781,The New Mutants,2020,False,True
93856,uncertain,0.438,Chernobyl Diaries,2012,False,False
345911,ghost,0.891,Lights Out,2016,False,True
300668,uncertain,0.482,Annihilation,2018,False,False
588,ghost,0.549,Silent Hill,2006,False,True
357096,uncertain,0.453,I Spit on Your Grave III: Vengeance is Mine,2015,False,False
443791,uncertain,0.441,Underwater,2020,False,False
480157,uncertain,0.405,House of the Witch,2017,False,False
467632,uncertain,0.254,Bad Samaritan,2018,False,False
243688,doll,0.973,Poltergeist,2015,False,True
3603,none,0.891,Black Sheep,2007,False,False
4283,skeleton,0.674,Primeval,2007,False,True
576004,uncertain,0.305,Porno,2019,False,False
927,uncertain,0.225,Gremlins,1984,False,False
24831,uncertain,0.231,Piranha,1978,False,False
901385,ghost,0.548,Significant Other,2022,False,True
630766,uncertain,0.187,A Night of Horror: Nightmare Radio,2020,False,False
332567,shark,0.987,The Shallows,2016,True,True
419479,uncertain,0.36,The Babysitter,2017,False,False
663,skeleton,0.739,Saw IV,2007,False,True
571,bird,0.996,The Birds,1963,True,True
9731,masked_killer,0.619,Friday the 13th: A New Beginning,1985,False,True
171424,uncertain,0.448,The Green Inferno,2013,False,False
792657,demon,0.547,Safer at Home,2021,False,True
16281,skeleton,0.603,Creepshow,1982,False,True
61012,uncertain,0.242,Silent Hill: Revelation 3D,2012,False,False
72571,ghost,0.665,Paranormal Activity 3,2011,False,True
10281,uncertain,0.392,Friday the 13th Part VII: The New Blood,1988,False,False
893338,uncertain,0.304,Gatlopp: Hell of a Game,2022,False,False
76617,uncertain,0.391,Texas Chainsaw 3D,2013,False,False
11596,uncertain,0.388,New Nightmare,1994,False,False
10283,masked_killer,0.724,Friday the 13th Part VIII: Jason Takes Manhattan,1989,False,True
675327,uncertain,0.446,Shadow in the Cloud,2020,False,False
10489,werewolf,0.704,Cujo,1983,False,True
11470,masked_killer,0.994,Jason X,2001,False,True
839678,zombie,0.633,Unhuman,2022,False,True
439015,ghost,0.687,Slender Man,2018,False,True
736509,uncertain,0.497,Intersect,2020,False,False
406563,uncertain,0.309,Insidious: The Last Key,2018,False,False
12521,uncertain,0.186,Shocker,1989,False,False
347754,uncertain,0.304,Curve,2015,False,False
11773,uncertain,0.197,Village of the Damned,1960,False,False
11569,uncertain,0.401,Hellraiser III: Hell on Earth,1992,False,False
522681,witch,0.538,Escape Room,2019,False,True
602734,ghost,0.906,Spiral: From the Book of Saw,2021,False,True
346651,giant_monster,0.714,Pandemic,2016,False,True
854535,uncertain,0.268,The Legacy of Chucky,2021,False,False
9286,uncertain,0.252,Final Destination 3,2006,False,False
8843,uncertain,0.266,The Cell,2000,False,False
609,ghost,0.5,Poltergeist,1982,False,True
439079,uncertain,0.392,The Nun,2018,False,False
52520,uncertain,0.365,Underworld: Awakening,2012,False,False
1975,uncertain,0.35,The Grudge 2,2006,False,False
11811,uncertain,0.402,Leprechaun,1993,False,False
72190,giant_monster,0.868,World War Z,2013,False,True
512936,zombie,0.671,4/20 Massacre,2018,False,True
37169,uncertain,0.401,The Human Centipede (First Sequence),2009,False,False
881487,uncertain,0.189,The Visitor,2022,False,False
259693,uncertain,0.498,The Conjuring 2,2016,False,False
347849,shark,0.936,Zombie Shark,2015,True,True
715658,uncertain,0.38,The Scientist,2020,False,False
9360,none,0.726,Anaconda,1997,False,False
341006,uncertain,0.322,The Belko Experiment,2016,False,False
4232,uncertain,0.301,Scream,1996,False,False
10294,none,0.594,Vacancy,2007,False,False
23823,uncertain,0.482,Wrong Turn 3: Left for Dead,2009,False,False
446101,uncertain,0.283,Assassination Nation,2018,False,False
91586,uncertain,0.34,Insidious: Chapter 2,2013,False,False
10829,none,0.552,Tremors 3: Back to Perfection,2001,False,False
128748,witch,0.812,Curse of the Blair Witch,1999,False,True
11357,uncertain,0.447,Halloween 4: The Return of Michael Myers,1988,False,False
351211,uncertain,0.317,Blair Witch,2016,False,False
9392,skeleton,0.85,The Descent,2005,False,True
11932,doll,0.543,Bride of Chucky,1998,False,True
250546,doll,0.928,Annabelle,2014,False,True
2655,uncertain,0.463,What Lies Beneath,2000,False,False
517116,clown,0.591,Haunt,2019,False,True
791910,zombie,0.619,Rise of the Mummy,2021,False,True
372343,uncertain,0.342,The Snowman,2017,False,False
11152,uncertain,0.443,The Ruins,2008,False,False
846778,uncertain,0.452,Margaux,2022,False,False
159211,uncertain,0.233,The Haunting of Helena,2013,False,False
419430,uncertain,0.314,Get Out,2017,False,False
10578,uncertain,0.307,Dracula II: Ascension,2003,False,False
780766,clown,0.923,The John Wayne Gacy Murders: life and death in Chicago,2020,False,True
524216,uncertain,0.225,The Mortuary Collection,2020,False,False
483202,ghost,0.697,Eli,2019,False,True
504631,uncertain,0.273,Mermaid Down,2019,False,False
416234,ghost,0.539,Winchester,2018,False,True
425931,uncertain,0.364,The Black Room,2017,False,False
522444,shark,0.836,Black Water: Abyss,2020,True,True
664356,skeleton,0.581,The Cannibal Killer: The Real Story of Jeffrey Dahmer,2020,False,True
15301,uncertain,0.296,Twilight Zone: The Movie,1983,False,False
767504,uncertain,0.223,Black as Night,2021,False,False
631843,none,0.542,Old,2021,False,False
310131,witch,0.725,The Witch,2015,False,True
67748,ghost,0.552,Snowtown,2011,False,True
11974,none,0.591,The 'Burbs,1989,False,False
682810,uncertain,0.279,SCP-096,2020,False,False
8766,uncertain,0.343,Hellraiser: Bloodline,1996,False,False
13474,masked_killer,0.792,P2,2007,False,True
609972,uncertain,0.438,Paranormal Activity: Next of Kin,2021,False,False
886083,uncertain,0.212,Deadstream,2022,False,False
429733,masked_killer,0.644,Mayhem,2017,False,True
11880,ghost,0.539,Dog Soldiers,2002,False,True
9035,uncertain,0.207,Slither,2006,False,False
11675,uncertain,0.474,Halloween H20: 20 Years Later,1998,False,False
520763,none,0.561,A Quiet Place Part II,2021,False,False
375355,uncertain,0.317,Don't Hang Up,2016,False,False
10781,uncertain,0.459,The Texas Chainsaw Massacre: The Beginning,2006,False,False
489939,uncertain,0.434,Daphne & Velma,2018,False,False
381283,uncertain,0.439,mother!,2017,False,False
424139,uncertain,0.41,Halloween,2018,False,False
409617,uncertain,0.464,Killing Ground,2017,False,False
23202,uncertain,0.307,Trick 'r Treat,2007,False,False
10008,ghost,0.51,An American Haunting,2005,False,True
766,uncertain,0.452,Army of Darkness,1992,False,False
938596,shark,0.831,Bull Shark,2022,True,True
590995,witch,0.645,The Craft: Legacy,2020,False,True
9009,uncertain,0.344,Dark Water,2005,False,False
418078,uncertain,0.29,It Comes at Night,2017,False,False
672741,uncertain,0.481,Till Death,2021,False,False
587496,uncertain,0.298,The Rental,2020,False,False
870671,werewolf,0.569,The Hunting,2022,False,True
7342,uncertain,0.278,Carrie,2002,False,False
531309,uncertain,0.29,Brightburn,2019,False,False
926762,doll,0.887,Living with Chucky,2022,False,True
11495,uncertain,0.435,Firestarter,1984,False,False
146203,uncertain,0.383,The Last Exorcism Part II,2013,False,False
740925,uncertain,0.259,No One Gets Out Alive,2021,False,False
24126,uncertain,0.277,Warlock: The Armageddon,1993,False,False
184346,demon,0.817,Deliver Us from Evil,2014,False,True
829358,uncertain,0.43,Queen of Spades,2021,False,False
23827,ghost,0.934,Paranormal Activity,2007,False,True
159638,ghost,0.643,Ghost Team One,2013,False,True
571384,uncertain,0.346,Come Play,2020,False,False
897424,uncertain,0.359,Dark Cloud,2022,False,False
27740,uncertain,0.266,A Return to Salem's Lot,1987,False,False
874924,uncertain,0.391,Smile,2013,False,False
77883,demon,0.698,The Possession,2012,False,True
2637,uncertain,0.323,The Mothman Prophecies,2002,False,False
806,uncertain,0.211,The Omen,2006,False,False
458723,uncertain,0.351,Us,2019,False,False
296626,doll,0.615,Finders Keepers,2014,False,True
830788,uncertain,0.229,The Invitation,2022,False,False
6466,skeleton,0.715,Freddy vs. Jason,2003,False,True
534072,shark,0.814,Great White,2021,True,True
18476,uncertain,0.408,Horsemen,2009,False,False
241258,demon,0.775,Incarnate,2016,False,True
364116,uncertain,0.393,The Other Side of the Door,2016,False,False
11351,uncertain,0.18,Jeepers Creepers 2,2003,False,False
257445,werewolf,0.545,Goosebumps,2015,False,True
535581,zombie,0.824,The Dead Don't Die,2019,False,True
10605,vampire,0.849,Vampires: Los Muertos,2002,False,True
65086,ghost,0.617,The Woman in Black,2012,False,True
814,werewolf,0.955,An American Werewolf in London,1981,False,True
138843,none,0.526,The Conjuring,2013,False,False
10836,uncertain,0.243,Dagon,2001,False,False
227348,skeleton,0.5,Paranormal Activity: The Marked Ones,2014,False,True
394830,uncertain,0.406,The Crucifixion,2017,False,False
653598,uncertain,0.332,Spree,2020,False,False
924,zombie,0.853,Dawn of the Dead,2004,False,True
982543,uncertain,0.415,V for Vengeance,2022,False,False
435615,ghost,0.67,Possessor Uncut,2020,False,True
440,alien,0.561,Aliens vs Predator: Requiem,2007,False,True
25155,uncertain,0.42,The Stepfather,1987,False,False
396493,uncertain,0.323,Creep 2,2017,False,False
539,uncertain,0.387,Psycho,1960,False,False
820511,masked_killer,0.846,Ripper Untold,2021,False,True
203835,uncertain,0.372,Amityville: The Awakening,2017,False,False
49018,uncertain,0.334,Insidious,2010,False,False
631322,ghost,0.791,Silhouette,2019,False,True
741636,uncertain,0.294,Bloodthirsty,2021,False,False
531219,witch,0.978,Roald Dahl's The Witches,2020,False,True
126889,alien,0.864,Alien: Covenant,2017,False,True
222461,werewolf,0.885,Wer,2013,False,True
10676,uncertain,0.354,Halloween III: Season of the Witch,1982,False,False
708336,skeleton,0.7,Return of the Tooth Fairy,2020,False,True
8922,uncertain,0.4,Jeepers Creepers,2001,False,False
170,skeleton,0.538,28 Days Later,2002,False,True
450932,uncertain,0.278,Armed Response,2017,False,False
60935,uncertain,0.223,The Thing,2011,False,False
949423,witch,0.598,Pearl,2022,False,True
50698,uncertain,0.292,Grave Encounters,2011,False,False
482373,uncertain,0.266,Don't Breathe 2,2021,False,False
355506,uncertain,0.383,Siren,2016,False,False
97051,none,0.545,Would You Rather,2012,False,False
511987,uncertain,0.271,Crawl,2019,False,False
11879,uncertain,0.236,Near Dark,1987,False,False
14211,none,0.57,Prey,2007,False,False
14564,uncertain,0.358,Rings,2017,False,False
523638,uncertain,0.29,Prisoners of the Ghostland,2021,False,False
602223,uncertain,0.19,The Forever Purge,2021,False,False
207768,uncertain,0.405,I Spit on Your Grave 2,2013,False,False
1977,uncertain,0.274,The Grudge 3,2009,False,False
1272,none,0.712,Sunshine,2007,False,False
71469,uncertain,0.205,The Darkest Hour,2011,False,False
313922,masked_killer,0.509,Green Room,2015,False,True
28260,uncertain,0.383,Return of the Living Dead III,1993,False,False
667141,uncertain,0.342,12 Hour Shift,2020,False,False
13059,zombie,0.678,The Signal,2008,False,True
1691,uncertain,0.465,Hostel: Part II,2007,False,False
