id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
15855,Phantom of the Opera,Phantom of the Opera,en,"Following a tragic accident that leaves him disfigured, crazed composer Erique Claudin transformed into a masked phantom who schemes to make beautiful young soprano Christine Dubois the star of the opera and wreak revenge on those who stole his music.",,1943-08-12,/2IPsMihA1JNUnZbYpHZ93avZdW7.jpg,11.421,191,6.2,0,0,0,,False,/hlMro93VGLIbkvVg1Y3ZfGriGJR.jpg,,,
16373,The Uninvited,The Uninvited,en,"A brother and sister move into an old seaside house that has been abandoned for many years on the Cornwellian coast only to soon discover that it is haunted by the ghost of the mother of their neighbor's granddaughter, with whom the brother has fallen in love.",,1944-02-24,/uwp5ahLmWliRyX3mPoLHU7BKhf5.jpg,11.508,207,6.882,0,0,0,,False,/poCmeIQA2xL7GnGq9PMwUcJ4AgI.jpg,,,
16559,The Picture of Dorian Gray,The Picture of Dorian Gray,en,"Posing for a portrait, Dorian Gray talks with Lord Henry Wotton, who says that men should pursue their sensual longings, but laments that only the young get to do so. Taken with the idea, Dorian imagines a scenario in which the painting will age as he stays youthful. His wish comes true, and his boyish looks aid him as he indulges his every whim. But when a stunning revelation forces him to see what he's become, Dorian faces some very dangerous questions.",,1945-03-03,/mfvcsmAzdie8YuWI0JpO2u1uzfF.jpg,16.983,266,7.124,0,0,0,,False,/hBwvoggQOzAODHRYInZA60qtR7h.jpg,,,
16591,Hell's Bells,Hell's Bells,en,"The demons of hell play music for Satan, whose delight turns to wrath when an insubordinate refuses to become food for Cerberus.",,1929-10-29,/loarxH5Bv4qt2q2AmFHF1wfygxQ.jpg,3.262,44,6.5,0,0,0,,False,/2nXYP9wBBl0jZhI09dGT65kiOHk.jpg,,,
17907,The Raven,The Raven,en,"A brilliant but deranged neurosurgeon becomes obsessively fixated on a judge's daughter. With the help of an escaped criminal whose face he has surgically deformed, the mad man lures her, her father, and her fiancé to his isolated castle-like home, where he has created a torture chamber with the intent of torturing them for having 'tortured' him.",,1935-07-08,/iVMNfBvKe4XXxi4zrMytZ1c6ejO.jpg,8.83,139,6.5,0,0,0,,False,/lEmvsrSbOvmCj0c2iu2XA5p4NPx.jpg,,,
18100,Dr. Renault's Secret,Dr. Renault's Secret,en,"A remake of the 1927 horror film ""The Wizard"". Dr. Larry Forbes arrives in a remote French village to visit his fiancée  who lives with her scientist father Dr. Renault and his Ape-like manservant Noel. Several Murders coincide with Dr. Forbes arrival, with clues pointing in multiple directions.",,1942-10-19,/kZ6Mowm2Rae8aJlS4uB34MaLGey.jpg,1.147,14,5.2,0,0,0,,False,/d6exlVpffxpVBL30vZvioxzY2aD.jpg,,,
18851,The Cat and the Canary,The Cat and the Canary,en,"Ten years after the death of millionaire Cyrus Norman, his will is to be read out to his six relatives, including Joyce Norman and Wally Campbell. Organized by Norman's lawyer, Crosby, the six meet at Norman's eerie New Orleans Gothic mansion. During the reading, the superstitious housekeeper declares that someone will be dead by midnight. Wally fears for Joyce when she is declared the sole inheritor, but all are alarmed when Crosby turns up dead.",,1939-10-27,/np28IFNSYQCGkMkab9tLFaGb3K6.jpg,7.459,72,7.0,0,0,0,,False,/cTe2c4nnbB8AFzDgI7Y5vaWovy.jpg,,,
18987,The Hunchback of Notre Dame,The Hunchback of Notre Dame,en,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",,1923-09-06,/3oheTQrTuqS1jPUW6GOc65ZbM5u.jpg,12.935,115,6.5,0,0,0,,False,/3Y5AcPiWQ3kzyIzdrbdV43dWrgX.jpg,,,
20945,The Seventh Victim,The Seventh Victim,en,A woman in search of her missing sister uncovers a Satanic cult in New York's Greenwich Village and finds that they could have something to do with her sibling's random disappearance.,,1943-08-21,/cvck16EWDqWK6x4p78N8KyJyJNJ.jpg,8.11,127,6.4,0,0,0,,False,/jbYovrQd2gHckrBmkyGCkWd6UEa.jpg,,,
22440,Dracula's Daughter,Dracula's Daughter,en,A countess from Transylvania seeks a psychiatrist’s help to cure her vampiric cravings.,,1936-05-11,/y7xBkkRLcg1I0fXHO4yYC5SwBCX.jpg,11.004,191,5.901,0,0,0,,False,/d16wbD3Vn9jYk983t28uG8Dm0Wj.jpg,,,
22689,A Shriek in the Night,A Shriek in the Night,en,"Rival newspaper reporters Pat Morgan and Ted Rand find themselves unraveling the mystery behind the death of a millionaire philanthropist who fell from his penthouse balcony. When it is discovered that the plunge was not an accident, the building's residents come under suspicion. Soon, the body count begins to mount as three more murders occur by strangulation.",,1933-07-22,/nfIZhsuvBcrPJzwBupjQbbLTkle.jpg,1.72,14,5.0,0,0,0,,False,/o11eGDPUdxjJmnCTp6nkJp6k8vA.jpg,,,
22741,Black Dragons,Black Dragons,en,"It is prior to the commencement of World War II, and Japan's fiendish Black Dragon Society is hatching an evil plot with the Nazis. They instruct a brilliant scientist, Dr. Melcher, to travel to Japan on a secret mission. There he operates on six Japanese conspirators, transforming them to resemble six American leaders. The actual leaders are murdered and replaced with their likeness.",,1942-03-06,/wyUGxTPkzYmcKJjKPM5aDIKLmC0.jpg,3.168,23,4.8,0,0,0,,False,/htz973vvBEafhlMzrAbY0f7927p.jpg,,,
23014,Invisible Ghost,Invisible Ghost,en,The town's leading citizen becomes a homicidal maniac after his wife deserts him.,,1941-04-25,/fV5XAHUYRlgWqSnfBzV8OCNa3cP.jpg,2.477,48,5.2,0,0,0,,False,/r4zkprGCkP5fKlpUIoffCzgLPaC.jpg,,,
23104,King of the Zombies,King of the Zombies,en,"During World War II, a small plane somewhere over the Caribbean runs low on fuel and is blown off course by a storm. Guided by a faint radio signal, they crash-land on an island. The passenger, his manservant and the pilot take refuge in a mansion owned by a doctor. The quick-witted yet easily-frightened manservant soon becomes convinced the mansion is haunted by zombies and ghosts.",,1941-05-14,/8aR8TjqGCHqBWlntgPK2N7nFnNC.jpg,2.745,44,5.2,0,0,0,,False,/sxosjARgDyg35u1aCCBK8YKqTgp.jpg,,,
23122,Maniac,Maniac,en,An ex-vaudeville actor is working as the assistant to a doctor who has Frankenstein aspirations. The ex-vaudeville actor kills the doctor and decides to assume the identity of the dead physician.,,1934-09-11,/mWspYbp0f1K64njSRxjAC1CqJCM.jpg,4.6,49,3.8,0,0,0,,False,/3RdIF2Gmax2N9BCMDl7YSsjtZ4d.jpg,,,
23281,One Body Too Many,One Body Too Many,en,"An insurance salesman, Albert Tuttle, is hired as a body guard for a millionaire.",,1944-11-24,/uds2Nw8jwJlARSbgG8xw9I8jboY.jpg,2.721,24,5.2,0,0,0,,False,/ymADZIaTwmspYWVaCx6omdYUe2a.jpg,,,
23389,Revolt of the Zombies,Revolt of the Zombies,en,"The story is set in Cambodia in the years following WWI. An evil count has come into possession of the secret methods by which men can be transformed into walking zombies and uses these unholy powers to create a race of slave laborers. An expedition is sent to the ruins of Angkor Wat, in hopes of ending the count's activities once and for all. Unfortunately, one of the members of the expedition has his own agenda.",,1936-06-04,/37LMhQ3wk95yxhhhMdHGzkT5lHw.jpg,5.042,23,3.1,0,0,0,,False,/17rR6xaidQVXndd3fablsWo6V3Z.jpg,,,
23622,Scared to Death,Scared to Death,en,"A woman is married to the son of a doctor, the proprietor of a private sanatorium, where she is under unwilling treatment. Both the son and the doctor indicate they want the marriage dissolved. Arriving at the scene is a mysterious personage identified as the doctor's brother who formerly was a stage magician in Europe. He is accompanied by a threatening dwarf...",,1947-02-01,/ymaIo6NbBbQeNgzQBP8zHTn21ph.jpg,2.507,30,4.2,0,0,0,,False,/gfvbV9NQgH4eZ6H0GV7XmbWs3wX.jpg,,,
24106,The Black Cat,The Black Cat,en,"After a road accident in Hungary, the American honeymooners Joan and Peter and the enigmatic Dr. Werdegast find refuge in the house of the famed architect Hjalmar Poelzig, who shares a dark past with the doctor.",,1934-05-07,/5VwnJ3RK7H0b8D8Hrj1tejwV2qZ.jpg,9.328,271,6.7,0,0,0,,False,/jMasJb7IaCs4G1m5WSHxblKYmR4.jpg,,,
25508,Cat People,Cat People,en,"A Serbian émigré in Manhattan believes that, because of an ancient curse, any physical intimacy with the man she loves will turn her into a feline predator.",,1942-12-05,/zSNTDd5Q6No5BmY39Zp5BVgl8XE.jpg,10.384,591,6.916,0,0,0,,False,/jUzYU647bbU4j1BO9e9W3sSEKcn.jpg,,,
26162,The Bat Whispers,The Bat Whispers,en,"Infamous burglar ""The Bat"" commits a daring jewelry theft despite heavy police presence. Soon after, a bank theft occurs, which may be the work of the criminal as well. Meanwhile, Cornelia Van Gorder has various people arrive at her old mansion, including her niece, Dale, a bank employee, and police detective Anderson. When guests start turning up dead, Cornelia begins to suspect that The Bat may be lurking around the estate.",,1930-11-13,/mJF88Aeyiby8UtlcPYM5qjxh6XL.jpg,2.823,27,6.3,0,0,0,,False,/2ANy7LVvJwOkTPOHYii0Z0lwTHf.jpg,,,
26860,White Zombie,White Zombie,en,"In Haiti, a wealthy landowner convinces a sorcerer to lure the American woman he has fallen for away from her fiance, only to have the madman decide to keep the woman for himself, as a zombie.",,1932-07-28,/s5DnfWHGeCExlweIFF4JOHKyx3H.jpg,11.886,249,5.906,0,0,0,,False,/9tcIzvTfIYkoxjLiTcaXdMwfzT6.jpg,,,
26921,The Mystery of the Mary Celeste,The Mystery of the Mary Celeste,en,"During a horrific storm at sea, the crew realizes that there is a murderer among them who is killing them off one by one.",,1935-04-27,/tKRfm0gKco0qbP700NiLipylzQq.jpg,1.908,19,5.5,0,0,0,,False,/hTPstVpZ9LDlFBCrnCJbpy12Fbq.jpg,,,
26922,The Corpse Vanishes,The Corpse Vanishes,en,"A scientist keeps his wife young by killing, stealing the bodies of, and taking the gland fluid from virgin brides.",,1942-05-08,/ur7omgilzhWeHKW9Spd3ueHFbC1.jpg,4.478,66,4.2,0,0,0,,False,/3Xzvf4YaxdsPcTBBigabgzSEmFo.jpg,,,
26923,Before I Hang,Before I Hang,en,"Dr. John Garth conducting an innovative medical experiment aimed at prolonging life and combating aging. The experiment takes an unexpected turn, placing the doctor in a confrontation with the ethics of his work and the consequences of his research.",,1940-09-17,/geAC0ve6IKQCLXdB0OESKAFaJJi.jpg,3.15,33,6.2,0,0,0,,False,/bnr05Ik91AByas7iKcPPKbxvmCR.jpg,,,
26924,The Man with Nine Lives,The Man with Nine Lives,en,"Dr. Leon Kravaal develops a potential cure for cancer, which involves freezing the patient. But an experiment goes awry when authorities believe Kravaal has killed a patient. Kravaal freezes the officials, along with himself. Years later, they are discovered and revived in hopes that Kravaal can indeed complete his cure. But human greed and weakness compound to disrupt the project.",,1940-04-18,/aRXAx97EKJDfeCSJbyfJY2UtOiK.jpg,4.557,24,6.2,0,0,0,,False,/fJPLmN13u4IrKxT6xmhaDQ9HKmo.jpg,,,
26925,The Man They Could Not Hang,The Man They Could Not Hang,en,"Dr. Henryk Savaard is a scientist working on experiments to restore life to the dead. When he is unjustly hanged for murder, he is brought back to life by his trusted assistant. Re-animated he turns decidedly nasty and sets about murdering the jury that convicted him.",,1939-08-17,/oR03TUMEd5bnnAMnOEGcVoLcGSN.jpg,4.178,43,6.6,0,0,0,,False,/8BtYzwyr172RjVUKl6waprQ0YDZ.jpg,,,
27003,The Black Room,The Black Room,en,"In a 16th-century European town, the ruling family has been given a prophecy that, should there ever be twin boys born, the younger will murder the older; so is dismayed when twins are born to the popular baron.  The older grows to be a selfish, slovenly man, who inherits the castle at his father's death and becomes ruler over the formerly happy villagers.  He enjoys his power until he learns his younger brother is returning from abroad and, afraid of the prophecy, he determines to murder his sibling, hide his body in the ""black room"" - an old torture chamber sealed away behind the fireplace - and then impersonate him, right down to his withered arm.  In this way he hopes to not only avoid the prophecy, but also escape consequences of his other criminal deeds and obtain marriage to a local girl of the nobility...",,1935-07-15,/lXjHM4k632aV4F9vd6u5sJkJF6G.jpg,7.021,57,6.4,0,0,0,,False,/f4p4nArBzH5ZFKg9Sa9jdXmEQKz.jpg,,,
27115,The Walking Dead,The Walking Dead,en,"Down-on-his-luck John Ellman is framed for a judge's murder. After he's convicted and sentenced to death, witnesses come forth and prove his innocence. But it was too late for a stay to be granted and Ellman is executed. A doctor uses an experimental procedure to restore him to life, though the full outcome is other than expected.",,1936-03-01,/vRZ0NNqaQewNuN6yvw2HXowFCiu.jpg,9.871,86,6.2,0,0,0,,False,/tdId0HvxUViSxwXmmRqV1Pq7W4m.jpg,,,
27118,The Hound of the Baskervilles,The Hound of the Baskervilles,en,"On his uncle's death Sir Henry Baskerville returns from Canada to take charge of his ancestral hall on the desolate moors of Devonshire, and finds that Sherlock Holmes is there to investigate the local belief that his uncle was killed by a monster hound that has roamed the moors since 1650, and is likely to strike again at Sir Henry.",,1939-03-24,/61XD1LxA3kXLRrBXat3jN84MtPR.jpg,10.269,196,7.087,0,0,0,,False,/rXILUagNP3zoLcY0iGcRk43dMBH.jpg,,,
27130,I Walked with a Zombie,I Walked with a Zombie,en,"A nurse in the Caribbean turns to voodoo in hopes of curing her patient, a mindless woman whose husband she's fallen in love with.",,1943-04-21,/uoyBR8XNxPQRojujtczfG1qJezY.jpg,10.315,290,6.752,0,0,0,,False,/bCyK6eETwA6kzxLxDDuwJ3l7Wdw.jpg,,,
27144,The Dark Eyes of London,The Human Monster,en,Insurance agent-physician collects on policies of men murdered by a disfigured resident of the home for the blind where he acts as doctor-on-call.,,1939-11-03,/bFJ3EYjBx2iq2UIfma6ajLeYyvl.jpg,4.676,33,5.6,0,0,0,,False,/9l8ZxvNyesvbux26uL3Mn7VN2cP.jpg,,,
27452,The Spiral Staircase,The Spiral Staircase,en,"On a stormy night, the mute servant to an ailing matriarch is stalked by a serial killer.",,1946-02-06,/4k0k9f59g901GWzw0gfFT7f5in.jpg,7.764,246,7.043,0,0,0,,False,/tbt3dq9AMrojwq5SGeAcL97buC8.jpg,,,
27500,Seven Footprints to Satan,Seven Footprints to Satan,en,"A young man of society wants to make an expedition to Africa, but his fiancée asks him for help about one of her fathers guests shortly before his planed departure. Her suspects about that guest were serious, this man tries to steal one of her fathers rubin, and she and her fiance are kidnapped and brought to a house, where strange things happen. The whole thing becomes a nightmare under the direction of a mysterious Mr. Satan.",,1929-01-27,/uMixJjn3SqwAFgdpiBOs4Re2tRJ.jpg,2.42,13,6.0,0,0,0,,False,/vDITa6ZIKbk2ZlXAwmT5691gwwi.jpg,,,
27501,The Bat,The Bat,en,A masked criminal who dresses like a giant bat terrorizes the guests at an old house rented by a mystery writer.,,1926-03-14,/jhyS6O4Q78foCxWubY2fXGTT296.jpg,4.073,25,6.4,0,0,0,,False,/xZPNceWlgelojaCsjEnhMJI7bza.jpg,,,
27502,The Monster,The Monster,en,A general store clerk and aspiring detective investigates a mysterious disappearance that took place quite close to an empty insane asylum.,,1925-03-16,/kOyxl0PCoYsZybEZnN32tOR2y0G.jpg,2.424,25,5.7,0,0,0,,False,/v5fsTmu6FHbbDhZOuCpJl8V0RWd.jpg,,,
27503,The Unknown,The Unknown,en,"On the lam, criminal Alonzo hides in the circus as The Armless Wonder – a performer who uses his feet to hurl knives. Alonzo keeps the arms he really has concealed to hide his identity. Meanwhile, ringmaster's daughter Nanon has a phobia of being touched by men, but is romantically pursued by not only Alonzo but the strongman Malabar. Alonzo's desperation to remain with Nanon will only end in tragedy.",,1927-05-29,/c9R1wE1vMJWMZNdmqXUV8oTaCPQ.jpg,9.088,186,7.487,0,0,0,,False,/5T4hHFzhv5BiwyBjuIoWZM6t20A.jpg,,,
27508,A Blind Bargain,A Blind Bargain,en,"Chaney plays two roles: mad scientist Arthur Lamb and Lamb's ""experiment"", known only as the Ape Man. This hideous creature was the result of Lamb's attempts to transplant animal glands into human beings.",,1922-12-03,/xBnjewU7w4G6UGlz0bSWCB0kXgN.jpg,0.331,1,6.0,0,0,0,,False,/ya7zqQKszy6CRWs0EPF8LtsxqsC.jpg,,,
