id,year,symmetry,neg_space,complexity,mass_y,mass_x,text_area,text_y,text_regions,text_x,text_top,text_w,text_h,align_score,thirds_dist,n_blocks,balance,harmony,diagonal_score,pyramid_shift
546121,2020,0.86,0.61,0.07,0.54,0.56,0.0534,0.5134,67.0,0.1245,0.7575,0.6767,0.2349,0.04,0.21,12.0,0.05,0.87,0.13,0.18
474350,2019,0.83,0.49,0.04,0.52,0.58,0.0901,0.5344,42.0,0.2642,0.837,0.4697,0.0435,0.09,0.2,6.0,0.09,0.91,0.61,0.08
9945,1998,0.93,0.53,0.05,0.55,0.51,0.1463,0.6065,268.0,0.0249,0.3929,0.957,0.1347,0.07,0.22,3.0,0.08,0.94,0.24,-0.05
23988,2009,0.85,0.16,0.17,0.53,0.48,0.2881,0.5177,484.0,0.0414,0.8225,0.9188,0.1416,0.06,0.23,7.0,0.06,0.91,0.42,0.12
429467,2017,0.87,0.1,0.21,0.44,0.47,0.1388,0.4127,171.0,0.2004,0.8539,0.5982,0.0933,0.03,0.24,12.0,0.04,0.91,0.26,-0.18
514593,2020,0.87,0.35,0.11,0.54,0.48,0.2056,0.5233,393.0,0.147,0.4691,0.6513,0.1883,0.07,0.2,7.0,0.08,0.91,0.49,0.05
471506,2018,0.89,0.48,0.09,0.58,0.49,0.0717,0.4668,126.0,0.2108,0.7723,0.557,0.147,0.06,0.22,8.0,0.15,0.94,0.19,-0.02
297608,2014,0.88,0.2,0.1,0.51,0.46,0.088,0.4048,207.0,0.063,0.49,0.8701,0.106,0.12,0.24,4.0,0.03,0.89,0.33,-0.06
82657,2014,0.83,0.09,0.08,0.51,0.46,0.121,0.518,37.0,0.4878,0.6401,0.4408,0.2091,0.08,0.24,8.0,0.05,0.91,0.54,0.03
7131,2004,0.8,0.21,0.17,0.5,0.5,0.3052,0.455,388.0,0.0467,0.8056,0.8963,0.1093,0.08,0.23,6.0,0.04,0.91,0.45,0.04
254191,2014,0.92,0.64,0.08,0.46,0.51,0.0851,0.4482,61.0,0.1148,0.8411,0.4257,0.0591,0.07,0.2,7.0,0.05,0.91,0.33,-0.04
436274,2017,0.91,0.16,0.1,0.49,0.52,0.0432,0.4954,60.0,0.1771,0.0406,0.6409,0.1143,0.06,0.24,7.0,0.06,0.91,0.36,0.14
84226,2011,0.82,0.14,0.11,0.49,0.47,0.1858,0.5078,200.0,0.0262,0.0155,0.9738,0.3597,0.03,0.24,14.0,0.04,0.94,0.29,0.06
567609,2019,0.82,0.2,0.22,0.49,0.49,0.3835,0.4796,538.0,0.2661,0.559,0.4686,0.178,0.12,0.22,3.0,0.03,0.87,0.37,-0.03
385320,2016,0.81,0.16,0.25,0.47,0.49,0.4089,0.4481,504.0,0.5973,0.5828,0.4027,0.3165,0.04,0.21,5.0,0.03,0.91,0.29,-0.03
960258,2022,0.83,0.17,0.15,0.54,0.49,0.2355,0.5547,223.0,0.2066,0.0804,0.5839,0.2343,0.1,0.24,6.0,0.04,0.93,0.18,0.27
43593,2010,0.91,0.11,0.12,0.49,0.47,0.1622,0.4821,172.0,0.0,0.743,0.991,0.1444,0.05,0.24,9.0,0.05,0.91,0.16,0.01
70740,2010,0.92,0.6,0.06,0.61,0.47,0.0895,0.5026,152.0,0.1074,0.6774,0.8037,0.1356,0.1,0.19,6.0,0.19,0.94,0.02,-0.07
159117,2013,0.91,0.28,0.13,0.47,0.49,0.1072,0.4414,139.0,0.0581,0.7601,0.9121,0.1933,0.07,0.24,8.0,0.17,0.91,0.01,-0.1
375366,2016,0.83,0.25,0.19,0.56,0.51,0.3315,0.4977,472.0,0.0,0.5075,0.9985,0.0735,0.04,0.24,9.0,0.06,0.91,0.16,0.15
321258,2016,0.9,0.32,0.07,0.59,0.48,0.1923,0.4779,150.0,0.2208,0.6147,0.5152,0.3046,0.1,0.24,5.0,0.17,0.91,0.38,-0.08
231001,2013,0.85,0.41,0.09,0.41,0.57,0.2062,0.4589,237.0,0.0511,0.0375,0.8937,0.1047,0.09,0.16,6.0,0.17,0.94,0.24,-0.09
27414,1984,0.84,0.1,0.15,0.53,0.48,0.2854,0.5202,358.0,0.0017,0.6189,0.9763,0.2703,0.12,0.24,4.0,0.07,0.94,0.4,0.07
460458,2021,0.83,0.12,0.25,0.5,0.5,0.4066,0.4662,591.0,0.2036,0.8083,0.5947,0.147,0.12,0.22,3.0,0.01,0.91,0.32,-0.17
46838,2010,0.81,0.12,0.22,0.43,0.45,0.3331,0.4722,412.0,0.069,0.6523,0.8755,0.3474,0.06,0.24,8.0,0.13,0.91,0.2,-0.04
2668,1999,0.83,0.24,0.18,0.51,0.54,0.424,0.4846,404.0,0.0,0.0169,1.0,0.2069,0.16,0.23,4.0,0.04,0.91,0.47,-0.01
73935,2012,0.85,0.41,0.13,0.59,0.52,0.1811,0.6001,203.0,0.0,0.4499,1.0,0.219,0.06,0.18,9.0,0.04,0.94,0.23,0.36
748224,2020,0.96,0.27,0.08,0.72,0.49,0.0747,0.606,144.0,0.0541,0.8466,0.8782,0.1381,0.1,0.24,6.0,0.35,0.91,0.12,-0.09
9954,2006,0.83,0.1,0.19,0.61,0.51,0.3172,0.5791,416.0,0.0,0.5622,1.0,0.1712,0.05,0.24,9.0,0.12,0.91,0.43,0.11
380124,2016,0.89,0.38,0.14,0.51,0.48,0.244,0.4876,425.0,0.1519,0.6859,0.6904,0.2122,0.08,0.22,6.0,0.06,0.87,0.29,-0.01
423108,2021,0.89,0.37,0.04,0.6,0.44,0.067,0.4638,75.0,0.2412,0.7745,0.5137,0.1269,0.21,0.22,3.0,0.2,0.91,0.04,-0.19
15516,1972,0.86,0.13,0.25,0.49,0.5,0.391,0.4983,431.0,0.0112,0.3537,0.9668,0.2163,0.1,0.24,4.0,0.04,0.91,0.24,0.0
623491,2020,0.85,0.05,0.22,0.57,0.5,0.2983,0.5124,507.0,0.104,0.7673,0.7939,0.2067,0.06,0.24,9.0,0.13,0.91,0.43,-0.12
155084,2014,0.89,0.38,0.13,0.53,0.52,0.1949,0.5226,207.0,0.0,0.3304,1.0,0.1562,0.06,0.24,11.0,0.03,-1.0,0.11,0.15
621151,2020,0.86,0.4,0.11,0.53,0.55,0.0929,0.4493,128.0,0.0845,0.8409,0.8291,0.0963,0.04,0.21,12.0,0.09,0.94,0.22,0.13
10727,2003,0.91,0.6,0.04,0.7,0.57,0.0567,0.7593,85.0,0.0484,0.7758,0.6543,0.0832,0.21,0.22,2.0,0.26,0.94,0.07,0.29
55341,2017,0.86,0.17,0.11,0.44,0.49,0.23,0.4331,163.0,0.0388,0.7979,0.9383,0.1835,0.04,0.23,8.0,0.09,0.91,0.48,0.09
104755,2012,0.91,0.24,0.13,0.55,0.51,0.3159,0.5323,385.0,0.1297,0.1101,0.7599,0.2508,0.15,0.24,4.0,0.08,0.87,0.25,0.1
41965,1988,0.85,0.24,0.09,0.62,0.55,0.1062,0.5115,142.0,0.1852,0.738,0.6271,0.2194,0.09,0.2,6.0,0.17,0.94,0.14,0.1
1690,2005,0.8,0.06,0.12,0.52,0.56,0.0903,0.4726,116.0,0.3381,0.7865,0.6619,0.1376,0.08,0.24,7.0,0.11,0.91,0.37,0.03
10493,1989,0.89,0.24,0.11,0.57,0.49,0.1333,0.4416,73.0,0.106,0.5518,0.7714,0.2636,0.08,0.24,7.0,0.05,0.91,0.08,0.05
298250,2017,0.83,0.5,0.13,0.39,0.36,0.2073,0.4364,306.0,0.1106,0.7344,0.8284,0.2656,0.05,0.2,8.0,0.24,0.83,0.31,-0.04
996720,2022,0.88,0.22,0.14,0.6,0.46,0.2398,0.6143,227.0,0.1499,0.756,0.7036,0.1766,0.06,0.23,8.0,0.18,0.91,0.27,0.01
340837,2017,0.88,0.3,0.07,0.32,0.51,0.1146,0.4901,272.0,0.0982,0.0423,0.7988,0.1624,0.15,0.22,4.0,0.25,0.94,0.09,-0.11
803114,2022,0.89,0.28,0.08,0.54,0.5,0.2186,0.3956,201.0,0.0345,0.7634,0.9251,0.1871,0.09,0.24,5.0,0.13,0.87,0.15,-0.06
421792,2018,0.94,0.51,0.09,0.58,0.5,0.12,0.5147,216.0,0.1333,0.8187,0.7334,0.1457,0.05,0.18,10.0,0.14,0.91,0.26,-0.21
38157,2002,0.91,0.33,0.08,0.55,0.52,0.1694,0.5509,216.0,0.0701,0.5737,0.8603,0.1714,0.09,0.23,7.0,0.08,0.91,0.37,0.12
378018,2016,0.94,0.36,0.08,0.5,0.51,0.0757,0.5911,149.0,0.0172,0.0521,0.9804,0.2884,0.05,0.21,9.0,0.01,0.94,0.24,0.01
376570,2016,0.83,0.24,0.05,0.56,0.44,0.0499,0.5791,87.0,0.2837,0.7762,0.4238,0.1024,0.11,0.24,5.0,0.13,0.94,0.41,-0.2
36586,2002,0.79,0.28,0.1,0.51,0.5,0.1419,0.4444,229.0,0.1164,0.7011,0.7423,0.1406,0.09,0.23,4.0,0.06,0.89,0.12,0.14
229839,2013,0.84,0.08,0.27,0.43,0.54,0.3383,0.4981,484.0,0.0737,0.0401,0.8974,0.22,0.08,0.24,6.0,0.15,0.91,0.1,-0.02
419706,2019,0.89,0.28,0.11,0.5,0.52,0.1388,0.4858,100.0,0.0364,0.0,0.9305,0.3056,0.13,0.22,4.0,0.03,0.91,0.37,0.06
780609,2022,0.93,0.32,0.08,0.54,0.52,0.0764,0.5711,129.0,0.3228,0.8734,0.3496,0.0761,0.13,0.24,4.0,0.07,0.91,0.09,-0.0
816977,2022,0.88,0.08,0.22,0.5,0.49,0.2651,0.5115,342.0,0.0957,0.0063,0.7785,0.2431,0.13,0.24,4.0,0.03,0.91,0.28,-0.08
5680,1988,0.62,0.56,0.11,0.56,0.44,0.21,0.5606,239.0,0.4986,0.2074,0.4775,0.1478,0.08,0.2,6.0,0.05,0.91,0.29,-0.0
395,2004,0.7,0.18,0.15,0.48,0.49,0.3608,0.4822,370.0,0.1767,0.7761,0.6466,0.1441,0.11,0.24,7.0,0.04,0.91,0.69,-0.05
13022,2007,0.79,0.04,0.26,0.53,0.5,0.3905,0.5312,465.0,0.1592,0.0959,0.6025,0.2124,0.01,0.24,2.0,0.04,0.94,0.21,0.09
751394,2020,0.85,0.2,0.13,0.39,0.5,0.1843,0.486,361.0,0.0561,0.0173,0.8801,0.2495,0.05,0.24,13.0,0.2,0.91,0.09,0.12
63197,2011,0.93,0.45,0.1,0.38,0.5,0.1365,0.3562,173.0,0.0379,0.082,0.9152,0.1832,0.04,0.21,13.0,0.15,0.91,0.22,0.15
575776,2020,0.92,0.66,0.05,0.63,0.49,0.1338,0.4964,159.0,0.0777,0.6723,0.8457,0.2649,0.15,0.13,5.0,0.16,0.91,0.04,0.07
16288,1987,0.82,0.25,0.12,0.36,0.47,0.1426,0.4343,274.0,0.1441,0.0668,0.7217,0.1125,0.07,0.23,8.0,0.2,0.94,0.29,-0.12
503919,2019,0.83,0.22,0.09,0.66,0.51,0.2217,0.7408,251.0,0.2026,0.3721,0.5929,0.1009,0.1,0.22,4.0,0.16,-1.0,0.15,0.01
833425,2022,0.91,0.2,0.14,0.59,0.47,0.2605,0.5292,220.0,0.25,0.7651,0.4973,0.133,0.1,0.24,6.0,0.18,0.91,0.27,-0.03
19904,2009,0.94,0.78,0.06,0.51,0.44,0.1994,0.5715,277.0,0.1734,0.8155,0.6484,0.1373,0.03,0.18,5.0,0.07,0.94,0.17,-0.13
4233,1997,0.93,0.55,0.06,0.47,0.48,0.1071,0.4892,232.0,0.1809,0.829,0.6342,0.0856,0.05,0.1,9.0,0.04,0.94,0.15,-0.23
9946,1999,0.89,0.18,0.17,0.6,0.52,0.0971,0.5076,211.0,0.0855,0.7784,0.83,0.0832,0.06,0.24,9.0,0.14,0.91,0.23,0.08
715123,2020,0.93,0.5,0.08,0.43,0.55,0.1473,0.4613,143.0,0.0796,0.1411,0.8343,0.2237,0.14,0.16,3.0,0.1,0.91,0.53,-0.15
440597,2017,0.94,0.36,0.08,0.46,0.52,0.1214,0.5337,223.0,0.2202,0.2718,0.5654,0.1757,0.06,0.24,10.0,0.04,0.91,0.49,0.08
400710,2017,0.85,0.39,0.05,0.49,0.46,0.0492,0.4188,54.0,0.1782,0.8383,0.6338,0.093,0.12,0.22,5.0,0.07,0.91,0.13,0.08
323262,2016,0.88,0.4,0.09,0.52,0.49,0.083,0.4136,106.0,-1.0,-1.0,-1.0,-1.0,0.09,0.23,5.0,0.09,0.91,0.48,0.08
1023086,2022,0.87,0.16,0.08,0.58,0.49,0.1248,0.4775,276.0,0.1742,0.682,0.674,0.1445,0.06,0.24,9.0,0.15,0.91,0.03,-0.1
831410,2022,0.77,0.12,0.19,0.45,0.49,0.3684,0.5326,409.0,0.0445,0.0353,0.8613,0.268,0.05,0.23,10.0,0.03,0.94,0.4,0.14
86825,2013,0.89,0.2,0.12,0.46,0.51,0.1597,0.3438,188.0,0.0,0.4787,1.0,0.2327,0.04,0.24,12.0,0.06,0.91,0.21,0.06
622420,2019,0.85,0.09,0.19,0.49,0.49,0.2649,0.52,388.0,-1.0,-1.0,-1.0,-1.0,0.05,0.23,10.0,0.03,0.91,0.44,0.04
593655,2020,0.87,0.07,0.22,0.54,0.49,0.2722,0.519,321.0,0.1704,0.7504,0.6601,0.2206,0.05,0.24,10.0,0.1,0.94,0.29,-0.08
627290,2020,0.94,0.58,0.07,0.61,0.51,0.0808,0.5028,129.0,0.0493,0.8545,0.8995,0.0899,0.11,0.18,5.0,0.15,0.91,0.16,0.14
46261,2010,0.86,0.36,0.13,0.58,0.4,0.1203,0.5581,120.0,0.2154,0.0616,0.6027,0.3067,0.05,0.22,8.0,0.13,0.91,0.26,0.1
336455,2016,0.84,0.31,0.08,0.53,0.51,0.1767,0.4537,134.0,0.1113,0.0477,0.7744,0.1406,0.04,0.24,14.0,0.01,0.94,0.47,0.03
825808,2022,0.92,0.52,0.07,0.53,0.46,0.0629,0.4496,100.0,0.5203,0.4374,0.4319,0.1883,0.09,0.22,6.0,0.01,0.91,0.3,-0.05
9411,1998,0.9,0.35,0.09,0.58,0.43,0.1497,0.6115,66.0,0.0806,0.615,0.3945,0.162,0.14,0.23,5.0,0.15,0.91,0.45,-0.0
578,1975,0.93,0.47,0.07,0.51,0.5,0.0647,0.6954,65.0,0.0591,0.0219,0.8867,0.2408,0.11,0.15,5.0,0.04,0.91,0.18,-0.14
9708,2006,0.72,0.17,0.18,0.51,0.51,0.2786,0.4463,261.0,0.1577,0.7136,0.6616,0.1397,0.04,0.22,9.0,0.03,0.91,0.49,-0.06
17792,1991,0.81,0.15,0.15,0.55,0.51,0.1384,0.5753,150.0,0.0699,0.7662,0.8605,0.2133,0.04,0.24,13.0,0.14,0.91,0.09,-0.07
14435,2009,0.68,0.19,0.16,0.44,0.43,0.2423,0.4671,282.0,0.0472,0.7754,0.8743,0.1488,0.06,0.24,7.0,0.11,0.94,0.31,-0.01
732472,2020,0.9,0.3,0.05,0.27,0.5,0.1048,0.1623,156.0,0.0,0.0225,0.9966,0.1809,0.17,0.24,3.0,0.3,0.89,0.16,-0.03
10307,1999,0.92,0.43,0.03,0.6,0.5,0.0577,0.6347,84.0,0.1284,0.7614,0.7675,0.0969,0.19,0.2,3.0,0.18,0.91,0.03,-0.08
21208,2009,0.94,0.17,0.13,0.56,0.49,0.1773,0.5954,127.0,0.0361,0.0327,0.9229,0.2221,0.05,0.22,9.0,0.06,0.94,0.4,0.15
84228,2011,0.82,0.06,0.19,0.52,0.53,0.2656,0.4981,229.0,0.6178,0.2823,0.3822,0.2747,0.03,0.24,17.0,0.03,0.91,0.29,0.11
1694,1985,0.82,0.39,0.18,0.52,0.47,0.4114,0.4139,543.0,0.0005,0.7699,0.9995,0.2193,0.14,0.17,4.0,0.05,0.94,0.53,0.11
698320,2021,0.85,0.34,0.15,0.5,0.47,0.1199,0.4697,91.0,0.1221,0.6157,0.8118,0.3252,0.05,0.24,10.0,0.06,0.94,0.32,-0.19
11979,2002,0.8,0.37,0.12,0.44,0.53,0.197,0.5546,412.0,0.0587,0.2486,0.4207,0.1079,0.05,0.22,6.0,0.09,0.94,0.47,0.13
459202,2017,0.92,0.25,0.12,0.45,0.48,0.0971,0.4477,131.0,0.2066,0.6578,0.5839,0.1562,0.07,0.23,8.0,0.06,0.91,0.35,0.03
246355,2003,0.98,0.89,0.02,0.61,0.5,0.032,0.5617,92.0,0.2691,0.3064,0.4931,0.1112,0.01,0.22,13.0,0.0,-1.0,0.0,0.05
18009,1994,0.88,0.63,0.08,0.57,0.52,0.1415,0.4592,238.0,0.0,0.6936,1.0,0.2728,0.04,0.16,11.0,0.13,0.94,0.17,0.16
11069,1996,0.92,0.17,0.14,0.49,0.5,0.2431,0.5082,193.0,0.1247,0.0529,0.7477,0.1308,0.05,0.23,10.0,0.08,0.91,0.22,0.12
10280,1996,0.82,0.27,0.12,0.6,0.48,0.1697,0.5078,161.0,0.0474,0.809,0.624,0.1835,0.04,0.24,13.0,0.17,0.94,0.2,-0.0
554739,2019,0.86,0.33,0.1,0.47,0.4,0.1267,0.472,176.0,0.0288,0.1217,0.4331,0.1552,0.05,0.22,11.0,0.12,0.91,0.26,0.08
10306,1988,0.9,0.56,0.09,0.43,0.48,0.1211,0.5247,189.0,0.1039,0.1108,0.7971,0.0842,0.06,0.16,8.0,0.08,0.91,0.2,-0.1
703745,2020,0.89,0.16,0.12,0.59,0.47,0.1889,0.495,182.0,0.0708,0.7672,0.8554,0.1954,0.08,0.23,8.0,0.19,0.91,0.19,-0.02
8077,1992,0.94,0.78,0.06,0.36,0.52,0.105,0.4703,134.0,-1.0,-1.0,-1.0,-1.0,0.04,0.19,11.0,0.18,-1.0,0.46,-0.2
520901,2019,0.9,0.16,0.13,0.5,0.53,0.1386,0.5836,181.0,0.228,0.2998,0.5312,0.0696,0.08,0.22,7.0,0.04,0.91,0.17,-0.13
36648,2004,0.84,0.33,0.15,0.46,0.49,0.3875,0.4588,542.0,0.0024,0.7262,0.9976,0.1894,0.14,0.17,4.0,0.05,0.87,0.31,0.01
616820,2022,0.91,0.46,0.09,0.68,0.57,0.1315,0.5118,202.0,0.0073,0.7849,0.9785,0.1523,0.05,0.23,10.0,0.27,0.94,0.14,0.22
3602,2006,0.72,0.14,0.15,0.52,0.48,0.1558,0.5934,243.0,0.1402,0.057,0.7119,0.1711,0.04,0.24,11.0,0.03,0.94,0.26,0.05
39862,2002,0.84,0.09,0.24,0.41,0.48,0.4765,0.418,781.0,0.0698,0.809,0.8662,0.152,0.08,0.24,5.0,0.09,0.87,0.4,-0.02
115210,2012,0.79,0.2,0.16,0.49,0.47,0.1483,0.478,179.0,0.0,0.0,1.0,0.2952,0.04,0.22,11.0,0.04,0.91,0.4,-0.01
16304,2006,0.8,0.19,0.21,0.51,0.49,0.3837,0.5368,614.0,0.1143,0.042,0.7973,0.177,0.09,0.21,6.0,0.02,0.94,0.32,0.07
571055,2019,0.83,0.28,0.1,0.59,0.55,0.131,0.4066,113.0,0.1006,0.7471,0.8994,0.2475,0.08,0.24,7.0,0.07,0.87,0.28,0.01
923,1978,0.89,0.44,0.09,0.34,0.49,0.2364,0.4367,410.0,0.0667,0.5119,0.9075,0.3516,0.09,0.19,6.0,0.16,0.94,0.23,0.14
299245,2015,0.95,0.61,0.04,0.61,0.5,0.0162,0.6364,13.0,0.2173,0.6937,0.5634,0.2082,0.06,0.21,5.0,0.13,0.91,0.11,-0.01
838484,2022,0.91,0.14,0.1,0.57,0.5,0.1135,0.5275,136.0,0.0443,0.8433,0.9094,0.0659,0.08,0.24,8.0,0.17,0.91,0.18,-0.02
74997,2011,0.91,0.04,0.16,0.59,0.51,0.2591,0.4907,373.0,0.1799,0.7469,0.8201,0.2243,0.2,0.24,4.0,0.14,0.91,0.45,-0.07
674025,2020,0.82,0.09,0.19,0.52,0.5,0.2846,0.4844,362.0,0.0318,0.4258,0.9375,0.1217,0.06,0.24,9.0,0.02,0.91,0.31,0.04
796428,2021,0.9,0.56,0.08,0.57,0.49,0.1533,0.4657,121.0,0.1761,0.8232,0.641,0.1368,0.05,0.23,8.0,0.12,0.94,0.07,-0.04
132232,2013,0.77,0.34,0.14,0.54,0.63,0.1036,0.4842,129.0,0.181,0.7796,0.6223,0.1056,0.05,0.22,11.0,0.19,0.94,0.07,0.05
566949,2018,0.92,0.46,0.09,0.58,0.48,0.1133,0.5803,185.0,0.2347,0.748,0.6243,0.1869,0.04,0.19,11.0,0.11,0.94,0.26,0.07
646385,2022,0.85,0.28,0.15,0.54,0.5,0.3295,0.463,414.0,0.0,0.6343,0.9619,0.2385,0.09,0.24,6.0,0.06,0.91,0.38,0.06
9378,2001,0.89,0.34,0.18,0.39,0.5,0.304,0.4917,494.0,0.1752,0.0582,0.6475,0.1752,0.07,0.22,5.0,0.16,0.91,0.18,-0.02
707131,2019,0.87,0.4,0.06,0.37,0.47,0.0937,0.4535,190.0,0.0171,0.0381,0.9677,0.1275,0.14,0.22,4.0,0.23,0.91,0.37,-0.07
586097,2019,0.8,0.22,0.14,0.4,0.43,0.2539,0.4264,437.0,0.0103,0.0232,0.8847,0.2571,0.05,0.24,10.0,0.12,0.94,0.13,-0.1
10065,2005,0.89,0.14,0.13,0.43,0.52,0.1487,0.5335,251.0,0.0745,0.0857,0.8363,0.194,0.05,0.24,10.0,0.1,0.91,0.31,0.04
615017,2019,0.69,0.15,0.19,0.48,0.49,0.3521,0.465,445.0,0.4584,0.2754,0.3992,0.2145,0.07,0.24,7.0,0.04,0.91,0.21,0.04
632727,2022,0.93,0.28,0.14,0.38,0.5,0.1128,0.3916,120.0,0.0718,0.753,0.8535,0.2076,0.06,0.22,10.0,0.13,0.87,0.22,-0.12
9592,2006,0.75,0.25,0.18,0.42,0.46,0.3151,0.4296,355.0,-1.0,-1.0,-1.0,-1.0,0.08,0.22,7.0,0.07,0.91,0.56,-0.11
645856,2021,0.86,0.29,0.16,0.56,0.49,0.3885,0.5687,371.0,0.0931,0.404,0.7865,0.2419,0.01,0.21,2.0,0.04,0.91,0.31,0.15
428399,2017,0.93,0.26,0.13,0.54,0.51,0.116,0.5326,107.0,0.2836,0.4509,0.4299,0.1614,0.09,0.23,6.0,0.08,0.94,0.27,-0.02
257874,2013,0.9,0.27,0.12,0.5,0.48,0.1324,0.582,171.0,0.1058,0.1916,0.768,0.1232,0.13,0.22,4.0,0.07,0.94,0.58,-0.0
384798,2016,0.8,0.04,0.23,0.51,0.5,0.345,0.4981,474.0,0.0181,0.7373,0.9736,0.123,0.05,0.24,12.0,0.01,0.91,0.24,0.02
9362,1990,0.92,0.15,0.14,0.54,0.49,0.1434,0.5333,206.0,0.0,0.7985,1.0,0.1783,0.04,0.24,13.0,0.01,0.94,0.5,0.14
599975,2019,0.94,0.72,0.05,0.64,0.49,0.1282,0.494,311.0,0.0835,0.7614,0.832,0.1099,0.03,0.12,10.0,0.2,0.94,0.07,0.18
55779,2011,0.88,0.43,0.13,0.45,0.45,0.3021,0.4504,478.0,0.0835,0.8357,0.2675,0.0644,0.07,0.18,7.0,0.1,0.94,0.48,-0.04
565,2002,0.96,0.71,0.06,0.47,0.52,0.0855,0.3907,154.0,0.2337,0.3163,0.5266,0.2308,0.07,0.22,5.0,0.05,1.0,0.18,-0.1
631947,2022,0.86,0.26,0.11,0.47,0.48,0.0894,0.4527,179.0,0.0472,0.0551,0.9035,0.1328,0.05,0.22,10.0,0.12,0.94,0.05,0.03
751237,2022,0.74,0.45,0.07,0.52,0.46,0.0722,0.4505,83.0,0.3326,0.5946,0.628,0.2789,0.07,0.19,7.0,0.07,0.87,0.27,-0.02
10292,2005,0.86,0.38,0.14,0.5,0.49,0.3312,0.4524,532.0,0.0,0.4473,0.999,0.173,0.06,0.22,8.0,0.01,0.91,0.18,-0.01
38321,2011,0.83,0.08,0.2,0.46,0.47,0.2936,0.4834,381.0,0.0053,0.0086,0.8069,0.1958,0.09,0.24,5.0,0.07,0.91,0.25,0.02
60304,2013,0.67,0.1,0.22,0.45,0.49,0.3781,0.4981,364.0,0.4355,0.5873,0.5604,0.3149,0.08,0.24,5.0,0.04,0.87,0.39,-0.03
558294,2019,0.85,0.22,0.17,0.47,0.53,0.2076,0.5255,191.0,0.022,0.0355,0.9511,0.1793,0.04,0.22,10.0,0.1,0.94,0.18,-0.03
157433,2019,0.89,0.22,0.12,0.53,0.49,0.1248,0.605,156.0,0.147,0.8786,0.708,0.0845,0.05,0.23,10.0,0.02,0.94,0.25,0.01
607383,2019,0.82,0.05,0.19,0.57,0.54,0.2205,0.565,219.0,0.0,0.0512,0.9985,0.1685,0.06,0.24,10.0,0.06,0.87,0.35,0.02
11586,1977,0.96,0.58,0.1,0.38,0.49,0.1001,0.4308,109.0,0.0685,0.0902,0.8571,0.1836,0.06,0.19,8.0,0.08,0.87,0.37,-0.03
210947,2014,0.87,0.18,0.13,0.57,0.53,0.2406,0.4448,289.0,0.0318,0.766,0.9682,0.1991,0.1,0.21,6.0,0.14,0.91,0.29,0.18
82654,2013,0.79,0.37,0.15,0.59,0.5,0.1858,0.523,314.0,0.0288,0.8357,0.9375,0.1464,0.06,0.24,8.0,0.1,0.87,0.16,-0.03
636879,2020,0.86,0.15,0.18,0.51,0.49,0.2359,0.5125,316.0,0.0193,0.0209,0.9631,0.2886,0.08,0.23,5.0,0.04,0.91,0.39,0.11
551804,2020,0.8,0.12,0.15,0.51,0.45,0.2477,0.4318,188.0,0.1368,0.8413,0.7176,0.1252,0.05,0.24,8.0,0.1,0.91,0.47,-0.02
786300,2021,0.77,0.11,0.15,0.54,0.53,0.2839,0.5428,155.0,0.0679,0.3387,0.8623,0.1451,0.04,0.24,11.0,0.12,0.91,0.18,0.05
242606,2017,0.83,0.07,0.17,0.48,0.47,0.1984,0.525,291.0,0.022,0.0772,0.9482,0.0663,0.03,0.24,14.0,0.02,0.87,0.19,-0.11
754934,2021,0.89,0.57,0.09,0.43,0.5,0.113,0.3334,127.0,0.0625,0.7712,0.8675,0.1885,0.06,0.15,7.0,0.09,0.89,0.32,0.07
16337,1986,0.8,0.27,0.12,0.41,0.51,0.2831,0.3311,364.0,0.0241,0.6829,0.9447,0.2557,0.07,0.24,6.0,0.14,0.94,0.39,0.03
396422,2017,0.92,0.3,0.09,0.52,0.49,0.1333,0.5017,106.0,0.227,0.8473,0.5412,0.097,0.08,0.18,6.0,0.06,0.94,0.18,-0.11
25018,1990,0.82,0.33,0.14,0.61,0.52,0.1389,0.5195,129.0,-1.0,-1.0,-1.0,-1.0,0.05,0.24,12.0,0.15,0.94,0.54,0.05
158015,2013,0.84,0.27,0.1,0.32,0.56,0.2295,0.4186,328.0,0.0923,0.0206,0.8427,0.2284,0.07,0.22,7.0,0.29,1.0,0.26,-0.05
576845,2021,0.88,0.19,0.16,0.48,0.51,0.2014,0.516,202.0,0.3429,0.4847,0.5449,0.2869,0.07,0.23,5.0,0.07,0.91,0.3,0.01
533642,2019,0.84,0.4,0.11,0.62,0.41,0.2369,0.4753,258.0,0.0322,0.7799,0.928,0.1704,0.1,0.22,6.0,0.24,0.91,0.41,0.16
167032,2013,0.54,0.19,0.15,0.48,0.44,0.2375,0.4537,364.0,0.1897,0.2752,0.8103,0.2135,0.07,0.24,8.0,0.08,0.89,0.4,-0.02
9532,2000,0.82,0.46,0.12,0.46,0.53,0.1806,0.4248,394.0,0.0583,0.1758,0.8832,0.122,0.09,0.22,5.0,0.03,0.91,0.31,0.05
493922,2018,0.95,0.63,0.05,0.45,0.48,0.1077,0.4665,200.0,0.1987,0.7626,0.6183,0.063,0.09,0.16,6.0,0.05,0.91,0.02,-0.04
457943,2018,0.88,0.38,0.17,0.53,0.51,0.3378,0.5067,428.0,0.183,0.6964,0.6109,0.2376,0.08,0.23,7.0,0.06,0.87,0.28,-0.05
