id,year,symmetry,neg_space,complexity,mass_y,mass_x,text_area,text_y,text_regions,text_x,text_top,text_w,text_h,align_score,thirds_dist,n_blocks,balance,harmony,diagonal_score,pyramid_shift
11974,1989,0.83,0.14,0.14,0.54,0.52,0.2562,0.5057,334.0,0.1959,0.7712,0.6039,0.1876,0.11,0.24,5.0,0.1,0.94,0.46,0.01
682810,2020,0.94,0.41,0.06,0.55,0.5,0.1184,0.505,172.0,0.1411,0.514,0.7177,0.1158,0.08,0.19,4.0,0.06,0.94,0.2,0.16
8766,1996,0.88,0.04,0.23,0.49,0.51,0.4078,0.489,569.0,0.0581,0.8265,0.8647,0.1666,0.07,0.24,8.0,0.03,0.91,0.28,-0.03
13474,2007,0.8,0.39,0.1,0.51,0.54,0.1535,0.4758,159.0,-1.0,-1.0,-1.0,-1.0,0.05,0.22,10.0,0.07,0.94,0.23,0.27
609972,2021,0.91,0.05,0.25,0.5,0.51,0.1567,0.444,236.0,0.2192,0.7562,0.56,0.1319,0.03,0.24,18.0,0.02,0.91,0.38,-0.12
886083,2022,0.92,0.27,0.16,0.49,0.52,0.2426,0.5961,205.0,0.0531,0.0725,0.8713,0.1049,0.06,0.23,9.0,0.08,0.94,0.21,0.01
429733,2017,0.81,0.2,0.22,0.47,0.51,0.3084,0.4504,404.0,0.0388,0.3697,0.9167,0.2488,0.05,0.22,7.0,0.05,0.91,0.34,0.07
11880,2002,0.75,0.44,0.1,0.41,0.5,0.0948,0.312,296.0,0.1014,0.0766,0.8317,0.2857,0.09,0.22,4.0,0.17,0.91,0.55,0.04
9035,2006,0.8,0.25,0.09,0.48,0.57,0.1985,0.493,222.0,0.0036,0.0682,0.9964,0.1583,0.05,0.24,8.0,0.15,0.94,0.21,-0.17
11675,1998,0.84,0.2,0.1,0.53,0.55,0.1936,0.4264,298.0,0.0595,0.7224,0.9405,0.2696,0.09,0.24,6.0,0.09,0.94,0.45,0.14
520763,2021,0.9,0.1,0.16,0.42,0.48,0.141,0.4538,107.0,0.3056,0.2862,0.3868,0.0982,0.02,0.24,18.0,0.11,0.94,0.21,-0.12
375355,2016,0.8,0.09,0.11,0.49,0.51,0.0397,0.4843,62.0,0.1616,0.6397,0.6962,0.0937,0.07,0.24,5.0,0.03,0.91,0.48,0.01
10781,2006,0.78,0.07,0.22,0.48,0.5,0.2137,0.5042,308.0,0.0269,0.2086,0.9632,0.2739,0.04,0.24,12.0,0.02,0.87,0.15,0.08
489939,2018,0.76,0.08,0.16,0.44,0.51,0.1841,0.4915,288.0,0.1418,0.0432,0.6918,0.1864,0.05,0.24,9.0,0.1,0.91,0.16,0.1
381283,2017,0.87,0.04,0.22,0.44,0.49,0.21,0.4814,180.0,0.2812,0.0,0.5272,0.2163,0.03,0.24,18.0,0.11,0.87,0.33,-0.04
424139,2018,0.76,0.28,0.18,0.36,0.42,0.2705,0.4804,225.0,0.0337,0.0271,0.9326,0.0891,0.08,0.23,9.0,0.22,0.94,0.33,-0.13
409617,2017,0.9,0.29,0.13,0.58,0.47,0.0909,0.6325,123.0,0.1732,0.2074,0.6506,0.1428,0.07,0.17,8.0,0.04,0.91,0.39,0.25
23202,2007,0.85,0.07,0.2,0.56,0.48,0.2107,0.5615,291.0,0.1021,0.0844,0.7939,0.147,0.05,0.24,11.0,0.09,0.94,0.25,0.06
10008,2005,0.93,0.36,0.08,0.69,0.46,0.1163,0.5693,194.0,0.0816,0.8122,0.8271,0.1444,0.1,0.22,6.0,0.21,0.94,0.28,0.08
766,1992,0.83,0.26,0.18,0.58,0.52,0.405,0.5228,463.0,0.0669,0.8181,0.8662,0.1659,0.14,0.24,3.0,0.07,0.87,0.33,0.16
938596,2022,0.9,0.14,0.12,0.56,0.5,0.238,0.4585,207.0,0.0244,0.7014,0.9579,0.2073,0.1,0.24,6.0,0.17,0.87,0.12,-0.0
590995,2020,0.89,0.18,0.14,0.59,0.49,0.2376,0.4695,259.0,0.1525,0.8051,0.6939,0.1425,0.04,0.24,14.0,0.13,0.91,0.62,-0.06
9009,2005,0.85,0.43,0.09,0.51,0.35,0.1349,0.4616,244.0,0.0881,0.8427,0.8179,0.0778,0.05,0.22,7.0,0.16,0.94,0.12,0.2
418078,2017,0.94,0.53,0.08,0.71,0.47,0.0552,0.6742,62.0,0.312,0.2289,0.373,0.1588,0.05,0.17,8.0,0.18,0.94,0.28,0.33
672741,2021,0.76,0.34,0.13,0.51,0.55,0.1981,0.5096,246.0,-1.0,-1.0,-1.0,-1.0,0.08,0.22,7.0,0.04,0.94,0.32,0.09
587496,2020,0.88,0.34,0.1,0.59,0.48,0.0771,0.6124,153.0,0.0022,0.7093,0.9908,0.1537,0.02,0.22,19.0,0.03,0.91,0.33,0.18
870671,2022,0.89,0.36,0.1,0.43,0.52,0.1012,0.429,60.0,-1.0,-1.0,-1.0,-1.0,0.08,0.22,8.0,0.08,0.91,0.44,-0.05
7342,2002,0.35,0.62,0.09,0.55,0.46,0.1159,0.5572,208.0,0.5191,0.2836,0.4726,0.0885,0.06,0.24,7.0,0.05,0.89,0.06,0.18
531309,2019,0.93,0.18,0.07,0.55,0.51,0.0713,0.5364,144.0,0.0158,0.8073,0.9674,0.0919,0.07,0.24,8.0,0.07,0.91,0.17,0.17
926762,2022,0.84,0.38,0.18,0.53,0.5,0.3585,0.4919,315.0,0.0523,0.7536,0.8877,0.2095,0.08,0.24,5.0,0.02,0.91,0.19,-0.05
11495,1984,0.87,0.38,0.11,0.41,0.49,0.1453,0.5411,187.0,0.021,0.0837,0.9502,0.1112,0.05,0.23,9.0,0.14,0.94,0.38,0.01
146203,2013,0.86,0.1,0.14,0.53,0.5,0.1781,0.4978,187.0,0.1519,0.7614,0.6923,0.1189,0.04,0.24,14.0,0.03,0.94,0.15,-0.01
740925,2021,0.96,0.25,0.06,0.44,0.5,0.1306,0.3929,54.0,0.1386,0.7692,0.7249,0.1683,0.14,0.24,5.0,0.05,0.91,0.17,-0.17
24126,1993,0.87,0.25,0.15,0.47,0.49,0.2562,0.4092,406.0,0.0128,0.3364,0.9872,0.3546,0.05,0.19,8.0,0.01,0.94,0.39,-0.22
184346,2014,0.88,0.22,0.13,0.4,0.52,0.2096,0.4141,309.0,0.1395,0.0524,0.7137,0.1904,0.07,0.17,8.0,0.18,0.91,0.33,0.11
829358,2021,0.89,0.31,0.12,0.58,0.5,0.1997,0.518,315.0,0.0689,0.8584,0.8759,0.0963,0.08,0.23,4.0,0.1,0.94,0.3,0.09
23827,2007,0.86,0.49,0.1,0.5,0.53,0.167,0.4021,237.0,0.0412,0.0781,0.9198,0.1751,0.06,0.19,9.0,0.06,0.94,0.26,0.1
159638,2013,0.86,0.08,0.19,0.52,0.52,0.2766,0.4987,393.0,0.0394,0.6278,0.9224,0.0996,0.06,0.24,9.0,0.01,0.91,0.19,0.12
571384,2020,0.82,0.32,0.13,0.47,0.57,0.2471,0.5351,292.0,0.223,0.0752,0.5444,0.2628,0.12,0.22,5.0,0.11,0.87,0.39,-0.01
897424,2022,0.77,0.32,0.1,0.47,0.51,0.2156,0.4588,199.0,0.0783,0.5417,0.7932,0.114,0.06,0.24,7.0,0.03,0.94,0.49,-0.0
27740,1987,0.86,0.2,0.17,0.48,0.51,0.167,0.5036,226.0,0.1333,0.3693,0.7334,0.2592,0.06,0.24,9.0,0.02,0.87,0.32,-0.04
874924,2013,0.91,0.69,0.05,0.72,0.61,0.0483,0.6089,92.0,0.0529,0.6662,0.5113,0.1752,0.16,0.14,3.0,0.24,0.94,0.06,0.26
77883,2012,0.87,0.23,0.07,0.52,0.51,0.0599,0.4956,78.0,0.2212,0.7276,0.5576,0.0989,0.07,0.24,7.0,0.02,0.94,0.27,0.0
2637,2002,0.94,0.74,0.07,0.5,0.51,0.0855,0.4417,214.0,0.1133,0.142,0.7793,0.18,0.06,0.16,7.0,0.07,0.87,0.48,0.05
806,2006,0.76,0.09,0.17,0.41,0.52,0.0553,0.3922,96.0,0.3384,0.6392,0.5518,0.1151,0.06,0.24,9.0,0.05,0.91,0.16,-0.03
458723,2019,0.89,0.38,0.08,0.61,0.53,0.1426,0.5315,166.0,0.2391,0.6922,0.5224,0.2984,0.11,0.2,2.0,0.18,0.94,0.15,-0.02
296626,2014,0.85,0.26,0.16,0.54,0.53,0.3006,0.5327,196.0,0.1027,0.7258,0.8113,0.2604,0.19,0.23,4.0,0.07,0.94,0.38,0.06
830788,2022,0.85,0.16,0.09,0.48,0.51,0.0682,0.3968,95.0,0.0369,0.7471,0.9291,0.1413,0.07,0.24,7.0,0.04,0.91,0.64,0.09
6466,2003,0.84,0.38,0.18,0.48,0.49,0.3756,0.4775,643.0,0.0025,0.8467,0.9906,0.1497,0.15,0.18,4.0,0.02,0.94,0.3,0.02
534072,2021,0.85,0.23,0.07,0.59,0.64,0.1221,0.5021,102.0,0.5698,0.7419,0.3906,0.1789,0.09,0.22,5.0,0.19,0.91,0.43,0.06
18476,2009,0.92,0.06,0.12,0.5,0.51,0.1437,0.5326,67.0,0.0386,0.7758,0.9199,0.093,0.05,0.24,9.0,0.04,0.91,0.33,-0.02
241258,2016,0.94,0.44,0.08,0.38,0.5,0.1137,0.475,133.0,0.0259,0.0088,0.9453,0.1217,0.05,0.2,10.0,0.21,0.91,0.17,-0.05
364116,2016,0.83,0.41,0.08,0.57,0.69,0.1509,0.467,316.0,0.6148,0.611,0.3462,0.2819,0.11,0.2,5.0,0.25,0.94,0.09,-0.26
11351,2003,0.75,0.31,0.13,0.46,0.49,0.151,0.3802,217.0,0.0267,0.0852,0.8434,0.1714,0.06,0.22,8.0,0.1,0.91,0.27,0.07
257445,2015,0.78,0.06,0.23,0.48,0.48,0.3462,0.5002,376.0,0.0,0.0241,1.0,0.2736,0.05,0.24,12.0,0.04,0.87,0.3,0.05
535581,2019,0.9,0.11,0.1,0.51,0.5,0.1038,0.5083,80.0,0.0283,0.7803,0.9276,0.1207,0.07,0.24,7.0,0.03,0.91,0.22,0.19
10605,2002,0.86,0.12,0.13,0.56,0.51,0.2792,0.6109,330.0,0.1343,0.2393,0.747,0.123,0.08,0.24,6.0,0.07,0.91,0.34,0.06
65086,2012,0.75,0.14,0.13,0.57,0.52,0.1399,0.4249,189.0,0.0038,0.8428,0.9896,0.1198,0.06,0.24,10.0,0.16,0.91,0.55,0.04
814,1981,0.9,0.54,0.09,0.53,0.52,0.163,0.5229,204.0,0.2025,0.6859,0.7483,0.0936,0.08,0.22,8.0,0.02,1.0,0.42,0.11
138843,2013,0.83,0.1,0.18,0.48,0.53,0.1143,0.5243,157.0,0.183,0.0674,0.6172,0.1294,0.04,0.22,14.0,0.14,0.91,0.4,0.15
10836,2001,0.86,0.07,0.24,0.52,0.49,0.4545,0.5376,492.0,0.0327,0.0596,0.9673,0.1327,0.09,0.23,3.0,0.01,0.91,0.4,0.05
227348,2014,0.68,0.29,0.13,0.42,0.52,0.3235,0.5019,581.0,0.0095,0.0544,0.9896,0.3154,0.13,0.23,3.0,0.12,0.87,0.3,-0.0
394830,2017,0.74,0.18,0.11,0.53,0.5,0.121,0.509,201.0,0.0168,0.7145,0.9674,0.1597,0.06,0.24,9.0,0.07,0.91,0.16,0.05
653598,2020,0.81,0.11,0.16,0.4,0.52,0.2404,0.4507,263.0,-1.0,-1.0,-1.0,-1.0,0.03,0.24,17.0,0.14,0.91,0.45,0.06
924,2004,0.8,0.14,0.19,0.48,0.5,0.2306,0.5152,374.0,0.0,0.0171,1.0,0.1856,0.05,0.24,11.0,0.09,0.91,0.15,0.02
982543,2022,0.81,0.11,0.23,0.55,0.47,0.2807,0.5434,368.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,11.0,0.06,0.91,0.27,-0.07
435615,2020,0.83,0.21,0.07,0.47,0.57,0.066,0.5382,96.0,-1.0,-1.0,-1.0,-1.0,0.08,0.24,8.0,0.13,0.91,0.25,0.15
440,2007,0.73,0.25,0.18,0.48,0.49,0.419,0.4407,429.0,0.1777,0.7685,0.6446,0.168,0.16,0.22,4.0,0.04,0.91,0.32,-0.24
25155,1987,0.78,0.45,0.12,0.52,0.47,0.1382,0.4856,195.0,0.06,0.8012,0.8664,0.1158,0.05,0.19,8.0,0.11,0.94,0.04,-0.04
396493,2017,0.92,0.61,0.09,0.5,0.57,0.2105,0.5271,188.0,-1.0,-1.0,-1.0,-1.0,0.08,0.21,6.0,0.09,0.94,0.23,0.01
539,1960,0.77,0.13,0.14,0.47,0.48,0.2366,0.5508,281.0,-1.0,-1.0,-1.0,-1.0,0.04,0.24,12.0,0.05,0.91,0.36,0.04
820511,2021,0.83,0.1,0.19,0.54,0.5,0.2457,0.5512,186.0,0.1588,0.3052,0.6995,0.2911,0.05,0.24,9.0,0.03,0.91,0.29,0.07
203835,2017,0.79,0.49,0.13,0.43,0.5,0.2174,0.4852,358.0,0.0,0.0134,1.0,0.1952,0.08,0.17,7.0,0.1,0.87,0.29,-0.09
49018,2010,0.89,0.39,0.1,0.41,0.47,0.1989,0.4583,200.0,0.1284,0.042,0.7402,0.1321,0.07,0.22,7.0,0.1,0.91,0.39,0.28
631322,2019,0.95,0.19,0.09,0.59,0.49,0.0606,0.7508,59.0,0.0025,0.7901,0.9921,0.1171,0.14,0.23,3.0,0.16,0.91,0.08,0.14
741636,2021,0.75,0.35,0.1,0.65,0.56,0.1229,0.5919,161.0,0.0,0.7354,1.0,0.2258,0.05,0.24,9.0,0.18,0.91,0.27,0.06
531219,2020,0.85,0.08,0.21,0.53,0.52,0.3871,0.4729,425.0,0.0207,0.6651,0.9655,0.235,0.04,0.24,9.0,0.05,0.87,0.29,-0.03
126889,2017,0.84,0.28,0.17,0.47,0.46,0.2127,0.4588,284.0,0.1529,0.7816,0.6914,0.1171,0.03,0.23,16.0,0.06,0.91,0.43,-0.01
222461,2013,0.86,0.24,0.16,0.52,0.49,0.1984,0.48,161.0,0.1463,0.3308,0.8537,0.2095,0.03,0.24,13.0,0.04,0.94,0.28,-0.1
10676,1982,0.91,0.32,0.07,0.31,0.51,0.1268,0.4557,187.0,0.0435,0.0323,0.9072,0.1392,0.08,0.23,7.0,0.26,0.91,0.09,0.04
708336,2020,0.84,0.19,0.15,0.58,0.5,0.1183,0.6073,219.0,0.0943,0.5788,0.8055,0.3466,0.08,0.24,7.0,0.16,0.87,0.24,-0.3
8922,2001,0.85,0.16,0.15,0.58,0.53,0.2383,0.4768,363.0,0.0234,0.8137,0.9412,0.155,0.13,0.24,5.0,0.16,0.94,0.6,0.08
170,2002,0.92,0.38,0.1,0.52,0.5,0.1588,0.5501,260.0,0.3296,0.2992,0.2959,0.2825,0.05,0.23,10.0,0.02,0.89,0.55,-0.14
450932,2017,0.81,0.07,0.21,0.43,0.48,0.2829,0.5534,256.0,0.0005,0.042,0.9853,0.1724,0.08,0.24,8.0,0.08,0.91,0.48,0.07
60935,2011,0.88,0.32,0.13,0.55,0.51,0.1652,0.4959,132.0,0.1173,0.5795,0.1978,0.0627,0.07,0.23,7.0,0.07,0.94,0.46,0.17
949423,2022,0.92,0.58,0.08,0.59,0.5,0.1237,0.5783,130.0,0.0639,0.7643,0.6633,0.1515,0.12,0.23,3.0,0.14,0.94,0.48,0.21
50698,2011,0.92,0.41,0.12,0.45,0.48,0.1675,0.382,321.0,0.0484,0.7172,0.8974,0.1308,0.1,0.14,7.0,0.04,0.91,0.24,0.06
482373,2021,0.79,0.16,0.18,0.47,0.5,0.2446,0.5194,357.0,0.0234,0.0214,0.9493,0.1213,0.06,0.24,7.0,0.06,0.91,0.2,-0.04
355506,2016,0.86,0.14,0.06,0.49,0.51,0.0792,0.3605,86.0,0.355,0.7426,0.3173,0.1093,0.09,0.24,6.0,0.05,0.91,0.41,-0.14
97051,2012,0.86,0.05,0.17,0.54,0.51,0.1468,0.572,155.0,0.2171,0.8458,0.5999,0.1386,0.06,0.24,11.0,0.11,0.91,0.3,-0.13
511987,2019,0.84,0.18,0.15,0.44,0.44,0.1869,0.4236,173.0,0.0656,0.3346,0.8658,0.2716,0.05,0.24,9.0,0.16,0.87,0.37,-0.02
11879,1987,0.83,0.43,0.15,0.49,0.48,0.3542,0.4463,620.0,0.0926,0.5268,0.8165,0.1691,0.02,0.21,2.0,0.03,0.94,0.59,0.12
14211,2007,0.9,0.08,0.12,0.46,0.48,0.1554,0.5236,115.0,0.2739,0.0896,0.4472,0.2128,0.07,0.24,8.0,0.13,0.91,0.23,0.21
14564,2017,0.89,0.38,0.06,0.39,0.56,0.1095,0.4211,182.0,0.1105,0.063,0.7516,0.1685,0.11,0.22,5.0,0.19,0.91,0.48,-0.0
523638,2021,0.92,0.17,0.14,0.43,0.49,0.2491,0.4404,322.0,0.1416,0.0953,0.7401,0.1915,0.14,0.24,5.0,0.11,0.87,0.51,0.03
602223,2021,0.81,0.22,0.18,0.57,0.5,0.3147,0.5278,497.0,0.2632,0.7614,0.4755,0.1718,0.13,0.22,5.0,0.1,0.94,0.31,0.03
207768,2013,0.83,0.06,0.19,0.54,0.48,0.2242,0.5735,258.0,0.0517,0.2548,0.8897,0.2905,0.04,0.24,10.0,0.03,0.91,0.26,0.11
1977,2009,0.79,0.2,0.1,0.47,0.48,0.1656,0.4219,131.0,0.4072,0.3247,0.5865,0.2955,0.07,0.24,6.0,0.03,0.91,0.25,0.11
1272,2007,0.86,0.28,0.12,0.53,0.5,0.1844,0.549,291.0,0.1226,0.111,0.7509,0.1151,0.1,0.17,6.0,0.01,0.91,0.31,0.12
71469,2011,0.74,0.03,0.3,0.5,0.5,0.5532,0.4981,700.0,0.0312,0.205,0.9459,0.2593,0.02,0.24,4.0,0.02,0.91,0.33,-0.05
313922,2015,0.85,0.27,0.09,0.57,0.5,0.2005,0.4725,105.0,0.0086,0.5056,0.9554,0.3078,0.07,0.22,7.0,0.12,0.93,0.25,-0.0
28260,1993,0.84,0.33,0.16,0.61,0.49,0.3485,0.5386,450.0,0.0338,0.6181,0.9432,0.2884,0.06,0.21,8.0,0.09,0.94,0.28,0.13
667141,2020,0.84,0.1,0.12,0.47,0.52,0.1203,0.4769,141.0,0.2134,0.0633,0.5937,0.2684,0.05,0.24,10.0,0.14,0.94,0.24,0.18
13059,2008,0.8,0.2,0.16,0.4,0.52,0.2199,0.4643,352.0,0.0396,0.0798,0.9404,0.1028,0.08,0.24,5.0,0.11,0.91,0.6,-0.2
1691,2007,0.75,0.2,0.08,0.44,0.51,0.069,0.3416,104.0,0.0855,0.2686,0.8134,0.1132,0.12,0.24,6.0,0.12,0.94,0.27,0.12
18781,2009,0.9,0.21,0.12,0.47,0.49,0.2492,0.4621,298.0,0.0669,0.3682,0.8671,0.1588,0.09,0.24,5.0,0.05,0.94,0.55,-0.14
157544,2015,0.91,0.19,0.09,0.52,0.49,0.0659,0.6215,113.0,0.0415,0.3793,0.8291,0.0709,0.04,0.24,13.0,0.01,0.91,0.02,0.16
27387,2003,0.65,0.16,0.12,0.6,0.45,0.1216,0.5431,93.0,0.0,0.6686,1.0,0.3314,0.06,0.24,9.0,0.17,0.94,0.55,-0.05
1576,2002,0.82,0.18,0.18,0.49,0.49,0.2596,0.456,331.0,0.0433,0.4109,0.9199,0.21,0.05,0.24,12.0,0.01,0.91,0.27,0.1
814800,2022,0.92,0.49,0.08,0.49,0.51,0.1284,0.3596,231.0,0.0396,0.7028,0.9111,0.1763,0.07,0.24,8.0,0.02,0.91,0.14,-0.11
329289,2015,0.8,0.16,0.11,0.38,0.53,0.1961,0.5681,215.0,0.0,0.0108,0.9692,0.205,0.06,0.24,7.0,0.22,0.91,0.01,-0.1
622,1999,0.84,0.67,0.07,0.58,0.49,0.1384,0.5435,194.0,0.1245,0.7178,0.4485,0.2265,0.08,0.15,6.0,0.13,0.91,0.33,-0.07
9599,1988,0.87,0.56,0.1,0.42,0.52,0.1689,0.4513,177.0,0.0009,0.5323,0.9991,0.345,0.04,0.23,12.0,0.06,0.94,0.16,-0.06
4513,2007,0.84,0.36,0.14,0.41,0.54,0.1796,0.4316,238.0,-1.0,-1.0,-1.0,-1.0,0.06,0.24,8.0,0.12,0.91,0.55,0.12
203834,2014,0.79,0.21,0.11,0.43,0.52,0.1815,0.4841,183.0,0.0227,0.09,0.9538,0.1676,0.05,0.2,10.0,0.13,0.91,0.21,0.01
36419,2009,0.87,0.09,0.15,0.47,0.51,0.2685,0.4258,194.0,0.0601,0.4444,0.8691,0.1099,0.09,0.22,4.0,0.11,0.91,0.3,0.09
794960,2021,0.89,0.14,0.07,0.6,0.48,0.0691,0.5626,119.0,0.0298,0.7829,0.9404,0.1008,0.12,0.24,5.0,0.15,0.91,0.32,-0.03
632357,2021,0.92,0.12,0.12,0.47,0.49,0.0805,0.4752,133.0,0.1613,0.442,0.6725,0.0927,0.04,0.24,12.0,0.04,0.91,0.29,0.0
284564,2016,0.92,0.07,0.15,0.44,0.49,0.202,0.4475,245.0,-1.0,-1.0,-1.0,-1.0,0.16,0.24,3.0,0.06,0.91,0.24,-0.03
335791,2016,0.94,0.77,0.05,0.54,0.47,0.1659,0.5549,201.0,0.2505,0.7074,0.3877,0.192,0.11,0.19,3.0,0.07,1.0,0.02,-0.34
109428,2013,0.88,0.2,0.16,0.42,0.49,0.231,0.5071,154.0,0.1457,0.2724,0.6684,0.172,0.04,0.24,12.0,0.12,0.91,0.41,0.15
465086,2020,0.9,0.14,0.13,0.38,0.5,0.2897,0.4233,196.0,0.021,0.0512,0.9585,0.2815,0.06,0.24,8.0,0.17,0.91,0.17,0.17
555974,2020,0.88,0.41,0.08,0.54,0.5,0.1369,0.5998,204.0,0.1363,0.1712,0.7348,0.2557,0.05,0.24,10.0,0.02,0.96,0.18,0.22
12699,2005,0.78,0.03,0.27,0.49,0.54,0.3776,0.4956,501.0,0.0601,0.8265,0.8659,0.1679,0.06,0.24,8.0,0.08,0.91,0.29,-0.01
1027160,2022,0.82,0.21,0.12,0.53,0.5,0.2108,0.5357,432.0,0.1607,0.6975,0.6777,0.2255,0.05,0.23,10.0,0.08,0.87,0.31,-0.08
697799,2022,0.8,0.14,0.17,0.53,0.49,0.2484,0.5463,262.0,0.0,0.3928,1.0,0.1844,0.04,0.23,13.0,0.03,0.91,0.41,0.15
362105,2015,0.83,0.1,0.2,0.33,0.48,0.4021,0.4039,575.0,0.0,0.0068,1.0,0.2535,0.15,0.24,4.0,0.2,0.94,0.38,-0.16
11281,1981,0.96,0.61,0.07,0.35,0.5,0.1696,0.5883,206.0,0.0142,0.0739,0.9638,0.1112,0.14,0.18,3.0,0.25,0.87,0.23,-0.33
10726,2002,0.73,0.39,0.12,0.58,0.52,0.1831,0.4776,305.0,0.0307,0.8401,0.9395,0.144,0.08,0.22,7.0,0.09,0.91,0.28,0.16
294963,2015,0.83,0.32,0.14,0.5,0.48,0.2448,0.4524,290.0,0.0288,0.438,0.9472,0.141,0.05,0.23,7.0,0.05,0.94,0.17,0.1
476299,2018,0.91,0.12,0.1,0.48,0.51,0.1412,0.4389,131.0,0.0708,0.8708,0.8408,0.0722,0.05,0.24,9.0,0.09,0.91,0.3,-0.03
371608,2018,0.89,0.11,0.11,0.54,0.51,0.187,0.4883,306.0,0.1509,0.7269,0.6855,0.19,0.07,0.24,8.0,0.05,0.91,0.16,-0.08
10336,1997,0.92,0.77,0.04,0.55,0.42,0.1085,0.5643,167.0,0.0819,0.8506,0.8189,0.0995,0.05,0.14,9.0,0.08,0.94,0.76,0.21
18086,1988,0.88,0.08,0.24,0.54,0.5,0.3339,0.4904,450.0,0.5013,0.7422,0.4778,0.1795,0.07,0.24,7.0,0.12,0.94,0.28,0.03
347548,2015,0.73,0.06,0.22,0.45,0.49,0.3734,0.4597,491.0,0.0,0.0362,1.0,0.1262,0.09,0.24,3.0,0.1,0.94,0.41,-0.03
336560,2015,0.77,0.18,0.18,0.44,0.51,0.3116,0.5284,410.0,0.1753,0.0359,0.6494,0.2136,0.07,0.23,6.0,0.07,0.91,0.49,0.15
320846,2020,0.89,0.3,0.06,0.47,0.48,0.0458,0.5666,45.0,0.169,0.6515,0.6982,0.1769,0.1,0.24,6.0,0.08,0.94,0.04,-0.02
670428,2020,0.84,0.07,0.24,0.5,0.49,0.37,0.4907,361.0,0.0308,0.2537,0.9609,0.335,0.09,0.24,7.0,0.03,0.87,0.3,0.09
523371,2020,0.63,0.15,0.14,0.53,0.53,0.1808,0.44,211.0,0.3605,0.564,0.6179,0.1647,0.1,0.24,5.0,0.08,0.91,0.56,-0.1
9456,2000,0.8,0.42,0.11,0.65,0.52,0.2471,0.5532,346.0,0.0563,0.75,0.8811,0.2027,0.06,0.23,6.0,0.21,0.91,0.14,0.15
119278,2012,0.84,0.05,0.2,0.57,0.49,0.2408,0.5137,321.0,0.0796,0.4659,0.8515,0.1724,0.05,0.24,8.0,0.12,0.91,0.17,0.15
741613,2020,0.92,0.44,0.08,0.67,0.5,0.1856,0.4827,358.0,0.0435,0.7354,0.915,0.2227,0.05,0.23,10.0,0.23,0.91,0.2,0.02
514277,2018,0.85,0.25,0.1,0.5,0.47,0.1034,0.6294,83.0,-1.0,-1.0,-1.0,-1.0,0.04,0.21,10.0,0.09,0.91,0.48,0.17
19543,2009,0.86,0.09,0.18,0.41,0.5,0.2983,0.5211,517.0,0.0,0.0,0.996,0.2194,0.06,0.24,6.0,0.13,0.94,0.43,-0.11
444109,2017,0.91,0.15,0.13,0.5,0.48,0.1629,0.4346,131.0,0.0288,0.072,0.9375,0.1373,0.04,0.21,12.0,0.05,0.87,0.4,-0.01
270303,2014,0.97,0.56,0.04,0.68,0.5,0.0773,0.7469,81.0,0.1427,0.7591,0.7194,0.141,0.11,0.2,3.0,0.22,0.94,0.0,0.05
46441,2010,0.82,0.14,0.22,0.44,0.47,0.3516,0.461,541.0,0.0213,0.0168,0.9611,0.1622,0.04,0.24,11.0,0.11,0.91,0.32,0.11
272692,2014,0.76,0.1,0.15,0.49,0.5,0.1107,0.3654,228.0,0.1109,0.7035,0.7744,0.149,0.05,0.24,11.0,0.03,0.94,0.25,-0.06
12597,2000,0.85,0.04,0.19,0.54,0.47,0.2442,0.4857,402.0,0.0591,0.8272,0.8632,0.1685,0.03,0.24,16.0,0.08,0.87,0.12,-0.07
10925,1985,0.87,0.26,0.18,0.55,0.52,0.2703,0.5405,429.0,0.2014,0.4143,0.5665,0.3032,0.14,0.22,4.0,0.06,0.94,0.34,-0.15
823491,2022,0.77,0.5,0.05,0.47,0.36,0.0493,0.4785,72.0,-1.0,-1.0,-1.0,-1.0,0.06,0.18,7.0,0.18,0.91,0.48,-0.19
29427,2010,0.67,0.25,0.09,0.42,0.43,0.1494,0.5756,120.0,0.0825,0.6972,0.8271,0.238,0.07,0.24,9.0,0.1,0.91,0.09,0.03
852485,2022,0.95,0.7,0.08,0.56,0.48,0.2033,0.4222,233.0,0.1123,0.6859,0.8042,0.1041,0.03,0.22,2.0,0.08,0.91,0.62,-0.4
639477,2019,0.83,0.05,0.23,0.51,0.49,0.3038,0.5215,349.0,0.1729,0.5533,0.6665,0.2816,0.04,0.24,7.0,0.02,0.91,0.31,-0.03
560362,2019,0.94,0.41,0.12,0.46,0.49,0.2438,0.3967,233.0,0.0676,0.4445,0.8608,0.1295,0.07,0.24,5.0,0.04,0.89,0.27,0.08
34583,2010,0.94,0.17,0.09,0.59,0.49,0.1189,0.6527,94.0,0.0,0.0,1.0,0.2913,0.09,0.24,6.0,0.17,0.91,0.13,-0.01
9871,2000,0.79,0.21,0.16,0.42,0.54,0.1752,0.5606,271.0,0.0021,0.0652,0.9529,0.1173,0.06,0.24,9.0,0.12,0.91,0.41,-0.05
8413,1997,0.85,0.27,0.12,0.43,0.51,0.2128,0.5617,253.0,0.0493,0.1026,0.9013,0.175,0.08,0.2,6.0,0.13,0.91,0.5,-0.04
